federal_account_id,federal_account_code,Subagency,Title,treasury_account_identifier,tas_rendering_label,Agency
5555,075-1550,Administration for Children and Families,"Child Care Entitlement to States, Administration for Children and Families, Health and Human Services",75018,075-2019/2019-1550-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",71741,013-075-2017/2017-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",73388,013-075-2018/2018-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",42755,014-075-2010/2010-1552-020,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",45867,014-075-2011/2011-1552-020,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",53524,014-075-2012/2012-1552-020,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",56520,014-075-2013/2013-1552-020,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",59915,014-075-2014/2014-1552-020,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",62823,014-075-2015/2015-1552-020,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",66322,014-075-2016/2016-1552-020,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",69395,014-075-2017/2017-1552-020,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",72480,014-075-2018/2018-1552-020,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",74634,014-075-2019/2019-1552-020,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",17480,075-1997/1997-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",17546,075-1998/1998-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",18004,075-1998/2001-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",17602,075-1999/1999-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",18043,075-1999/2003-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",24977,075-1999/2004-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",26107,075-1999/2005-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",16703,075-2000/2000-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",16763,075-2001/2001-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",16823,075-2002/2002-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",22853,075-2003/2003-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",23951,075-2004/2004-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",25188,075-2005/2005-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",26140,075-2005/2006-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",26685,075-2006/2006-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",34347,075-2007/2007-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",35011,075-2008/2008-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",38326,075-2009/2009-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",41988,075-2010/2010-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",47859,075-2011/2011-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",52551,075-2012/2012-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",57218,075-2013/2013-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",60253,075-2014/2014-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",63366,075-2015/2015-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",66643,075-2016/2016-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",69624,075-2017/2017-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",72689,075-2018/2018-1552-000,Department of Health and Human Services
5556,075-1552,Administration for Children and Families,"Temporary Assistance for Needy Families, Administration for Children and Families, Health and Human Services",75019,075-2019/2019-1552-000,Department of Health and Human Services
5557,075-1553,Administration for Children and Families,"Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services",41989,075-2010/2010-1553-000,Department of Health and Human Services
5557,075-1553,Administration for Children and Families,"Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services",47860,075-2011/2011-1553-000,Department of Health and Human Services
5557,075-1553,Administration for Children and Families,"Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services",52552,075-2012/2012-1553-000,Department of Health and Human Services
5557,075-1553,Administration for Children and Families,"Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services",57219,075-2013/2013-1553-000,Department of Health and Human Services
5557,075-1553,Administration for Children and Families,"Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services",60254,075-2014/2014-1553-000,Department of Health and Human Services
5557,075-1553,Administration for Children and Families,"Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services",63367,075-2015/2015-1553-000,Department of Health and Human Services
5557,075-1553,Administration for Children and Families,"Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services",66644,075-2016/2016-1553-000,Department of Health and Human Services
5557,075-1553,Administration for Children and Families,"Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services",69625,075-2017/2017-1553-000,Department of Health and Human Services
5557,075-1553,Administration for Children and Families,"Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services",72690,075-2018/2018-1553-000,Department of Health and Human Services
5557,075-1553,Administration for Children and Families,"Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services",75020,075-2019/2019-1553-000,Department of Health and Human Services
5557,075-1553,Administration for Children and Families,"Children's Research and Technical Assistance, Administration for Children and Families, Health and Human Services",16580,075-X-1553-000,Department of Health and Human Services
5558,075-1558,Administration for Children and Families,"Temporary Assistance for Needy Families - Recovery Act, Administration for Children and Families, Health and Human Services",NA,NA,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",33487,075-2006/2010-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",39575,075-2009/2010-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",41990,075-2010/2010-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",47862,075-2011/2011-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",52553,075-2012/2012-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",55619,075-2012/2013-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",57220,075-2013/2013-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",57225,075-2013/2014-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",60255,075-2014/2014-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",60265,075-2014/2015-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",63368,075-2015/2015-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",63379,075-2015/2016-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",66645,075-2016/2016-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",66668,075-2016/2017-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",69626,075-2017/2017-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",69650,075-2017/2018-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",72691,075-2018/2018-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",72719,075-2018/2019-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",75021,075-2019/2019-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",75051,075-2019/2020-1700-000,Department of Health and Human Services
5559,075-1700,Agency for Healthcare Research and Quality,"Healthcare Research and Quality, Agency for Healthcare Research and Quality, Health and Human Services",16582,075-X-1700-000,Department of Health and Human Services
5560,075-1701,Agency for Healthcare and Research Quality,"Healthcare Research and Quality - Recovery Act, Agency for Healthcare and Research Quality, Health and Human Services",NA,NA,Department of Health and Human Services
5561,075-1806,Centers for Medicare and Medicaid Services,"Payments to Federal Hospital Insurance Trust Fund, Health Care Fraud and Abuse, Health and Human Services",42006,075-2010/2010-1806-000,Department of Health and Human Services
5561,075-1806,Centers for Medicare and Medicaid Services,"Payments to Federal Hospital Insurance Trust Fund, Health Care Fraud and Abuse, Health and Human Services",47863,075-2011/2011-1806-000,Department of Health and Human Services
5561,075-1806,Centers for Medicare and Medicaid Services,"Payments to Federal Hospital Insurance Trust Fund, Health Care Fraud and Abuse, Health and Human Services",52554,075-2012/2012-1806-000,Department of Health and Human Services
5561,075-1806,Centers for Medicare and Medicaid Services,"Payments to Federal Hospital Insurance Trust Fund, Health Care Fraud and Abuse, Health and Human Services",57221,075-2013/2013-1806-000,Department of Health and Human Services
5561,075-1806,Centers for Medicare and Medicaid Services,"Payments to Federal Hospital Insurance Trust Fund, Health Care Fraud and Abuse, Health and Human Services",60256,075-2014/2014-1806-000,Department of Health and Human Services
5561,075-1806,Centers for Medicare and Medicaid Services,"Payments to Federal Hospital Insurance Trust Fund, Health Care Fraud and Abuse, Health and Human Services",63369,075-2015/2015-1806-000,Department of Health and Human Services
5561,075-1806,Centers for Medicare and Medicaid Services,"Payments to Federal Hospital Insurance Trust Fund, Health Care Fraud and Abuse, Health and Human Services",66646,075-2016/2016-1806-000,Department of Health and Human Services
5561,075-1806,Centers for Medicare and Medicaid Services,"Payments to Federal Hospital Insurance Trust Fund, Health Care Fraud and Abuse, Health and Human Services",69627,075-2017/2017-1806-000,Department of Health and Human Services
5561,075-1806,Centers for Medicare and Medicaid Services,"Payments to Federal Hospital Insurance Trust Fund, Health Care Fraud and Abuse, Health and Human Services",72692,075-2018/2018-1806-000,Department of Health and Human Services
5561,075-1806,Centers for Medicare and Medicaid Services,"Payments to Federal Hospital Insurance Trust Fund, Health Care Fraud and Abuse, Health and Human Services",75022,075-2019/2019-1806-000,Department of Health and Human Services
5562,075-3902,Departmental Management,"Section 241 Transactions Account, Office of the Secretary, Health and Human Services",58198,075-2013/2013-3902-000,Department of Health and Human Services
5562,075-3902,Departmental Management,"Section 241 Transactions Account, Office of the Secretary, Health and Human Services",60257,075-2014/2014-3902-000,Department of Health and Human Services
5562,075-3902,Departmental Management,"Section 241 Transactions Account, Office of the Secretary, Health and Human Services",63370,075-2015/2015-3902-000,Department of Health and Human Services
5562,075-3902,Departmental Management,"Section 241 Transactions Account, Office of the Secretary, Health and Human Services",66647,075-2016/2016-3902-000,Department of Health and Human Services
5562,075-3902,Departmental Management,"Section 241 Transactions Account, Office of the Secretary, Health and Human Services",69628,075-2017/2017-3902-000,Department of Health and Human Services
5562,075-3902,Departmental Management,"Section 241 Transactions Account, Office of the Secretary, Health and Human Services",72693,075-2018/2018-3902-000,Department of Health and Human Services
5562,075-3902,Departmental Management,"Section 241 Transactions Account, Office of the Secretary, Health and Human Services",75023,075-2019/2019-3902-000,Department of Health and Human Services
5563,075-3921,Indian Health Service,"Consolidated Working Fund, Health and Human Services, Indian Health Services",16584,075-X-3921-000,Department of Health and Human Services
5564,075-3965,Departmental Management,"Grants Management Fund, Departmental Management, Health and Human Services",NA,NA,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",35026,075-2008/2010-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",38332,075-2009/2010-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",38334,075-2009/2011-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",42004,075-2010/2011-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",42005,075-2010/2012-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",47865,075-2011/2012-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",47868,075-2011/2013-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",52557,075-2012/2013-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",52558,075-2012/2014-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",57226,075-2013/2014-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",57228,075-2013/2015-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",60266,075-2014/2015-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",60271,075-2014/2016-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",63380,075-2015/2016-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",63385,075-2015/2017-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",66669,075-2016/2017-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",66679,075-2016/2018-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",69651,075-2017/2018-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",69660,075-2017/2019-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",72720,075-2018/2019-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",72728,075-2018/2020-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",75052,075-2019/2020-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",75066,075-2019/2021-3966-000,Department of Health and Human Services
5565,075-3966,National Institutes of Health,"Management Fund, National Institutes of Health",16587,075-X-3966-000,Department of Health and Human Services
5566,075-4305,Health Resources and Services Administration,"Health Professions Graduate Student Loan Insurance Fund, Liquidating Account, Health Resources and Services Administration, Health and Human Services",NA,NA,Department of Health and Human Services
5567,075-4309,Food and Drug Administration,"Revolving Fund for Certification and Other Services, Food and Drug Administration, Health and Human Services",16592,075-X-4309-000,Department of Health and Human Services
5568,075-4420,Centers for Medicare and Medicaid Services,"Health Maintenance Organization Loan Guarantee and Loan Fund, Centers for Medicare and Medicaid Services",NA,NA,Department of Health and Human Services
5569,075-4430,Other,"Federal Interest Subsidies for Medical Facilities, Medical Facilities Guarantee and Loan Fund, Health and Human Services",NA,NA,Department of Health and Human Services
5570,075-4552,Program Support Center,"HHS Service and Supply Fund, Program Support Center, Health and Human Services",16598,075-X-4552-001,Department of Health and Human Services
5571,075-4553,Centers for Disease Control and Prevention,"CDC Working Capital Fund, Centers for Disease Control and Prevention, Health and Human Services",54398,075-X-4553-000,Department of Health and Human Services
5572,075-4554,National Institutes of Health,"Service and Supply Fund, National Institutes of Health, Health and Human Services",16600,075-X-4554-000,Department of Health and Human Services
5573,075-4613,Food and Drug Administration,"FDA Working Capital Fund, Food and Drug Administration, Health and Human Services",NA,NA,Department of Health and Human Services
5574,075-5071,Indian Health Service,"Operation and Maintenance of Quarters, Indian Health Services, Health and Human Services",16602,075-X-5071-000,Department of Health and Human Services
5575,075-5145,National Institutes of Health,"Cooperative Research and Development Agreements, National Institutes of Health, Health and Human Services",16603,075-X-5145-000,Department of Health and Human Services
5576,075-5146,Centers for Disease Control and Prevention,"Cooperative Research and Development Agreements, Centers for Disease Control, Health and Human Services",16604,075-X-5146-000,Department of Health and Human Services
5577,075-5148,Food and Drug Administration,"Cooperative Research and Development Agreements, Food and Drug Administration, Health and Human Services",16606,075-X-5148-000,Department of Health and Human Services
5578,075-5384,Centers for Medicare and Medicaid Services,"Stabilization Fund, Centers for Medicare and Medicaid Services",NA,NA,Department of Health and Human Services
5579,075-5551,Centers for Medicare and Medicaid Services,"Child Enrollment Contingency Fund, Centers for Medicare and Medicaid Services, Health and Human Services",41052,075-X-5551-000,Department of Health and Human Services
5580,075-5627,Departmental Management,"State Response to the Opioid Abuse Crisis, CURES Act, Departmental Administration, Health and Human Services",70970,075-X-5627-000,Department of Health and Human Services
5581,075-5628,National Institutes of Health,"NIH Innovation, CURES Act, National Institutes of Health, Health and Human Services",70973,075-X-5628-000,Department of Health and Human Services
5582,075-5629,Food and Drug Administration,"FDA Innovation, CURES Act, Food and Drug Administration, Health and Human Services",70976,075-X-5629-000,Department of Health and Human Services
5583,075-5733,Centers for Medicare and Medicaid Services,"Risk Adjustment Program Payments, Centers for Medicare and Medicaid Services, Health and Human Services",63718,075-X-5733-000,Department of Health and Human Services
5584,075-5735,Centers for Medicare and Medicaid Services,"Transitional Reinsurance Program, Centers for Medicare and Medicaid Services, Health and Human Services",63719,075-X-5735-000,Department of Health and Human Services
5585,075-5736,National Institutes of Health,"10-Year Pediatric Research Initiative Fund, National Institutes of Health, Health and Human Services",NA,NA,Department of Health and Human Services
5586,075-6014,Public Health Service,"Deposits of Savings, Public Health Service, Departmental Management",NA,NA,Department of Health and Human Services
5587,075-6050,Other,"Employees' Payroll Allotment Account, United States Savings Bonds, Departmental Management",NA,NA,Department of Health and Human Services
5588,075-6079,National Institutes of Health,"Personal Funds and Earnings of Patients, National Institutes of Health",NA,NA,Department of Health and Human Services
5589,075-6087,Health Resources and Services Administration,"Personal Funds and Earnings of Patients, Public Health Service Hospitals, Health Resources and Services Administration",NA,NA,Department of Health and Human Services
5590,075-6234,Administration for Children and Families,"Collections of Past-Due Support from Federal Tax Refunds, Administration for Children and Families",NA,NA,Department of Health and Human Services
5591,075-6240,Centers for Medicare and Medicaid Services,"Civil Monetary Penalties Imposed on Nursing Facilities, Centers for Medicare and Medicaid Services, Health and Human Services",NA,NA,Department of Health and Human Services
5592,075-6275,Health Resources and Services Administration,Health Resources and Services Administration,NA,NA,Department of Health and Human Services
5593,075-6276,Centers for Disease Control and Prevention,"Other Federal Payroll Withholding Allotments, Centers for Disease Control",NA,NA,Department of Health and Human Services
5594,075-6288,Administration for Children and Families,"Payment to States from Receipts for Child Support, Administration for Children and Families",NA,NA,Department of Health and Human Services
5595,075-6500,Centers for Disease Control and Prevention,"Advances Without Orders from Non-Federal Sources, Centers for Disease Control",NA,NA,Department of Health and Human Services
5596,075-6501,Health Care Financing Administration,"Small Escrow Amounts, Health Care Financing Administration",16625,075-X-6501-005,Department of Health and Human Services
5597,075-7565,Other,"United States - India Fund for Cultural, Educational, and Scientific Cooperation, Health and Human Services, India",NA,NA,Department of Health and Human Services
5598,075-8004,Centers for Medicare and Medicaid Services,"Federal Supplementary Medical Insurance Trust Fund-Treasury Managed, Health and Human Services",18072,075-075-X-8004-000,Department of Health and Human Services
5598,075-8004,Centers for Medicare and Medicaid Services,"Federal Supplementary Medical Insurance Trust Fund-Treasury Managed, Health and Human Services",9820,075-X-8004-000,Department of Health and Human Services
5599,075-8005,Centers for Medicare and Medicaid Services,"Federal Hospital Insurance Trust Fund - Treasury Managed, Health and Human Services",18073,075-075-X-8005-000,Department of Health and Human Services
5599,075-8005,Centers for Medicare and Medicaid Services,"Federal Hospital Insurance Trust Fund - Treasury Managed, Health and Human Services",9821,075-X-8005-000,Department of Health and Human Services
5600,075-8073,Program Support Center,"Contributions, Indian Health Facilities, Indian Health Services, Health and Human Services",16636,075-X-8073-000,Department of Health and Human Services
5601,075-8074,Other,Ricky Ray Hemophilia Relief Fund,NA,NA,Department of Health and Human Services
5602,075-8175,Health Resources and Services Administration,Vaccine Injury Compensation Trust Fund - Treasury Managed,18076,075-075-X-8175-000,Department of Health and Human Services
5602,075-8175,Health Resources and Services Administration,Vaccine Injury Compensation Trust Fund - Treasury Managed,9835,075-X-8175-000,Department of Health and Human Services
5603,075-8247,Program Support Center,Food and Drug Administration Unconditional Gift Fund,16638,075-X-8247-000,Department of Health and Human Services
5604,075-8248,Program Support Center,"National Institutes of Health Unconditional Gift Fund, Health and Human Services",16639,075-X-8248-000,Department of Health and Human Services
5605,075-8249,Program Support Center,"Unconditional Gift Fund, Health Resources and Services Administration, Health and Human Services",16640,075-X-8249-000,Department of Health and Human Services
5606,075-8250,Program Support Center,"Gifts and Donations, Centers for Disease Control, Health and Human Services",16641,075-X-8250-000,Department of Health and Human Services
5607,075-8253,Program Support Center,"National Institutes of Health Conditional Gift Fund, Health and Human Services",16642,075-X-8253-000,Department of Health and Human Services
5608,075-8254,Program Support Center,"Conditional Gift Fund, Health Resources and Services Administration, Health and Human Services",16643,075-X-8254-000,Department of Health and Human Services
5609,075-8307,Centers for Medicare and Medicaid Services,"Transitional Drug Assistance, Centers for Medicare and Medicaid Services",NA,NA,Department of Health and Human Services
5610,075-8308,Centers for Medicare and Medicaid Services,"Medicare Prescription Drug Account, Centers for Medicare and Medicaid Services, Health and Human Services",42007,075-2010/2010-8308-000,Department of Health and Human Services
5610,075-8308,Centers for Medicare and Medicaid Services,"Medicare Prescription Drug Account, Centers for Medicare and Medicaid Services, Health and Human Services",50793,075-2011/2011-8308-000,Department of Health and Human Services
5610,075-8308,Centers for Medicare and Medicaid Services,"Medicare Prescription Drug Account, Centers for Medicare and Medicaid Services, Health and Human Services",52555,075-2012/2012-8308-000,Department of Health and Human Services
5610,075-8308,Centers for Medicare and Medicaid Services,"Medicare Prescription Drug Account, Centers for Medicare and Medicaid Services, Health and Human Services",57233,075-2013/2013-8308-000,Department of Health and Human Services
5610,075-8308,Centers for Medicare and Medicaid Services,"Medicare Prescription Drug Account, Centers for Medicare and Medicaid Services, Health and Human Services",60258,075-2014/2014-8308-000,Department of Health and Human Services
5610,075-8308,Centers for Medicare and Medicaid Services,"Medicare Prescription Drug Account, Centers for Medicare and Medicaid Services, Health and Human Services",63371,075-2015/2015-8308-000,Department of Health and Human Services
5610,075-8308,Centers for Medicare and Medicaid Services,"Medicare Prescription Drug Account, Centers for Medicare and Medicaid Services, Health and Human Services",66649,075-2016/2016-8308-000,Department of Health and Human Services
5610,075-8308,Centers for Medicare and Medicaid Services,"Medicare Prescription Drug Account, Centers for Medicare and Medicaid Services, Health and Human Services",69630,075-2017/2017-8308-000,Department of Health and Human Services
5610,075-8308,Centers for Medicare and Medicaid Services,"Medicare Prescription Drug Account, Centers for Medicare and Medicaid Services, Health and Human Services",72695,075-2018/2018-8308-000,Department of Health and Human Services
5610,075-8308,Centers for Medicare and Medicaid Services,"Medicare Prescription Drug Account, Centers for Medicare and Medicaid Services, Health and Human Services",75025,075-2019/2019-8308-000,Department of Health and Human Services
5610,075-8308,Centers for Medicare and Medicaid Services,"Medicare Prescription Drug Account, Centers for Medicare and Medicaid Services, Health and Human Services",24970,075-X-8308-000,Department of Health and Human Services
5611,075-8393,Centers for Medicare and Medicaid Services,"Health Care Fraud and Abuse Control Account, Health and Human Services",42804,015-075-2010/2010-8393-001,Department of Health and Human Services
5611,075-8393,Centers for Medicare and Medicaid Services,"Health Care Fraud and Abuse Control Account, Health and Human Services",47055,015-075-2011/2011-8393-001,Department of Health and Human Services
5611,075-8393,Centers for Medicare and Medicaid Services,"Health Care Fraud and Abuse Control Account, Health and Human Services",42002,075-2010/2010-8393-000,Department of Health and Human Services
5611,075-8393,Centers for Medicare and Medicaid Services,"Health Care Fraud and Abuse Control Account, Health and Human Services",44876,075-2010/2011-8393-000,Department of Health and Human Services
