"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"US Agencies - Non-CFO Act","Executive Office of the President",226,"Salaries and Expenses, Special Assistance to the President, Executive Office of the President",4518603.4,1488389.18
"US Agencies - Non-CFO Act","Executive Office of the President",200,"Operating Expenses, Official Residence of the Vice President, Executive Office of the President",261395.66,313592
"US Agencies - Non-CFO Act","Executive Office of the President",232,"Salaries and Expenses, Council of Economic Advisers, Executive Office of the President",4132867.2,397138.93
"US Agencies - Non-CFO Act","Executive Office of the President",225,"Council on Environmental Quality and Office of Environmental Quality, Executive",2993689.39,382996.45
"US Agencies - Non-CFO Act","Executive Office of the President",236,"Office of Environmental Quality Management Fund, Council on Environmental Quality and Office of Environmental Quality, Executive Office of the President",31984.69,67342.53
"US Agencies - Non-CFO Act","Executive Office of the President",233,"Salaries and Expenses, National Security Council, Executive Office of the President",13229833.05,778417.66
"US Agencies - Non-CFO Act","Executive Office of the President",175,"Salaries and Expenses, Office of Administration, Executive",103235712.2,17620178.52
"US Agencies - Non-CFO Act","Executive Office of the President",196,"Presidential Transition Administrative Support, Executive Office of the President",7337767.74,244232.26
"US Agencies - Non-CFO Act","Executive Office of the President",201,"Salaries and Expenses, Office of Management and Budget, Executive Office of the President",98709721.08,961427.39
"US Agencies - Non-CFO Act","Executive Office of the President",227,"Salaries and Expenses, Office of National Drug Control Policy, Executive Office of the President",22234039.38,3490774.85
"US Agencies - Non-CFO Act","Executive Office of the President",253,"Gifts and Donations, the White House Conference on Drug Abuse and Control, Executive Office of the President",2400,50302.15
"US Agencies - Non-CFO Act","Executive Office of the President",234,"Office of Science and Technology Policy, Executive Office of the President",5127659.62,1832522.19
"US Agencies - Non-CFO Act","Executive Office of the President",202,"Salaries and Expenses, Office of the United States Trade Representative, Executive Office of the President",60137891.88,9866825.72
"US Agencies - Non-CFO Act","Executive Office of the President",231,"General Fund Payment to the Trade Enforcement Trust Fund, Office of the U.S. Trade and Respresentative, Executive Office of the President",15000000,0
"US Agencies - Non-CFO Act","Executive Office of the President",174,"Unanticipated Needs, Executive Office of the President",275280,4281879
"US Agencies - Non-CFO Act","Executive Office of the President",170,"Data-Driven Innovation, Funds Appropriated to the President, Executive Office of the President",22521.89,956997.09
"US Agencies - Non-CFO Act","Executive Office of the President",172,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",0,1201423.18
"US Agencies - Non-CFO Act","Executive Office of the President",173,"Information Technology Oversight and Reform, Funds Appropriated to the President, Executive Office of the President",30132356.37,16217008.45
"US Agencies - Non-CFO Act","Executive Office of the President",242,"Spectrum Relocation Fund, Executive Office of the President",20453000,0
"General Services Administration","Real Property Activities",1458,"Federal Buildings Fund, General Services Administration",11538028495.76,4741768736.64
"General Services Administration","Real Property Activities",1459,"Federal Buildings Fund - Recovery Act, General Services Administration",1,2682297.29
"General Services Administration","Real Property Activities",1453,"Real Property Relocation, General Services Administration",0,11380887.14
"General Services Administration","Real Property Activities",1462,"Expenses, Disposal of Surplus Real and Related Personal Property, General Services Administration",1238748.84,3287319.07
"General Services Administration","Real Property Activities",1469,"Unconditional Gifts of Real, Personal, or Other Property, General Services Administration",0,282147.49
"General Services Administration","Supply and Technology Activities",1461,"Expenses of Transportation Audit Contracts and Contract Administration, General Services Administration",11386343.9,4557011.13
"General Services Administration","Supply and Technology Activities",1456,"Acquisition Services Fund, General Services Administration",13626210788.37,614690814.36
"General Services Administration","General Activities",1452,"Expenses, Government-Wide Policy, General Services Administration",85738541.12,23749512.76
"General Services Administration","General Activities",1450,"Operating Expenses, General Services Administration",63465489.14,16003643.94
"General Services Administration","General Activities",1449,"Office of Inspector General, General Services Administration",65237410.44,19259715.81
"General Services Administration","General Activities",1451,"Office of Inspector General - Recovery Act, General Services Administration",0,9238.55
"General Services Administration","General Activities",1454,"Expenses, Electronic Government (E-Gov) Fund, General Services Administration",0,0
"General Services Administration","General Activities",1447,"Allowances and Office Staff for Former Presidents, General Services Administration",3631554.94,1779556.63
"General Services Administration","General Activities",1448,"Expenses, Presidential Transition, General Services Administration",9720403.47,6546.13
"General Services Administration","General Activities",1455,"Pre-Election Presidential Transition, General Services Administration",4069669.67,5501493.63
"General Services Administration","General Activities",1463,"Acquisition Workforce Training Fund, General Services Administration",10273126.7,14891102.16
"General Services Administration","General Activities",1460,"Federal Citizen Services Fund, General Services Administration",59225455.79,20347683.22
"General Services Administration","General Activities",1457,"Working Capital Fund, General Services Administration",693367383.36,99714912.59
"US Agencies - Non-CFO Act","Millennium Challenge Corporation",2819,"Expenses, Millennium Challenge Corporation",1095123788.41,2161934819.28
"US Agencies - Non-CFO Act","Other International Assistance Programs",2031,"Economic Support Fund, Funds Appropriated to the President",4317135305.28,4531236991.68
"US Agencies - Non-CFO Act","Other International Assistance Programs",2036,"Central America and the Caribbean Emergency Disaster Recovery Fund, Agency for International Development",0,4545537.77
"US Agencies - Non-CFO Act","Other International Assistance Programs",218,"Foreign Military Financing Program, Funds Appropriated to the President",1318331.45,248370.1
"US Agencies - Non-CFO Act","Other International Assistance Programs",219,"Pakistan Counterinsurgency Capability Fund, Funds Appropriated to the President",0,0.91
"US Agencies - Non-CFO Act","Other International Assistance Programs",217,"International Military Education and Training, Funds Appropriated to the President",97281660.63,81036077.13
"US Agencies - Non-CFO Act","Other International Assistance Programs",208,"Peacekeeping Operations, Funds Appropriated to the President",488278203.46,433058405.34
"US Agencies - Non-CFO Act","Other International Assistance Programs",216,"Non-Proliferation, Anti-Terrorism, Demining and Related Programs, International Security Assistance, State",999023671.09,1035662141.28
"US Agencies - Non-CFO Act","Other International Assistance Programs",214,"Nonproliferation and Disarmament Fund, Funds Appropriated to the President",0,223436.77
"US Agencies - Non-CFO Act","Other International Assistance Programs",211,"Global Security Contingency Fund, State",2186947.59,18455565.66
"US Agencies - Non-CFO Act","Other International Assistance Programs",238,"Foreign Military Loan Liquidating Account, Funds Appropriated to the President",0,0
"US Agencies - Non-CFO Act","Other International Assistance Programs",188,"Contribution to the African Development Bank, Funds Appropriated to the President",32418000,0
"US Agencies - Non-CFO Act","Other International Assistance Programs",186,"Contribution to the African Development Fund, Funds Appropriated to the President",214332000,0
"US Agencies - Non-CFO Act","Other International Assistance Programs",230,"Global Agriculture and Food Security Program",39889375,15088668
"US Agencies - Non-CFO Act","Other International Assistance Programs",184,"Contribution to the International Bank for Reconstruction and Development, Funds Appropriated to the President",13963421,7663345500.41
"US Agencies - Non-CFO Act","Other International Assistance Programs",185,"Contribution to the International Finance Corporation, Funds Appropriated to the President",0,1367
"US Agencies - Non-CFO Act","Other International Assistance Programs",177,"Global Environment Facility, Funds Appropriated to the President",146563000,0
"US Agencies - Non-CFO Act","Other International Assistance Programs",181,"Contribution to the International Development Association, Funds Appropriated to the President",1197128000,0
"US Agencies - Non-CFO Act","Other International Assistance Programs",189,"Contribution to the Multilateral Investment Guarantee Agency, Funds Appropriated to the President",0,0
"US Agencies - Non-CFO Act","Other International Assistance Programs",180,"Contribution to the Inter-American Development Bank, Funds Appropriated to the President",21939727,3797782687.48
"US Agencies - Non-CFO Act","Other International Assistance Programs",183,"Contribution to the Asian Development Bank, Funds Appropriated to the President",0,748095669.5
"US Agencies - Non-CFO Act","Other International Assistance Programs",178,"Contribution to the Asian Development Fund, Funds Appropriated to the President",99233000,0
"US Agencies - Non-CFO Act","Other International Assistance Programs",191,"Contribution to the European Bank for Reconstruction and Development, Funds Appropriated to the President",0,0
"US Agencies - Non-CFO Act","Other International Assistance Programs",206,"Contribution to the North American Development Bank, Funds Appropriated to the President",0,10000000
"US Agencies - Non-CFO Act","Other International Assistance Programs",209,"Contribution to the International Fund for Agricultural Development, Funds Appropriated to the President",30000000,0
"US Agencies - Non-CFO Act","Other International Assistance Programs",212,"International Affairs Technical Assistance",50708138.23,57186491.45
"US Agencies - Non-CFO Act","Other International Assistance Programs",1020,"International Organizations and Programs, Funds Appropriated to the President",307854156,460
"US Agencies - Non-CFO Act","Other International Assistance Programs",193,"Debt Restructuring, Funds Appropriated to the President",0,1128921.43
"Agency for International Development","Agency for International Development (no sub-agencies)",2023,"Development Assistance, Agency for International Development, Funds Appropriated to the President",2655316138.88,3137682301.51
"Agency for International Development","Agency for International Development (no sub-agencies)",2024,"Food and Nutrition, Development Assistance, Economic Assistance, Funds Appropriated to the President",0,2767500.48
"Agency for International Development","Agency for International Development (no sub-agencies)",2025,"Population Planning and Health, Development Assistance, Economic Assistance, Funds Appropriated to the President",0,272441.82
"Agency for International Development","Agency for International Development (no sub-agencies)",2026,"Education and Human Resources Development, Development Assistance, Economic Assistance, Funds Appropriated to the President",0,2649022.09
"Agency for International Development","Agency for International Development (no sub-agencies)",2035,"Child Survival and Health Program Fund, Agency for International Development",47821.12,34063084.02
"Agency for International Development","Agency for International Development (no sub-agencies)",2029,"HIV/AIDS Working Capital Fund, Agency for International Development",764680452.73,304258550.06
"Agency for International Development","Agency for International Development (no sub-agencies)",2021,"Sub-Saharan Africa, Development Assistance, Funds Appropriated to the President",0,12607896.67
"Agency for International Development","Agency for International Development (no sub-agencies)",2020,"Sahel Development Program, Funds Appropriated to the President",0,451458.43
"Agency for International Development","Agency for International Development (no sub-agencies)",2011,"Assistance for Europe, Eurasia, and Central Asia, Funds Appropriated to the President, US Agency for International Development",653987003.15,942477010.85
"Agency for International Development","Agency for International Development (no sub-agencies)",2019,"Assistance for Eastern Europe and the Baltic States, Funds Appropriated to the President",520384.07,4462951.56
"Agency for International Development","Agency for International Development (no sub-agencies)",2034,"Assistance for the Independent States of the Former Soviet Union, Funds Appropriated to the President",2714644.81,9723553.06
"Agency for International Development","Agency for International Development (no sub-agencies)",2030,"International Disaster Assistance, Funds Appropriated to the President, US Agency for International Development",3931520089.8,1423994144.09
"Agency for International Development","Agency for International Development (no sub-agencies)",2033,"Sub-Saharan Africa Disaster Assistance, Funds Appropriated to the President",0,81817.6
"Agency for International Development","Agency for International Development (no sub-agencies)",2016,"Operating Expenses of the United States Agency for International Development, Funds Appropriated to the President",1478327444.31,283162596.14
"Agency for International Development","Agency for International Development (no sub-agencies)",2007,"Capital Investment Fund of the United States Agency for International Development, Funds Appropriated to the President",195310778.13,18430764.86
"Agency for International Development","Agency for International Development (no sub-agencies)",2027,"Transition Initiatives, Funds Appropriated to the President, US Agency for International Development",125708428.4,13741168.84
"Agency for International Development","Agency for International Development (no sub-agencies)",2014,"Assistance for the New Independent States of the Former Soviet Union:  Ukraine Export Credit Insurance Program Account",151038970,19778.82
"Agency for International Development","Agency for International Development (no sub-agencies)",2010,"Civilian Stabilization Initiative, Funds Appropriated to the President, Agency for International Development",1196016.72,1914746.89
"Agency for International Development","Agency for International Development (no sub-agencies)",2018,"Operating Expenses of the United States Agency for International Development, Office of Inspector General, Funds Appropriated to the President",81748099.04,23642717
"Agency for International Development","Agency for International Development (no sub-agencies)",2040,"Property Management Fund, Agency for International Development",0,26941433.42
"Agency for International Development","Agency for International Development (no sub-agencies)",2043,"Working Capital Fund, International Assistance Program",14167969.76,20533383.06
"Agency for International Development","Agency for International Development (no sub-agencies)",2044,"Acquisition of Property Revolving Fund, Agency for International Development",0,46299.08
"Agency for International Development","Agency for International Development (no sub-agencies)",2045,"Loan Guarantees to Israel Program, Reimbursements of Administrative Expenses, Agency for International Development",0,27000
"Agency for International Development","Agency for International Development (no sub-agencies)",2009,"Loans Guarantees to Egypt Program Account, International Assistance Programs, Agency for International Development",0,0
"Agency for International Development","Agency for International Development (no sub-agencies)",2015,"MENA Loan Guarantee Program Account, Funds Appropriated to the President, US Agency for International Development",323413429,0
"Agency for International Development","Agency for International Development (no sub-agencies)",2013,"Urban and Environmental Credit Program Account, Agency for International Development",9167120,2154255.07
"Agency for International Development","Agency for International Development (no sub-agencies)",2041,"Housing and Other Credit Guaranty Programs, Liquidating Account, Agency for International Development",5819138.03,195590.72
"Agency for International Development","Agency for International Development (no sub-agencies)",2012,"Private Sector Loans Program Account, Agency for International Development",0,2658998.21
"Agency for International Development","Agency for International Development (no sub-agencies)",2042,"Private Sector Revolving Fund, Liquidating Account, Agency for  International Development",0,37575.11
"Agency for International Development","Agency for International Development (no sub-agencies)",2037,"Development Credit Authority, United States Agency for International Development",47496079,21648357.4
"Agency for International Development","Agency for International Development (no sub-agencies)",2039,"Development Loan Fund, Executive",7714237.25,8212233.93
"Agency for International Development","Agency for International Development (no sub-agencies)",2052,"Foreign National Employees Separation Liability Fund, Agency for International Development",6315980.95,16983005.66
"Agency for International Development","Agency for International Development (no sub-agencies)",2053,"Technical Assistance, United States Dollars Advanced from Foreign Governments, Agency for International Development",0,1448966
"Agency for International Development","Agency for International Development (no sub-agencies)",2054,"Gifts and Donations, Agency for International Development",82162989.09,66892285.39
"US Agencies - Non-CFO Act","Trade and Development Agency",204,"Trade and Development Agency, Funds Appropriated to the President",91094798.77,14330727.81
"US Agencies - Non-CFO Act","Peace Corps",194,"Peace Corps, Funds Appropriated to the President",468057910.79,41693531.27
"US Agencies - Non-CFO Act","Peace Corps",241,"Host Country Resident Contractors Separation Liability Fund, Peace Corps",3539851.12,0
"US Agencies - Non-CFO Act","Peace Corps",259,"Foreign Service National Separation Liability Trust Fund, Peace Corps",0,883568.99
"US Agencies - Non-CFO Act","Peace Corps",257,"Gifts and Contributions, Peace Corps",2505488,2944385.7
"US Agencies - Non-CFO Act","Peace Corps",258,"Advances from Foreign Governments, Peace Corps",13441.02,30755.1
"US Agencies - Non-CFO Act","Other International Assistance Programs",235,"Inter-American Foundation",32179809.07,12569471.48
"US Agencies - Non-CFO Act","Other International Assistance Programs",256,"Gifts, Donations and Contributions, Inter-American Foundation, Funds Appropriated to the President",145373.21,261627.73
"US Agencies - Non-CFO Act","African Development Foundation",203,"African Development Foundation, Funds Appropriated to the President",30907400.8,3432034.13
"US Agencies - Non-CFO Act","African Development Foundation",252,"Gifts and Donations, African Development Foundation",2824329.48,1697320.92
"US Agencies - Non-CFO Act","Other International Assistance Programs",237,"Special Defense Acquisition Fund, Funds Appropriated to the President",163294723.08,514551751.13
"US Agencies - Non-CFO Act","Other International Assistance Programs",255,"Advances, Foreign Military Sales, Funds Appropriated to the President",30830834045.09,994115785.58
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2266,"Science, National Aeronautics and Space Administration",5806351846.2,313208274.07
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2269,"Aeronautics, National Aeronautics and Space Administration",660130334.35,14933198.81
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2272,"Space Technology, National Aeronautics Space Administration",720199582.76,46764664.98
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2268,"Exploration, National Aeronautics and Space Administration",4319126213.27,88492363.13
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2270,"Education, National Aeronautics and Space Administration",105438357.69,12127771.67
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2267,"Safety, Security and Mission Services, National Aeronautics and Space Administration",5143307390.68,456053835.34
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2271,"Construction and Environmental Compliance and Restoration, National Aeronautics and Space Administration",443244987.19,269960091.48
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2264,"Space Flight Capabilities, National Aeronautics and Space Administration",5002368631.32,149089391.91
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2259,"Office of Inspector General, National Aeronautics and Space Administration",39962198.09,2304887.14
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2263,"Science, Aeronautics, and Exploration, National Aeronautics and Space Administration",292882.26,814398.18
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2261,"Human Space Flight, National Aeronautics and Space Administration",54789.06,9905026.88
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2260,"Science, Aeronautics and Technology, National Aeronautics and Space Administration",3706.74,736659.98
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2262,"Mission Support, National Aeronautics and Space Administration",8.79,1211290.74
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2273,"Working Capital Fund, National Aeronautics and Space Administration",436404228.99,14160062.06
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2281,"Science, Space and Technology Education Trust Fund, National Aeronautics and Space Administration",1000000,425164.88
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2279,"Endeavor Teacher Fellowship Trust Fund, National Aeronautics and Space Administration",0,42849.4
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2282,"Gifts and Donations, National Aeronautics and Space Administration",350000,90669.34
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2280,"National Space Grant Program, National Aeronautics and Space Administration",0,66851.91
"National Science Foundation","National Science Foundation (no sub-agencies)",1470,"Research and Related Activities, National Science Foundation",6085236949.91,154984641.03
"National Science Foundation","National Science Foundation (no sub-agencies)",1476,"Major Research Equipment and Facilities Construction, National Science Foundation",222779695.22,25500973.48
"National Science Foundation","National Science Foundation (no sub-agencies)",1472,"Agency Operations and Award Management, National Science Foundation",387295918.78,8735814.69
"National Science Foundation","National Science Foundation (no sub-agencies)",1475,"Office of the National Science Board, National Science Foundation",4322000.29,555152.71
"National Science Foundation","National Science Foundation (no sub-agencies)",1473,"Office of Inspector General, National Science Foundation",15196777.45,955425.95
"National Science Foundation","National Science Foundation (no sub-agencies)",1474,"Office of Inspector General - Recovery Act, National Science Foundation",0,4168.73
"National Science Foundation","National Science Foundation (no sub-agencies)",1471,"Education and Human Resources, National Science Foundation",878359851.15,40355397.34
"National Science Foundation","National Science Foundation (no sub-agencies)",1477,"Salaries and Expenses, H-1B Funded, Education  and Human Resources, National Science Foundation",119487901.29,96858780.86
"National Science Foundation","National Science Foundation (no sub-agencies)",1479,"Donations, National Science Foundation",41586200.3,32621266.57
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1315,"Salaries and Expenses, Office of Personnel Management",421484691.89,95351307.4
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1320,"OPM Building Delegation Fund, Office of Personnel Management",9495271.75,5526440.97
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1318,"Salaries and Expenses, Office of Inspector General, Office of Personnel Management",29005168.04,4854332.4
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1317,"Government Payment for Annuitants, Employees' Health Benefits, Office of Personnel Management",12653763035.66,0
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1319,"Government Payment for Annuitants, Employee Life Insurance     Benefits, Office of Personnel Management",42613264.87,0
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1316,"Payment to Civil Service Retirement and Disability Fund, Office of Personnel Management",40635717062,0
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1321,"Flexible Benefits Plan Reserve, Office of Personnel Management",11497045.19,48511599.42
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1323,"Postal Service Contributions for Retiree Health Benefits, Office of Personnel Management",3450031248.35,0
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1322,"Revolving Fund, Undistributed SIBAC Chargebacks for Washington, DC, Office of Personnel Management",1513500557.07,1125339497.46
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1327,"Civil Service Retirement and Disability Fund, Office of Personnel Management",83887271847.43,0
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1328,"Employees' Life Insurance Fund, Office of Personnel Management",3065134832.82,44683585086.36
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1330,"Retired Employees' Health Benefits Fund, Office of Personnel Management",344191.3,2431470.73
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1329,"Employees' Health Benefits Fund, Office of Personnel Management",50861728740.99,23334601855.65
"Small Business Administration","Small Business Administration (no sub-agencies)",2055,"Salaries and Expenses, Small Business Administration",681566026.25,419848935.12
"Small Business Administration","Small Business Administration (no sub-agencies)",2069,"Business Assistance Trust Fund, Small Business Administration",12908.86,272459.77
"Small Business Administration","Small Business Administration (no sub-agencies)",2056,"Office of Inspector General, Small Business Administration",20875444.22,11754680.39
"Small Business Administration","Small Business Administration (no sub-agencies)",2057,"Office of Inspector General - Recovery Act, Small Business Administration",0,900862.74
"Small Business Administration","Small Business Administration (no sub-agencies)",2058,"Office of Advocacy, Small Business Administration",8113497.92,1971528.88
"Small Business Administration","Small Business Administration (no sub-agencies)",2059,"Entrepreneurial Development Programs, Small Business Administration",226568912.2,41938322.25
"Small Business Administration","Small Business Administration (no sub-agencies)",2066,"Surety Bond Guarantees Revolving Fund, Small Business Administration",15522309.11,76390730.56
"Small Business Administration","Small Business Administration (no sub-agencies)",2067,"Surety Bond Guarantees Revolving Fund - Recovery Act, Small Business Administration",20598.98,15556480.37
"Small Business Administration","Small Business Administration (no sub-agencies)",2061,"Business Loans Program Account, Small Business Administration",776228182,67208897.04
"Small Business Administration","Small Business Administration (no sub-agencies)",2062,"Business Loans Program Account - Recovery Act, Small Business Administration",20042247,0
"Small Business Administration","Small Business Administration (no sub-agencies)",2065,"Business Loan and Investment Fund, Liquidating Account, Small Business Administration",2705004.65,0
"Small Business Administration","Small Business Administration (no sub-agencies)",2060,"Disaster Loans Program Account, Small Business Administration",582116384.89,687507240.26
"Small Business Administration","Small Business Administration (no sub-agencies)",2064,"Disaster Loan Fund, Liquidating Account, Small Business Administration",185643.71,0
"Social Security Administration","Social Security Administration (no sub-agencies)",1351,"Payments to Social Security Trust Funds, Social Security Administration",37387187477.57,69360427.32
"Social Security Administration","Social Security Administration (no sub-agencies)",1356,"Payments for Credits Against Social Security Contributions, Social Security Administration",29216.12,0
"Social Security Administration","Social Security Administration (no sub-agencies)",1353,"Administrative Costs, The Medicare Improvements for Patients and Providers Act, Social Security Administration",0,14895521.53
"Social Security Administration","Social Security Administration (no sub-agencies)",1354,"Administrative Expenses, Children's Health Insurance Program, Social Security Administration",15708.92,2015000.08
"Social Security Administration","Social Security Administration (no sub-agencies)",1352,"Supplemental Security Income Program, Social Security Administration",62543627306.3,4603202377.54
"Social Security Administration","Social Security Administration (no sub-agencies)",1349,"Special Benefits for Certain World War II Veterans, Social Security Administration",2878593.7,0
"Social Security Administration","Social Security Administration (no sub-agencies)",1348,"Office of the Inspector General, Social Security Administration",105951870.25,3430706.93
"Social Security Administration","Social Security Administration (no sub-agencies)",1355,"Limitation on Administrative Expenses - Recovery Act, Social Security Administration",0,0
"Social Security Administration","Social Security Administration (no sub-agencies)",1357,"State Supplemental Fees, Social Security Administration",122212686.51,0
"Social Security Administration","Social Security Administration (no sub-agencies)",1361,"Federal Old-Age and Survivors Insurance Trust Fund - Treasury Managed, Social Security Administration",801604150377.13,0
"Social Security Administration","Social Security Administration (no sub-agencies)",1362,"Federal Disability Insurance Trust Fund - Treasury Managed, Social Security Administration",144974527608.98,0
"Social Security Administration","Social Security Administration (no sub-agencies)",1363,"Salaries and Expenses, Social Security Administration",12406239952.59,798963264.36
"US Agencies - Non-CFO Act","Access Board",2669,"Salaries and Expenses, Access Board",8032630.12,1047691.62
"US Agencies - Non-CFO Act","Administrative Conference of the United States",2658,"Salaries and Expenses, Administrative Conference of the United States",3498033.4,344114.72
"US Agencies - Non-CFO Act","Advisory Council on Historic Preservation",2659,"Salaries and Expenses, Advisory Council on Historic Preservation",4216847.63,1796820.9
"US Agencies - Non-CFO Act","Appalachian Regional Commission",2663,"Appalachian Regional Development Programs, Appalachian Regional Commission",170938421.75,68965452.59
"US Agencies - Non-CFO Act","Barry Goldwater Scholarship and Excellence in Education Foundation",2670,"Trust Fund, the Barry Goldwater Scholarship and Excellence in Education Fund",2678904.94,29706185.83
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2807,"International Broadcasting Operations, Broadcasting Board of Governors",784754428.46,34012454.26
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2808,"Broadcasting to Cuba, Broadcasting Board of Governors",0,28143.75
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2815,"Miscellaneous Trust Fund, Broadcasting Board of Governors",0,293174.07
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2806,"Broadcasting Capital Improvements, Broadcasting Board of Governors",7341052.56,9689625.52
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2809,"Buying Power Maintenance, Broadcasting Board of Governors",0,6642103
"US Agencies - Non-CFO Act","Broadcasting Board of Governors",2814,"Foreign Service National Separation Liability Trust Fund, Broadcasting Board of Governors",472215.44,6374452.09
"US Agencies - Non-CFO Act","Bureau of Consumer Financial Protection",2838,"Bureau of Consumer Financial Protection Fund, Bureau of Consumer Financial Protection",593525720.47,177095424.06
"US Agencies - Non-CFO Act","Bureau of Consumer Financial Protection",2839,"Consumer Financial Civil Penalty Fund, Bureau of Consumer Financial Protection",262480735.11,215833293.32
"US Agencies - Non-CFO Act","Chemical Safety and Hazard Investigation Board",2796,"Salaries and Expenses, Chemical Safety and Hazard Investigation Board",10976068.35,886728.24
"US Agencies - Non-CFO Act","Chemical Safety and Hazard Investigation Board",2797,"Emergency Fund, Chemical Safety and Hazard Investigation Board",0,844145
"US Agencies - Non-CFO Act","Commission of Fine Arts",2674,"Salaries and Expenses, Commission of Fine Arts",2738892.4,470512.05
"US Agencies - Non-CFO Act","Commission of Fine Arts",2675,"National Capital Arts and Cultural Affairs, Commission of Fine Arts",1999999.97,0.05
"US Agencies - Non-CFO Act","Commission on Civil Rights",2678,"Salaries and Expenses, Commission on Civil Rights",9839645.76,1684068.28
"US Agencies - Non-CFO Act","Committee for Purchase from People who are Blind or Severely Disabled",2680,"Salaries and Expenses, Committee for Purchase from People Who Are Blind or Severely Disabled",8157981.92,364082.02
"US Agencies - Non-CFO Act","Commodity Futures Trading Commission",2681,"Expenses, Commodity Futures Trading Commission",232899141.58,10880185.63
"US Agencies - Non-CFO Act","Commodity Futures Trading Commission",2682,"Expenses, Commodity Futures Trading Commission, Unliquidating Deficiency",0,-161065290
"US Agencies - Non-CFO Act","Commodity Futures Trading Commission",2683,"Commodity Futures Trading Commission Customer Protection Fund, Commodity Futures Trading Commission",12177313.56,234774938.71
"US Agencies - Non-CFO Act","Consumer Product Safety Commission",1564,"Salaries and Expenses, Consumer Product Safety Commission",128722016.7,6601052.96
"US Agencies - Non-CFO Act","Consumer Product Safety Commission",1565,"Gifts and Donations, Consumer Product Safety Commission",0,18953.01
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2784,"Operating Expenses, Corporation for National and Community Service",772955414.57,88303906.91
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2783,"Payment to the National Service Trust, Corporation for National and Community Service",206842000,0
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2780,"Office of Inspector General, Corporation for National and Community Service",5275761.21,2760299.47
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2785,"Office of Inspector General-Recovery Act, Corporation for National and Community Service",0,0
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2781,"Salaries and Expenses, Corporation for National and Community Service",82282587.33,2335990.64
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2782,"Vista Advance Payment Revolving Fund, Corporation for National and Community Service",11679002.48,2648759.16
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2789,"Gifts and Contributions, Corporation for National and Community Service",81939.31,500985.25
"US Agencies - Non-CFO Act","Corporation for National and Community Service",2788,"National Service Trust, Corporation for National and Community Service",218027645.09,204651682.86
"US Agencies - Non-CFO Act","Corporation for Public Broadcasting",1092,"Public Broadcasting Fund, Corporation for Public Broadcasting, Treasury",495000000,0
