"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Department of Veterans Affairs","Benefits Programs",1418,"Veterans Reopened Insurance Fund, Veterans Affairs",12397210.46,93154462.45
"Department of Veterans Affairs","Benefits Programs",1417,"Servicemen's Group Life Insurance Fund, Veterans Affairs",380256015.62,414084201.13
"Department of Veterans Affairs","Benefits Programs",1413,"Veterans Housing Benefit Program Fund Program Account, Veterans Benefits Administration, Veterans Affairs",325892631.11,886264141.11
"Department of Veterans Affairs","Benefits Programs",1422,"Veterans Housing Benefit Program Fund Liquidating Account, Veterans Affairs",719092.7,2379050.3
"Department of Veterans Affairs","Benefits Programs",1414,"Native American Veteran Housing Loan Program Account, Veterans Benefits Administration, Veterans Affairs",650005.48,4400248.97
"Department of Veterans Affairs","Benefits Programs",1412,"Vocational Rehabilitation Loans Program Account, Veterans Benefits Administration, Veterans Affairs",229130.38,205199.47
"Department of Veterans Affairs","Benefits Programs",1436,"Post-Vietnam Era, Veterans Education Account, Veterans Affairs",102649.05,61752125.86
"Department of Veterans Affairs","Benefits Programs",1435,"National Service Life Insurance Fund, Veterans Affairs",386889776.03,111500666.71
"Department of Veterans Affairs","Benefits Programs",1437,"United States Government Life Insurance Fund, Veterans Affairs",369208.22,1191642.91
"Department of Veterans Affairs","Benefits Programs",1439,"Veterans Special Life Insurance Fund, Trust Revolving Fund, Veterans Affairs",106387196.5,1204240407.6
"Department of Veterans Affairs","Departmental Administration",1392,"Construction, Major Projects, Departmental Administration, Veterans Affairs",176573244.69,2875010466.68
"Department of Veterans Affairs","Departmental Administration",1393,"Construction, Minor Projects, Departmental Administration, Veterans Affairs",144528259.67,1378843731.55
"Department of Veterans Affairs","Departmental Administration",1410,"Grants for Construction of State Extended Care Facilities, Departmental Administration, Veterans Affairs",104896725.19,722000189.65
"Department of Veterans Affairs","Departmental Administration",1411,"Grants for the Construction of State Veterans Cemeteries, Departmental Administration, Veterans Affairs",0,55303991.44
"Department of Veterans Affairs","Departmental Administration",1399,"General Administration, Departmental Administration, Veterans Affairs",314103048.7,534199165.87
"Department of Veterans Affairs","Departmental Administration",1421,"Pershing Hall Revolving Fund, Veterans Affairs",28809.77,2539415.78
"Department of Veterans Affairs","Departmental Administration",1416,"Board of Veterans Appeals, Departmental Administration, Veterans Affairs",70857537.62,111246699.36
"Department of Veterans Affairs","Departmental Administration",1400,"General Operating Expenses, Veterans Benefits Administration, Veterans Affairs",2018951907.51,2110094097.23
"Department of Veterans Affairs","Departmental Administration",1408,"Office of Inspector General, Departmental Administration, Veterans Affairs",80552167.61,107724273.53
"Department of Veterans Affairs","Departmental Administration",1406,"Information Technology Systems, Departmental Administration, Veterans Affairs",1997606393.86,2780343948.01
"Department of Veterans Affairs","Departmental Administration",1396,"National Cemetery Administration, Veterans Health Administration, Veterans Affairs",136578317.72,194498856.74
"Department of Veterans Affairs","Departmental Administration",1434,"Department of Veterans Affairs Cemetery Gift Fund, Veterans Affairs",33798.71,1697314.26
"Department of Veterans Affairs","Departmental Administration",1426,"National Cemetery Administration Facilities Operation Fund, Veterans Affairs",0,1381917.01
"Department of Veterans Affairs","Departmental Administration",1423,"Supply Fund, Veterans Affairs",876338439.27,1946379834.49
"Department of Veterans Affairs","Departmental Administration",1424,"Franchise Fund, Veterans Affairs",670060054.95,452549668.27
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2539,"Office of Assistant Secretary of the Army for Civil Works, Corps of Engineers, Civil",894281,1412666.16
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2532,"Construction, Corps of Engineers, Civil",390368050.73,5969052702.67
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2533,"Operation and Maintenance, Corps of Engineers-Civil",598262198.37,1600110214.37
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2530,"Mississippi River and Tributaries, Corps of Engineers-Civil",39978332.95,353483978.01
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2535,"Flood Control and Coastal Emergencies, Corps of Engineers, Civil",4504667685.22,3296632993.77
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2531,"Investigations, Corps of Engineers, Civil",29600104.31,133652095.64
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2536,"Regulatory Program, Corps of Engineers, Civil",49690557.01,38990469.34
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2538,"Formerly Utilized Sites Remedial Action Program, Corps of Engineers-Civil",10139307.31,28634398.83
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2534,"Expenses, Corps of Engineers-Civil",45098925.69,28557325.86
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2537,"Washington Aqueduct Capital Improvements, Corps of Engineers-Civil",2749.18,3995.06
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2544,"Hydraulic Mining in California, Debris Fund, Corps of Engineers-Civil",47948.55,95433.63
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2546,"Maintenance and Operation of Dams and Other Improvements of Navigable Waters, Corps of Engineers - Civil",1157013.72,30019754.02
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2542,"Revolving Fund, Corps of Engineers, Civil",2062929865.12,4165656151.6
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2548,"Interagency America the Beautiful Pass Revenues, Corps of Engineers-Civil",0,1229984.09
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2549,"Special Use Permit Fees, Corps of Engineers-Civil",0,814916.17
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2557,"Rivers and Harbors Contributed and Advance Funds, Corps of Engineers, Civil",267851242.55,889759121.79
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2555,"Coastal Wetlands Restoration Trust Fund, Corps of Engineers - Civil",4820302.95,328485244.47
"US Agencies - Non-CFO Act","Corps of Engineers--Civil Works",2554,"South Dakota Terrestrial Wildlife Habitat Restoration Trust Fund, Corps of Engineers - Civil",0,6315085.58
"Department of Defense","American Battle Monuments Commission",2070,"Salaries and Expenses, American Battle Monuments Commission",29447097.01,104497829.35
"Department of Defense","American Battle Monuments Commission",2071,"Foreign Currency Fluctuations Account, American Battle Monuments Commission",0,19555706.68
"Department of Defense","American Battle Monuments Commission",2074,"Contributions, American Battle Monuments Commission",408916.72,3209243.81
"Department of Defense","Armed Forces Retirement Home",2288,"General Fund Payment, Armed Forces Retirement Home, Defense-Civil",12224580,0
"Department of Defense","Armed Forces Retirement Home",2291,"Armed Forces Retirement Home",32007951.7,36942552.11
"Department of Defense","Selective Service System",2478,"Salaries and Expenses, Selective Service System",10288702.06,4364849.39
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1579,"Office of Inspector General, Environmental Protection Agency",22316024.66,12916195.6
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1580,"Office of Inspector General - Recovery Act, Environmental Protection Agency",0,1526836.59
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1575,"Science and Technology, Environmental Protection Agency",301706628.56,216536423.97
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1577,"Energy Research and Development, Environmental Protection Agency",0,5284.29
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1576,"Environmental Programs and Management, Environmental Protection Agency",1150752940.23,891814388.16
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1589,"Exxon Valdez Settlement Fund, Environmental Protection Agency",0,1.23
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1578,"Buildings and Facilities, Environmental Protection Agency",8264425.51,28458652.19
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1574,"State and Tribal Assistance Grants, Environmental Protection Agency",228502615.03,2003053693.03
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1583,"Water Infrastructure Finance And Innovation Program Account, Environmental Protection Agency",1595748.65,34543315.24
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1582,"Payment to the Hazardous Substances Superfund, Environmental Protection Agency",582471155.76,0
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1590,"Pesticide Registration Fund, Environmental Protection Agency",7478099.57,23091259.08
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1584,"Reregistration and Expedited Processing Revolving Fund, Environmental Protection Agency",13863682.71,51850743.41
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1585,"Revolving Fund for Certification and Other Services, Environmental Protection Agency",0,0.11
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1586,"Hazardous Waste Electronic Manifest System Fund, Environmental Protection Agency",718787.82,3331155.08
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1587,"Damage Assessment and Restoration Revolving Fund, Environmental Protection Agency",1258882.27,2892128.39
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1588,"Working Capital Fund, Environmental Protection Agency",80692749.15,253188784.88
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1581,"Abatement, Control and Compliance Loan Program, Environmental Protection Agency",0,0.46
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1600,"Hazardous Substance Superfund, Environmental Protection Agency",449805474.75,3942739955.7
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1601,"Leaking Underground Storage Tank Trust Fund - Treasury Managed, Environmental Protection Agency",102423549.38,54292669.31
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1604,"Inland Oil Spill Programs, Environmental Protection Agency",10248112.36,99684507.99
"US Agencies - Non-CFO Act","Executive Office of the President",198,"Salaries and Expenses, the White House, Executive Office of the President",28382260.32,34021660.47
"US Agencies - Non-CFO Act","Executive Office of the President",166,"Compensation of the President, Executive Office of the President",206017.5,438217.16
"US Agencies - Non-CFO Act","Executive Office of the President",226,"Salaries and Expenses, Special Assistance to the President, Executive Office of the President",2165783,4098209.05
"US Agencies - Non-CFO Act","Executive Office of the President",200,"Operating Expenses, Official Residence of the Vice President, Executive Office of the President",93481.77,532728.29
"US Agencies - Non-CFO Act","Executive Office of the President",232,"Salaries and Expenses, Council of Economic Advisers, Executive Office of the President",1907071.09,2819289.91
"US Agencies - Non-CFO Act","Executive Office of the President",225,"Council on Environmental Quality and Office of Environmental Quality, Executive",1119144.9,2342139.95
"US Agencies - Non-CFO Act","Executive Office of the President",236,"Office of Environmental Quality Management Fund, Council on Environmental Quality and Office of Environmental Quality, Executive Office of the President",1455.24,65887.29
"US Agencies - Non-CFO Act","Executive Office of the President",233,"Salaries and Expenses, National Security Council, Executive Office of the President",5710932.75,8076249.14
"US Agencies - Non-CFO Act","Executive Office of the President",175,"Salaries and Expenses, Office of Administration, Executive",49670035.77,75563071.99
"US Agencies - Non-CFO Act","Executive Office of the President",196,"Presidential Transition Administrative Support, Executive Office of the President",15888.24,662055.63
"US Agencies - Non-CFO Act","Executive Office of the President",201,"Salaries and Expenses, Office of Management and Budget, Executive Office of the President",53581878.47,51982509.62
"US Agencies - Non-CFO Act","Executive Office of the President",227,"Salaries and Expenses, Office of National Drug Control Policy, Executive Office of the President",8804977.43,4450407.62
"US Agencies - Non-CFO Act","Executive Office of the President",253,"Gifts and Donations, the White House Conference on Drug Abuse and Control, Executive Office of the President",0,50302.15
"US Agencies - Non-CFO Act","Executive Office of the President",234,"Office of Science and Technology Policy, Executive Office of the President",1660982.86,5868682.35
"US Agencies - Non-CFO Act","Executive Office of the President",202,"Salaries and Expenses, Office of the United States Trade Representative, Executive Office of the President",30913954.04,39834533.19
"US Agencies - Non-CFO Act","Executive Office of the President",231,"General Fund Payment to the Trade Enforcement Trust Fund, Office of the U.S. Trade and Respresentative, Executive Office of the President",15000000,0
"US Agencies - Non-CFO Act","Executive Office of the President",174,"Unanticipated Needs, Executive Office of the President",0,4662052.7
"US Agencies - Non-CFO Act","Executive Office of the President",170,"Data-Driven Innovation, Funds Appropriated to the President, Executive Office of the President",1323.76,955688.08
"US Agencies - Non-CFO Act","Executive Office of the President",172,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",0,1205051.74
"US Agencies - Non-CFO Act","Executive Office of the President",173,"Information Technology Oversight and Reform, Funds Appropriated to the President, Executive Office of the President",15584069.87,20784181.94
"US Agencies - Non-CFO Act","Executive Office of the President",242,"Spectrum Relocation Fund, Executive Office of the President",0,142507
"General Services Administration","Real Property Activities",1458,"Federal Buildings Fund, General Services Administration",5057068451.38,12016747243.08
"General Services Administration","Real Property Activities",1459,"Federal Buildings Fund - Recovery Act, General Services Administration",117.32,2682180.08
"General Services Administration","Real Property Activities",1453,"Real Property Relocation, General Services Administration",0,11380887.14
"General Services Administration","Real Property Activities",1462,"Expenses, Disposal of Surplus Real and Related Personal Property, General Services Administration",290430.37,12161574.74
"General Services Administration","Real Property Activities",1469,"Unconditional Gifts of Real, Personal, or Other Property, General Services Administration",0,282147.49
"General Services Administration","Supply and Technology Activities",1461,"Expenses of Transportation Audit Contracts and Contract Administration, General Services Administration",7393453.57,14841437.08
"General Services Administration","Supply and Technology Activities",1456,"Acquisition Services Fund, General Services Administration",6512852985.01,5960612829.35
"General Services Administration","General Activities",1452,"Expenses, Government-Wide Policy, General Services Administration",32493098.76,30915796.96
"General Services Administration","General Activities",1450,"Operating Expenses, General Services Administration",27921544.94,34603164.89
"General Services Administration","General Activities",1449,"Office of Inspector General, General Services Administration",30956283.18,25301121.64
"General Services Administration","General Activities",1451,"Office of Inspector General - Recovery Act, General Services Administration",0,9238.55
"General Services Administration","General Activities",1454,"Expenses, Electronic Government (E-Gov) Fund, General Services Administration",0,0
"General Services Administration","General Activities",1447,"Allowances and Office Staff for Former Presidents, General Services Administration",2125731.34,2389591.15
"General Services Administration","General Activities",1448,"Expenses, Presidential Transition, General Services Administration",17,11691.98
"General Services Administration","General Activities",1455,"Pre-Election Presidential Transition, General Services Administration",0,5573187.85
"General Services Administration","General Activities",1463,"Acquisition Workforce Training Fund, General Services Administration",6049875.37,19661023.72
"General Services Administration","General Activities",1460,"Federal Citizen Services Fund, General Services Administration",30816928.74,25449584.92
"General Services Administration","General Activities",1457,"Working Capital Fund, General Services Administration",390490033.03,390721677.19
"US Agencies - Non-CFO Act","Millennium Challenge Corporation",2819,"Expenses, Millennium Challenge Corporation",516548970.18,2155618351.71
"US Agencies - Non-CFO Act","Other International Assistance Programs",2031,"Economic Support Fund, Funds Appropriated to the President",1551396904.7,7143796346.26
"US Agencies - Non-CFO Act","Other International Assistance Programs",2036,"Central America and the Caribbean Emergency Disaster Recovery Fund, Agency for International Development",0,4545537.77
"US Agencies - Non-CFO Act","Other International Assistance Programs",218,"Foreign Military Financing Program, Funds Appropriated to the President",17794.49,282372.53
"US Agencies - Non-CFO Act","Other International Assistance Programs",219,"Pakistan Counterinsurgency Capability Fund, Funds Appropriated to the President",0,0.91
"US Agencies - Non-CFO Act","Other International Assistance Programs",208,"Peacekeeping Operations, Funds Appropriated to the President",59727032.85,922782721.4
"US Agencies - Non-CFO Act","Other International Assistance Programs",216,"Non-Proliferation, Anti-Terrorism, Demining and Related Programs, International Security Assistance, State",161047351.2,1550256453.42
"US Agencies - Non-CFO Act","Other International Assistance Programs",214,"Nonproliferation and Disarmament Fund, Funds Appropriated to the President",0,223436.77
"US Agencies - Non-CFO Act","Other International Assistance Programs",211,"Global Security Contingency Fund, State",1199052.55,18223513.11
"US Agencies - Non-CFO Act","Other International Assistance Programs",188,"Contribution to the African Development Bank, Funds Appropriated to the President",0,18013472
"US Agencies - Non-CFO Act","Other International Assistance Programs",186,"Contribution to the African Development Fund, Funds Appropriated to the President",0,115559072
"US Agencies - Non-CFO Act","Other International Assistance Programs",230,"Global Agriculture and Food Security Program",0,15088668
"US Agencies - Non-CFO Act","Other International Assistance Programs",184,"Contribution to the International Bank for Reconstruction and Development, Funds Appropriated to the President",0,7663345500.41
"US Agencies - Non-CFO Act","Other International Assistance Programs",185,"Contribution to the International Finance Corporation, Funds Appropriated to the President",0,1367
"US Agencies - Non-CFO Act","Other International Assistance Programs",177,"Global Environment Facility, Funds Appropriated to the President",0,80865180
"US Agencies - Non-CFO Act","Other International Assistance Programs",181,"Contribution to the International Development Association, Funds Appropriated to the President",0,656969711
"US Agencies - Non-CFO Act","Other International Assistance Programs",189,"Contribution to the Multilateral Investment Guarantee Agency, Funds Appropriated to the President",0,0
"US Agencies - Non-CFO Act","Other International Assistance Programs",180,"Contribution to the Inter-American Development Bank, Funds Appropriated to the President",0,3797782687.48
"US Agencies - Non-CFO Act","Other International Assistance Programs",183,"Contribution to the Asian Development Bank, Funds Appropriated to the President",0,748095669.5
"US Agencies - Non-CFO Act","Other International Assistance Programs",178,"Contribution to the Asian Development Fund, Funds Appropriated to the President",0,47395000
"US Agencies - Non-CFO Act","Other International Assistance Programs",191,"Contribution to the European Bank for Reconstruction and Development, Funds Appropriated to the President",10500000,0
"US Agencies - Non-CFO Act","Other International Assistance Programs",206,"Contribution to the North American Development Bank, Funds Appropriated to the President",0,10000000
"US Agencies - Non-CFO Act","Other International Assistance Programs",209,"Contribution to the International Fund for Agricultural Development, Funds Appropriated to the President",0,16669879
"US Agencies - Non-CFO Act","Other International Assistance Programs",212,"International Affairs Technical Assistance",29736332.12,62421948.63
"US Agencies - Non-CFO Act","Other International Assistance Programs",1020,"International Organizations and Programs, Funds Appropriated to the Presidend, State",0,1436025
"US Agencies - Non-CFO Act","Other International Assistance Programs",205,"International Organizations and Programs, Economic Assistance, Funds Appropriated to the President",0,-1694744.51
"US Agencies - Non-CFO Act","Other International Assistance Programs",193,"Debt Restructuring, Funds Appropriated to the President",0,1128921.43
"Agency for International Development","Agency for International Development (no sub-agencies)",2023,"Development Assistance, Agency for International Development, Funds Appropriated to the President",880208224.4,5477907208.51
"Agency for International Development","Agency for International Development (no sub-agencies)",2024,"Food and Nutrition, Development Assistance, Economic Assistance, Funds Appropriated to the President",0,2767500.48
"Agency for International Development","Agency for International Development (no sub-agencies)",2025,"Population Planning and Health, Development Assistance, Economic Assistance, Funds Appropriated to the President",0,272441.82
"Agency for International Development","Agency for International Development (no sub-agencies)",2026,"Education and Human Resources Development, Development Assistance, Economic Assistance, Funds Appropriated to the President",0,2649022.09
"Agency for International Development","Agency for International Development (no sub-agencies)",2035,"Child Survival and Health Program Fund, Agency for International Development",79120.11,34142204.13
"Agency for International Development","Agency for International Development (no sub-agencies)",2029,"HIV/AIDS Working Capital Fund, Agency for International Development",277221973.14,325330134.78
"Agency for International Development","Agency for International Development (no sub-agencies)",2021,"Sub-Saharan Africa, Development Assistance, Funds Appropriated to the President",0,12607896.67
"Agency for International Development","Agency for International Development (no sub-agencies)",2020,"Sahel Development Program, Funds Appropriated to the President",0,451458.43
"Agency for International Development","Agency for International Development (no sub-agencies)",2011,"Assistance for Europe, Eurasia, and Central Asia, Funds Appropriated to the President, US Agency for International Development",218365876.24,1480136027.29
"Agency for International Development","Agency for International Development (no sub-agencies)",2019,"Assistance for Eastern Europe and the Baltic States, Funds Appropriated to the President",135448.92,4578187.02
"Agency for International Development","Agency for International Development (no sub-agencies)",2034,"Assistance for the Independent States of the Former Soviet Union, Funds Appropriated to the President",250936.71,9974489.77
"Agency for International Development","Agency for International Development (no sub-agencies)",2030,"International Disaster Assistance, Funds Appropriated to the President, US Agency for International Development",599058273.27,5179001322.56
"Agency for International Development","Agency for International Development (no sub-agencies)",2033,"Sub-Saharan Africa Disaster Assistance, Funds Appropriated to the President",0,81817.6
"Agency for International Development","Agency for International Development (no sub-agencies)",2016,"Operating Expenses of the United States Agency for International Development, Funds Appropriated to the President",508659845.06,1165651154.59
"Agency for International Development","Agency for International Development (no sub-agencies)",2007,"Capital Investment Fund of the United States Agency for International Development, Funds Appropriated to the President",4912571.72,211087511.06
"Agency for International Development","Agency for International Development (no sub-agencies)",2027,"Transition Initiatives, Funds Appropriated to the President, US Agency for International Development",15360302.37,96313479.53
"Agency for International Development","Agency for International Development (no sub-agencies)",2014,"Assistance for the New Independent States of the Former Soviet Union:  Ukraine Export Credit Insurance Program Account",0,19778.82
"Agency for International Development","Agency for International Development (no sub-agencies)",2010,"Civilian Stabilization Initiative, Funds Appropriated to the President, Agency for International Development",282657.46,1647851.41
"Agency for International Development","Agency for International Development (no sub-agencies)",2018,"Operating Expenses of the United States Agency for International Development, Office of Inspector General, Funds Appropriated to the President",31326891.57,74151725.3
"Agency for International Development","Agency for International Development (no sub-agencies)",2040,"Property Management Fund, Agency for International Development",30555.6,28115631.12
"Agency for International Development","Agency for International Development (no sub-agencies)",2043,"Working Capital Fund, International Assistance Program",8553429.8,28484101.84
"Agency for International Development","Agency for International Development (no sub-agencies)",2044,"Acquisition of Property Revolving Fund, Agency for International Development",0,46299.08
"Agency for International Development","Agency for International Development (no sub-agencies)",2045,"Loan Guarantees to Israel Program, Reimbursements of Administrative Expenses, Agency for International Development",0,27000
"Agency for International Development","Agency for International Development (no sub-agencies)",2013,"Urban and Environmental Credit Program Account, Agency for International Development",0,2154255.07
"Agency for International Development","Agency for International Development (no sub-agencies)",2041,"Housing and Other Credit Guaranty Programs, Liquidating Account, Agency for International Development",2545633.49,14978754.6
"Agency for International Development","Agency for International Development (no sub-agencies)",2012,"Private Sector Loans Program Account, Agency for International Development",0,2658998.21
"Agency for International Development","Agency for International Development (no sub-agencies)",2042,"Private Sector Revolving Fund, Liquidating Account, Agency for  International Development",0,37575.11
"Agency for International Development","Agency for International Development (no sub-agencies)",2037,"Development Credit Authority, United States Agency for International Development",5853808.52,33108040.5
"Agency for International Development","Agency for International Development (no sub-agencies)",2039,"Development Loan Fund, Executive",3770109.52,142248165.61
"Agency for International Development","Agency for International Development (no sub-agencies)",2052,"Foreign National Employees Separation Liability Fund, Agency for International Development",188531.47,19263603.28
"Agency for International Development","Agency for International Development (no sub-agencies)",2053,"Technical Assistance, United States Dollars Advanced from Foreign Governments, Agency for International Development",0,1868325
"Agency for International Development","Agency for International Development (no sub-agencies)",2054,"Gifts and Donations, Agency for International Development",45920119.91,25714082.1
"US Agencies - Non-CFO Act","Trade and Development Agency",204,"Trade and Development Agency, Funds Appropriated to the President",17025423.74,41356163.17
"US Agencies - Non-CFO Act","Peace Corps",194,"Peace Corps, Funds Appropriated to the President",177016663.54,114218628.23
"US Agencies - Non-CFO Act","International Assistance Programs, Peace Corps",195,"Foreign Currency Fluctuations, Peace Corps",0,5500000
"US Agencies - Non-CFO Act","Peace Corps",241,"Host Country Resident Contractors Separation Liability Fund, Peace Corps",13486.68,0
"US Agencies - Non-CFO Act","Peace Corps",259,"Foreign Service National Separation Liability Trust Fund, Peace Corps",0,1084797.79
"US Agencies - Non-CFO Act","Peace Corps",257,"Gifts and Contributions, Peace Corps",1129628.34,2806748.95
"US Agencies - Non-CFO Act","Peace Corps",258,"Advances from Foreign Governments, Peace Corps",50677.36,0
"US Agencies - Non-CFO Act","Other International Assistance Programs",235,"Inter-American Foundation",9840307.32,19067770.82
"US Agencies - Non-CFO Act","Other International Assistance Programs",256,"Gifts, Donations and Contributions, Inter-American Foundation, Funds Appropriated to the President",25101.41,1296526.32
"US Agencies - Non-CFO Act","African Development Foundation",203,"African Development Foundation, Funds Appropriated to the President",7674003.46,12812870.58
"US Agencies - Non-CFO Act","African Development Foundation",252,"Gifts and Donations, African Development Foundation",384615.5,1623536.42
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2266,"Science, National Aeronautics and Space Administration",2292051578.63,1336699866
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2269,"Aeronautics, National Aeronautics and Space Administration",208306193.21,187212558.25
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2272,"Space Technology, National Aeronautics Space Administration",220515046.34,230130502.93
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2268,"Exploration, National Aeronautics and Space Administration",2217361640.45,497794741.03
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2270,"Education, National Aeronautics and Space Administration",42964406.46,29868778.83
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2267,"Safety, Security and Mission Services, National Aeronautics and Space Administration",2351130239.13,2413531330.02
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2271,"Construction and Environmental Compliance and Restoration, National Aeronautics and Space Administration",113747064.48,537750534.75
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2264,"Space Flight Capabilities, National Aeronautics and Space Administration",2289470511.87,956328579.08
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2259,"Office of Inspector General, National Aeronautics and Space Administration",17672225.25,7562638.43
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2263,"Science, Aeronautics, and Exploration, National Aeronautics and Space Administration",6097,1006301.18
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2261,"Human Space Flight, National Aeronautics and Space Administration",1345.99,9942832.8
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2260,"Science, Aeronautics and Technology, National Aeronautics and Space Administration",0,915959.98
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2262,"Mission Support, National Aeronautics and Space Administration",48.73,1752442.01
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2273,"Working Capital Fund, National Aeronautics and Space Administration",202232070.75,319251214.31
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2281,"Science, Space and Technology Education Trust Fund, National Aeronautics and Space Administration",500000,333899.18
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2279,"Endeavor Teacher Fellowship Trust Fund, National Aeronautics and Space Administration",0,44708.77
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2282,"Gifts and Donations, National Aeronautics and Space Administration",0,520494.42
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2280,"National Space Grant Program, National Aeronautics and Space Administration",0,66851.91
"National Science Foundation","National Science Foundation (no sub-agencies)",1470,"Research and Related Activities, National Science Foundation",1178556944.38,5607808768.82
"National Science Foundation","National Science Foundation (no sub-agencies)",1476,"Major Research Equipment and Facilities Construction, National Science Foundation",54796822.34,159906448.4
"National Science Foundation","National Science Foundation (no sub-agencies)",1472,"Agency Operations and Award Management, National Science Foundation",137073189.23,211581323.37
"National Science Foundation","National Science Foundation (no sub-agencies)",1475,"Office of the National Science Board, National Science Foundation",1987183.08,2970511.84
"National Science Foundation","National Science Foundation (no sub-agencies)",1473,"Office of Inspector General, National Science Foundation",6423493.19,10002484.46
"National Science Foundation","National Science Foundation (no sub-agencies)",1474,"Office of Inspector General - Recovery Act, National Science Foundation",0,4168.73
"National Science Foundation","National Science Foundation (no sub-agencies)",1471,"Education and Human Resources, National Science Foundation",86160755.2,898449550.06
"National Science Foundation","National Science Foundation (no sub-agencies)",1477,"Salaries and Expenses, H-1B Funded, Education  and Human Resources, National Science Foundation",74447499.96,58745629.48
"National Science Foundation","National Science Foundation (no sub-agencies)",1479,"Donations, National Science Foundation",26715229.84,20721229.14
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1315,"Salaries and Expenses, Office of Personnel Management",170168623.04,207885221.97
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1320,"OPM Building Delegation Fund, Office of Personnel Management",5673764.53,5506494.44
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1318,"Salaries and Expenses, Office of Inspector General, Office of Personnel Management",12901765.67,6268283.05
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1317,"Government Payment for Annuitants, Employees' Health Benefits, Office of Personnel Management",6393703683.99,6523296316.01
