"sub","name","size"
"Joint Improvised Explosive Device Defeat Organization","ORBIS OPERATIONS LLC",-11895.15
"Joint Improvised Explosive Device Defeat Organization","CNA CORPORATION",-19250.51
"Joint Improvised Explosive Device Defeat Organization","CACI-ATHENA INC",-285056.54
"Library of Congress","MISCELLANEOUS FOREIGN AWARDEES",96046.41
"Library of Congress","PERSEVUS LLC",50413.35
"Library of Congress","STAR PRINT O BIND",46442.93
"Library of Congress","CDW GOVERNMENT LLC",11036.66
"Library of Congress","STATESIDE PROCUREMENT SERVICES INC",8498
"Library of Congress","GOVCONNECTION INC",4710.78
"Library of Congress","DEMCO INC",3596.04
"Maritime Administration","BALTIMORE GAS AND ELECTRIC COMPANY",904666
"Maritime Administration","SPERRY OCEAN DOCK LTD",879193
"Maritime Administration","PORT SAILING CENTER",810739.15
"Maritime Administration","ENTERGY TEXAS INC",795130
"Maritime Administration","GENCO GENERAL CONTRACTORS OF PUERTO RICO CORP",793617.08
"Maritime Administration","AMERICAN BUREAU OF SHIPPING",772137
"Maritime Administration","ENTERGY LOUISIANA LLC",762529.67
"Maritime Administration","EASTEX BERTHING INC",644856
"Maritime Administration","SOUTHERN CALIFORNIA EDISON COMPANY",623291
"Maritime Administration","OCEANWIDE REPAIR OAKLAND INC",620612
"Merit Systems Protection Board","WEST PUBLISHING CORPORATION",252555.42
"Merit Systems Protection Board","LAW MANAGER INC",143724
"Merit Systems Protection Board","MARYN CONSULTING INC",138660
"Merit Systems Protection Board","DH TECHNOLOGIES LLC",130260.16
"Merit Systems Protection Board","WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY",125000
"Merit Systems Protection Board","COMMONWEALTH COPY PRODUCTS INC",123400.98
"Merit Systems Protection Board","SHI INTERNATIONAL CORP",118435.7
"Merit Systems Protection Board","COMPUTERWARE INC",90899.36
"Merit Systems Protection Board","CAPITAL REPORTING COMPANY",88200
"Merit Systems Protection Board","IMMIGRATION & CUSTOMS ENFORCEMENT BUREAU OF",84583.31
"Millennium Challenge Corporation","KEARNEY & COMPANY PC",968119.62
"Millennium Challenge Corporation","CMGRP INC",938890.43
"Millennium Challenge Corporation","THE PARTNERING INITIATIVE",848664.14
"Millennium Challenge Corporation","CH2M HILL INC",754539.81
"Millennium Challenge Corporation","INSIGHT PUBLIC SECTOR INC",696493.46
"Millennium Challenge Corporation","ANTEA USA INC",694150
"Millennium Challenge Corporation","INCENTIVE TECHNOLOGY GROUP LLC",693462.96
"Millennium Challenge Corporation","CLOUDBURST CONSULTING GROUP INC",611993
"Millennium Challenge Corporation","SAWDEY SOLUTION SERVICES INC",584908.33
"Millennium Challenge Corporation","ERNST & YOUNG LLP",577705.6
"Mine Safety and Health Administration","QIVLIQ COMMERCIAL GROUP LLC",895746.32
"Mine Safety and Health Administration","AMERICAN ELECTRIC POWER COMPANY INC",644233.47
"Mine Safety and Health Administration","ZEFON INTERNATIONAL INC",641824
"Mine Safety and Health Administration","DATAWIZ CORPORATION",628580.49
"Mine Safety and Health Administration","ALONSO GROUP LLC THE",619937
"Mine Safety and Health Administration","LT BUSINESS SOLUTIONS LLC",455339.54
