"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of the Interior","Bureau of Indian  Affairs and Bureau of Indian Education","Indian Irrigation Fund, Bureau of Indian  Affairs and Bureau of Indian Education, Interior","014-5639","4","2017","2017-09-30",NA,NA
"Department of the Interior","Bureau of Indian  Affairs and Bureau of Indian Education","Low-Hazard Indian Dam Safety Deferred Maintenance Fund, Bureau of Indian Affairs and Bureau of Indian Education, Interior","014-5638","4","2017","2017-09-30",0,2451292.69
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Alaska Resupply Program, Bureau of Indian Affairs","014-5242","4","2017","2017-09-30",119137.67,442492.02
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Claims and Treaty Obligations, Bureau of Indian Affairs (Indefinite)","014-2623","4","2017","2017-09-30",38700,30093.94
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Construction, Bureau of Indian Affairs","014-2301","4","2017","2017-09-30",140816693.47,255571083.73
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Contract Support Costs, Bureau of Indian Affairs and Bureau of Indian Education, Interior","014-2240","4","2017","2017-09-30",259707520,67942540.25
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Gifts and Donations, Bureau of Indian Affairs","014-8361","4","2017","2017-09-30",742533.54,3073381.65
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Indian Guaranteed Loan Program Account, Bureau of Indian Affairs and Bureau of Indian Education, Interior","014-2628","4","2017","2017-09-30",10111039.98,3214643.55
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Indian Land and Water Claim Settlements and Miscellaneous Payments to Indians, Bureau of Indian Affairs and Bureau of Indian Education, Interior","014-2303","4","2017","2017-09-30",48400342.41,27513107.92
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Indian Land Consolidation, Bureau of Indian Affairs, Interior","014-2103","4","2017","2017-09-30",0,15613003.17
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Indian Loan Guaranty and Insurance Fund, Liquidating Account, Bureau of Indian Affairs","014-4410","4","2017","2017-09-30",0,0
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Indian Water Rights and Habitat Acquisition Program, Bureau of Indian Affairs","014-5505","4","2017","2017-09-30",0,2980500
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Operation and Maintenance of Quarters, Bureau of Indian Affairs","014-5051","4","2017","2017-09-30",5942719.21,5838656.17
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Operation and Maintenance, Indian Irrigation Systems, Bureau of Indian Affairs (T)","014-5240","4","2017","2017-09-30",32795242.41,42232082.16
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Operation of Indian Programs, Bureau of Indian Affairs and Bureau of Indian Education, Interior","014-2100","4","2017","2017-09-30",2551078178.74,708338644.69
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Power Systems, Indian Irrigation Projects, Bureau of Indian Affairs","014-5648","4","2017","2017-09-30",73127934.39,32260614.07
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","Revolving Fund for Loans, Liquidating Account, Bureau of Indian Affairs","014-4409","4","2017","2017-09-30",0,0
"Department of the Interior","Bureau of Indian Affairs and Bureau of Indian Education","White Earth Economic Development and Tribal Government Fund, Bureau of Indian Affairs","014-2204","4","2017","2017-09-30",672857.6,1033565.13
"Department of the Interior","Bureau of Land Management","Abandoned Well Remediation Fund, Bureau of Land Management, Interior","014-2640","4","2017","2017-09-30",10856640.63,447121.09
"Department of the Interior","Bureau of Land Management","Carson City Special Account, Bureau of Land Management, Interior","014-5558","4","2017","2017-09-30",278.31,76500.5
"Department of the Interior","Bureau of Land Management","Construction, Bureau of Land Management","014-1110","4","2017","2017-09-30",860632.56,5422655.42
"Department of the Interior","Bureau of Land Management","Cook Inlet Region, Incorporated Property Account, Bureau of Land Management","014-1118","4","2017","2017-09-30",0,2376394.44
"Department of the Interior","Bureau of Land Management","Expenses, Road Maintenance Deposits, Bureau of Land Management","014-5018","4","2017","2017-09-30",3055296.23,5795952.38
"Department of the Interior","Bureau of Land Management","Federal Land Disposal Account, Bureau of Land Management","014-5260","4","2017","2017-09-30",0,3680
"Department of the Interior","Bureau of Land Management","Forest Ecosystems Health and Recovery, Bureau of Land Management","014-5165","4","2017","2017-09-30",6645441.88,22155493.88
"Department of the Interior","Bureau of Land Management","Geothermal Steam Implementation Fund","014-5575","4","2017","2017-09-30",0,32372.4
"Department of the Interior","Bureau of Land Management","Helium Fund, Bureau of Land Management","014-4053","4","2017","2017-09-30",11660269.92,276858098.5
"Department of the Interior","Bureau of Land Management","Land Acquisition, Bureau of Land Management","014-5033","4","2017","2017-09-30",23907442.66,64063188.9
"Department of the Interior","Bureau of Land Management","Land and Resources Management Trust Fund, Bureau of Land Management","014-8069","4","2017","2017-09-30",18153864.8,58555618.68
"Department of the Interior","Bureau of Land Management","Lincoln County Land Act, Bureau of Land Management","014-5469","4","2017","2017-09-30",1900534.72,35431795.66
"Department of the Interior","Bureau of Land Management","Management of Lands and Resources, Bureau of Land Management, Interior","014-1109","4","2017","2017-09-30",1187992356.09,140522350.73
"Department of the Interior","Bureau of Land Management","Naval Petroleum Reserve Numbered 2 Lease Revenue Account","014-5576","4","2017","2017-09-30",2343.86,447342.27
"Department of the Interior","Bureau of Land Management","Ojito Land Acquisition, Interior","014-5612","4","2017","2017-09-30",0,324976
"Department of the Interior","Bureau of Land Management","Operation and Maintenance of Quarters, Bureau of Land Management","014-5048","4","2017","2017-09-30",705076.97,1366473.63
"Department of the Interior","Bureau of Land Management","Oregon and California Grant Lands, Bureau of Land Management","014-1116","4","2017","2017-09-30",108463311.8,5223191.92
"Department of the Interior","Bureau of Land Management","Owyhee Land Acquisition Account, Bureau of Land Management, Interior","014-5556","4","2017","2017-09-30",13500,657094.21
"Department of the Interior","Bureau of Land Management","Payments to Coos and Douglas Counties, Oregon, from Receipts, Coos Bay Wagon Road Grant Lands, Bureau of Land Management","014-5898","4","2017","2017-09-30",262221.59,3865045.1
"Department of the Interior","Bureau of Land Management","Payments to Counties, National Grasslands, Bureau of Land Management","014-5896","4","2017","2017-09-30",359404.79,71189.75
"Department of the Interior","Bureau of Land Management","Payments to Counties, Oregon and California Grant Lands, Bureau of Land Management","014-5884","4","2017","2017-09-30",18802430.06,0.6
"Department of the Interior","Bureau of Land Management","Payments to State and County from Clark County, Nevada Land Sales, Bureau of Land Management","014-5129","4","2017","2017-09-30",14193467.4,1639352.29
"Department of the Interior","Bureau of Land Management","Payments to States (Proceeds of Sales), Bureau of Land Management","014-5133","4","2017","2017-09-30",780139.91,100628.42
"Department of the Interior","Bureau of Land Management","Payments to States from Grazing Receipts, Etc., Public Lands Outside Grazing Districts, Bureau of Land Management","014-5016","4","2017","2017-09-30",1215281.12,1.78
"Department of the Interior","Bureau of Land Management","Payments to States from Grazing Receipts, Etc., Public Lands within Grazing Districts, Bureau of Land Management","014-5032","4","2017","2017-09-30",1700550.6,1.04
"Department of the Interior","Bureau of Land Management","Payments to States from Grazing Receipts, Etc., Public Lands within Grazing Districts, Miscellaneous, Bureau of Land Management","014-5044","4","2017","2017-09-30",202259.37,0.62
"Department of the Interior","Bureau of Land Management","Permit Processing Fund, Bureau of Land Management","014-5573","4","2017","2017-09-30",30858752.41,9375201.27
"Department of the Interior","Bureau of Land Management","Range Improvements, Bureau of Land Management","014-5132","4","2017","2017-09-30",7208233.27,7039042.12
"Department of the Interior","Bureau of Land Management","Recreation Enhancement Fee Program, Bureau of Land Management","014-5413","4","2017","2017-09-30",20582043.86,26788767.35
"Department of the Interior","Bureau of Land Management","Service Charges, Deposits and Forfeitures, Bureau of Land Management","014-5017","4","2017","2017-09-30",25477652.27,50758188.95
"Department of the Interior","Bureau of Land Management","Silver Saddle Endowment Account, Bureau of Land Management, Interior","014-5559","4","2017","2017-09-30",0,363605.56
"Department of the Interior","Bureau of Land Management","Southern Nevada Public Land Management, Bureau of Land Management","014-5232","4","2017","2017-09-30",90639043.01,623965079.44
"Department of the Interior","Bureau of Land Management","State Share, Carson City Land Sales, Bureau of Land Management, Interior","014-5561","4","2017","2017-09-30",0,3.15
"Department of the Interior","Bureau of Land Management","Stewardship Contracting Product Sales, Bureau of Land Management","014-5506","4","2017","2017-09-30",100730.52,879842.86
"Department of the Interior","Bureau of Land Management","Timber Sales Pipeline Restoration Fund, Bureau of Land Management","014-5249","4","2017","2017-09-30",4881057.59,12033143.71
"Department of the Interior","Bureau of Land Management","Title II Projects on Federal Lands, Bureau of Land Management","014-5485","4","2017","2017-09-30",3485277.58,1069214.03
"Department of the Interior","Bureau of Land Management","Use of Receipts from Mineral Leasing Activities on Certain Naval Oil Shale Reserves, Bureau of Land Management","014-5294","4","2017","2017-09-30",0,3121.68
"Department of the Interior","Bureau of Land Management","Washington County, Utah Land Acquisition Account, Bureau of Land Management, Interior","014-5554","4","2017","2017-09-30",0,2551430.16
"Department of the Interior","Bureau of Land Management","White Pine County Special Account, Bureau of Land Management","014-5397","4","2017","2017-09-30",50193.44,82619.73
"Department of the Interior","Bureau of Land Management","Working Capital Fund, Bureau of Land Management","014-4525","4","2017","2017-09-30",64878483.3,147864856.82
"Department of the Interior","Bureau of Mines","Mines and Minerals, Bureau of Mines, Interior","014-0959","4","2017","2017-09-30",0,0
"Department of the Interior","Bureau of Ocean Energy Management","Ocean Energy Management, Bureau of Ocean Energy Management, Interior","014-1917","4","2017","2017-09-30",185706076.63,18195144.96
"Department of the Interior","Bureau of Reclamation","Bureau of Reclamation Loans Program Account, Bureau of Reclamation, Interior","014-0685","4","2017","2017-09-30",157.02,5577.41
"Department of the Interior","Bureau of Reclamation","California Bay-Delta Restoration, Bureau of Reclamation, Interior","014-0687","4","2017","2017-09-30",39817080.16,1862689.05
"Department of the Interior","Bureau of Reclamation","Central Valley Project Restoration Fund, Bureau of Reclamation","014-5173","4","2017","2017-09-30",54910268.63,5210204.14
"Department of the Interior","Bureau of Reclamation","Colorado River Dam Fund, Boulder Canyon Project, Bureau of Reclamation","014-5656","4","2017","2017-09-30",91038102.4,55859970.33
"Department of the Interior","Bureau of Reclamation","Loan Program, Liquidating Account, Bureau of Reclamation, Interior","014-0667","4","2017","2017-09-30",0,0
"Department of the Interior","Bureau of Reclamation","Lower Colorado River Basin Development Fund, Bureau of Reclamation","014-4079","4","2017","2017-09-30",246328383.8,270104722.83
"Department of the Interior","Bureau of Reclamation","Operation and Maintenance of Quarters, Bureau of Reclamation, Interior","014-5053","4","2017","2017-09-30",435779.95,772822.89
"Department of the Interior","Bureau of Reclamation","Operation, Maintenance, and Replacement of Project Works, North Platte Project (Gering and Fort Laramie, Goshen, and Pathfinder Irrigation Districts), Bureau of Reclamation","014-5058","4","2017","2017-09-30",92860,37811.86
"Department of the Interior","Bureau of Reclamation","Payments to Farmers' Irrigation District (North Platte Project, Neb.-Wyo.), Bureau of Reclamation","014-5059","4","2017","2017-09-30",7488,544
"Department of the Interior","Bureau of Reclamation","Payments to Local Units, Klamath Reclamation Area, Bureau of Reclamation","014-5103","4","2017","2017-09-30",486400.44,0.41
"Department of the Interior","Bureau of Reclamation","Policy and Administration, Bureau of Reclamation, Interior","014-5065","4","2017","2017-09-30",61360651.59,14850764.83
"Department of the Interior","Bureau of Reclamation","Reclamation Trust Funds, Bureau of Reclamation","014-8070","4","2017","2017-09-30",170862.05,28042158.33
"Department of the Interior","Bureau of Reclamation","Reclamation Water Settlements Fund, Bureau of Reclamation, Interior","014-5593","4","2017","2017-09-30",734.03,139018551.43
"Department of the Interior","Bureau of Reclamation","Recreation Enhancement Fee Program, Bureau of Reclamation","014-5109","4","2017","2017-09-30",718426.63,1083104.05
"Department of the Interior","Bureau of Reclamation","San Gabriel Basin Restoration Fund, Bureau of Reclamation","014-5483","4","2017","2017-09-30",0,48.75
"Department of the Interior","Bureau of Reclamation","San Joaquin River Restoration Fund, Bureau of Reclamation, Interior","014-5537","4","2017","2017-09-30",878586.39,13843344.95
"Department of the Interior","Bureau of Reclamation","Taos Settlement Fund, Bureau of Reclamation, Interior","014-2638","4","2017","2017-09-30",0,16000000
"Department of the Interior","Bureau of Reclamation","Upper Colorado River Basin Fund, Bureau of Reclamation","014-4081","4","2017","2017-09-30",204244122.11,120419820.2
"Department of the Interior","Bureau of Reclamation","Water and Related Resources - Recovery Act, Bureau of Reclamation, Interior","014-0681","4","2017","2017-09-30",0,462484.6
"Department of the Interior","Bureau of Reclamation","Water and Related Resources, Bureau of Reclamation, Interior","014-0680","4","2017","2017-09-30",1330670393.53,930034956.85
"Department of the Interior","Bureau of Reclamation","Water and Related Resources, Reclamation Fund, Bureau of Reclamation","014-5430","4","2017","2017-09-30",0,0
"Department of the Interior","Bureau of Reclamation","Working Capital Fund, Bureau of Reclamation","014-4524","4","2017","2017-09-30",459817501.49,108108635.94
"Department of the Interior","Bureau of Safety and Environmental Enforcement","Offshore Safety and Environmental Enforcement, Bureau of Safety and Environmental Enforcement, Interior","014-1700","4","2017","2017-09-30",240681052.54,42376584.43
"Department of the Interior","Bureau of Safety and Environmental Enforcement","Oil Spill Research, Bureau of Safety and Environmental Enforcement","014-1920","4","2017","2017-09-30",0,103435.55
"Department of the Interior","Bureau of Safety and Environmental Enforcement","Oil Spill Research, Bureau of Safety and Environmental Enforcement, Interior","014-8370","4","2017","2017-09-30",15455523.07,5207454.81
"Department of the Interior","Central Utah Project","Central Utah Project Completion Account, Central Utah Project, Interior","014-0787","4","2017","2017-09-30",9094408.31,1285759.59
"Department of the Interior","Central Utah Project","Utah Reclamation Mitigation and Conservation Account, Interior","014-5174","4","2017","2017-09-30",9567454.5,11779647.87
"Department of the Interior","Department-Wide Programs","Central Hazardous Materials Fund, Department-Wide Programs, Interior","014-1121","4","2017","2017-09-30",18973624.61,15981796.25
"Department of the Interior","Department-Wide Programs","Flame Wildfire Suppression Reserve Fund, Department-Wide Programs, Interior","014-1127","4","2017","2017-09-30",0,66000000
"Department of the Interior","Department-Wide Programs","Interior Franchise Fund, Departmental Management","014-4529","4","2017","2017-09-30",2203631660.71,143596510.05
"Department of the Interior","Department-Wide Programs","Natural Resource Damage Assessment and Restoration Fund, Office of the Secretary","014-5198","4","2017","2017-09-30",66147515.5,1344477643.46
"Department of the Interior","Department-Wide Programs","Natural Resource Damage Assessment Fund, Natural Resource Damage Assessment and Restoration, Interior","014-1618","4","2017","2017-09-30",7818961.86,9154511.02
"Department of the Interior","Department-Wide Programs","Office of Natural Resources Revenue, Department-Wide Programs, Interior","014-1113","4","2017","2017-09-30",0,172976.13
"Department of the Interior","Department-Wide Programs","Payments in Lieu of Taxes, Departmental Management","014-1114","4","2017","2017-09-30",465007660.33,89388.43
"Department of the Interior","Department-Wide Programs","Wildland Fire Management, Department-Wide Programs, Interior","014-1125","4","2017","2017-09-30",1131814028.58,82293239.06
"Department of the Interior","Department-Wide Programs","Working Capital Fund, Departmental Management","014-4523","4","2017","2017-09-30",1277828428.93,252928585.47
"Department of the Interior","Departmental Offices","Departmental Operations, Land and Water Conservation Fund, Departmental Offices, Interior","014-5571","4","2017","2017-09-30",11405191.59,2726075.45
"Department of the Interior","Departmental Offices","Departmental Operations, Office of the Secretary, Interior","014-0102","4","2017","2017-09-30",360342098.35,58979344.91
"Department of the Interior","Departmental Offices","Environmental Improvement and Restoration Fund, Office of Natural Resources Revenue, Interior","014-5425","4","2017","2017-09-30",0,0
"Department of the Interior","Departmental Offices","Geothermal Lease Revenues, Payment to Counties, Office of Natural Resources Revenue, Interior","014-5574","4","2017","2017-09-30",3474041.07,0
"Department of the Interior","Departmental Offices","Gifts and Bequest, Take Pride in America, Interior","014-8369","4","2017","2017-09-30",0,22557.74
"Department of the Interior","Departmental Offices","Indian Arts and Crafts Fund, Departmental Management","014-5130","4","2017","2017-09-30",16416.05,211343.67
"Department of the Interior","Departmental Offices","Payment to Oklahoma (Royalties), Office of Natural Resources Revenue, Interior","014-5134","4","2017","2017-09-30",9210.61,0
"Department of the Interior","Departmental Offices","Payments to Alaska from Oil and Gas Leases, National Petroleum Reserve, Office of Natural Resources Revenue, Interior","014-5045","4","2017","2017-09-30",1666633.81,0
"Department of the Interior","Departmental Offices","Payments to States from Receipts Under Mineral Leasing, Public and Acquired Military Lands, Office of Natural Resources Revenue, Interior","014-5003","4","2017","2017-09-30",1407398668.19,635366.05
"Department of the Interior","Departmental Offices","Payments to States, Flood Control Act of 1954, Office of Natural Resources Revenue, Interior","014-5248","4","2017","2017-09-30",13513481.51,0
"Department of the Interior","Departmental Offices","Payments to States, National Forest Fund, Office of Natural Resources Revenue, Interior","014-5243","4","2017","2017-09-30",6164526.49,0
"Department of the Interior","Departmental Offices","State's Share from Certain Gulf of Mexico Leases, Office of Natural Resources Revenue, Interior","014-5535","4","2017","2017-09-30",957032.29,0
"Department of the Interior","Departmental Offices","Trust Land Consolidation Fund, Departmental Offices, Interior","014-5670","4","2017","2017-09-30",388423277.44,379956050.26
"Department of the Interior","Insular Affairs","Assistance to Territories, Insular Affairs, Interior","014-0412","4","2017","2017-09-30",79842082.83,19294734.52
"Department of the Interior","Insular Affairs","Compact of Free Association, Insular Affairs, Interior","014-0415","4","2017","2017-09-30",243371180.06,221058641.46
"Department of the Interior","Insular Affairs","Payment to the United States Territories, Fiscal Assistance, Insular Affairs, Interior","014-0418","4","2017","2017-09-30",327810546,0
"Department of the Interior","Insular Affairs","Trust Territory of the Pacific Islands, Insular Affairs, Interior","014-0414","4","2017","2017-09-30",0,0
"Department of the Interior","National Indian Gaming Commission","National Indian Gaming Commission, Gaming Activity Fees","014-5141","4","2017","2017-09-30",21143698.73,13863379.98
"Department of the Interior","National Indian Gaming Commission","Salaries and Expenses, National Indian Gaming Commission, Interior","014-0118","4","2017","2017-09-30",1689613.75,2678404.54
"Department of the Interior","National Park Service","Centennial Challenge, National Park Service, Interior","014-2645","4","2017","2017-09-30",2163358.18,26833978.04
"Department of the Interior","National Park Service","Concessioner Improvement Accounts, National Park Service","014-5169","4","2017","2017-09-30",7813779.36,11736320.28
"Department of the Interior","National Park Service","Construction (Trust Fund), National Park Service","014-8215","4","2017","2017-09-30",0,31748.11
"Department of the Interior","National Park Service","Construction, National Park Service, Interior","014-1039","4","2017","2017-09-30",299485337.33,322329077.24
"Department of the Interior","National Park Service","Contribution for Annuity Benefits, National Park Service, Interior","014-1034","4","2017","2017-09-30",39292192.93,27816725.93
"Department of the Interior","National Park Service","Delaware Water Gap Route 209 Operations, National Park Service","014-5076","4","2017","2017-09-30",0,263258927.14
"Department of the Interior","National Park Service","Donations, National Park Service","014-8037","4","2017","2017-09-30",75291815.23,74774317.3
"Department of the Interior","National Park Service","Educational Expenses, Children of Employees, Yellowstone National Park, National Park Service","014-5663","4","2017","2017-09-30",0,17677.81
"Department of the Interior","National Park Service","Federal Infrastructure Improvement, from Land and Water Conservation Fund, National Park Service","014-5481","4","2017","2017-09-30",0,0
"Department of the Interior","National Park Service","Glacier Bay National Park, National Park Service","014-5412","4","2017","2017-09-30",5864.4,63442.93
"Department of the Interior","National Park Service","Historic Preservation Fund, from Land and Water Conservation Fund, National Park Service","014-5477","4","2017","2017-09-30",0,0.27
"Department of the Interior","National Park Service","Historic Preservation Fund, National Park Service","014-5140","4","2017","2017-09-30",69322543.19,27002363.17
"Department of the Interior","National Park Service","Historic Preservation Fund, National Park Service, Interior","014-1046","4","2017","2017-09-30",708.16,30965.73
"Department of the Interior","National Park Service","Land Acquisition and State Assistance, National Park Service","014-5035","4","2017","2017-09-30",157078043.88,250989037.94
"Department of the Interior","National Park Service","National Recreation and Preservation, National Park Service, Interior","014-1042","4","2017","2017-09-30",66416447.07,7814598.5
"Department of the Interior","National Park Service","Operation and Maintenance of Quarters, National Park Service","014-5049","4","2017","2017-09-30",20520046.66,11855966.09
"Department of the Interior","National Park Service","Operation of the National Park System, National Park Service, Interior","014-1036","4","2017","2017-09-30",2421363309.89,172173520.46
"Department of the Interior","National Park Service","Outer Continental Shelf Revenues, LWCF Share from Certain Leases, National Park Service","014-5536","4","2017","2017-09-30",391893.1,5599913.08
"Department of the Interior","National Park Service","Park Buildings Lease and Maintenance Fund, National Park Service","014-5163","4","2017","2017-09-30",8469702.54,21551961.98
"Department of the Interior","National Park Service","Park Concessions Franchise Fees, National Park Service","014-5431","4","2017","2017-09-30",75540228.54,159237595.6
"Department of the Interior","National Park Service","Payment for Tax Losses on Land Acquired for Grand Teton National Park, National Park Service","014-5666","4","2017","2017-09-30",13512.22,144
"Department of the Interior","National Park Service","Preservation, Birthplace of Abraham Lincoln, National Park Service","014-8052","4","2017","2017-09-30",0,41729.96
"Department of the Interior","National Park Service","Recreation Enhancement Fee Program, National Park Service","014-5110","4","2017","2017-09-30",247388531.27,272337587.66
"Department of the Interior","National Park Service","Transportation Systems Fund, National Park Service","014-5164","4","2017","2017-09-30",22297404.92,41912011.77
"Department of the Interior","National Park Service","Urban Park and Recreation Fund, National Park Service, Interior","014-1031","4","2017","2017-09-30",0,208742.64
"Department of the Interior","National Park Service","User Fees for Filming and Photography on Public Lands, National Park Service","014-5247","4","2017","2017-09-30",1052972.49,5261942.77
"Department of the Interior","Office of Inspector General","Salaries and Expenses, Office of the Inspector General, Interior","014-0104","4","2017","2017-09-30",52498748.27,3285759.98
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement","Abandoned Mine Reclamation Fund, Office of Surface Mining Reclamation and Enforcement","014-5015","4","2017","2017-09-30",214770314.59,173858680.72
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement","Payments in Lieu of Coal Fee Receipts, Office of Surface Mining Reclamation and Enforcement","014-1803","4","2017","2017-09-30",52902323.61,5064387.65
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement","Regulation and Technology, Civil Penalties, Office of Surface Mining Reclamation and Enforcement","014-5063","4","2017","2017-09-30",770350,1518663.21
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement","Regulation and Technology, Office of Surface Mining Reclamation and Enforcement","014-1801","4","2017","2017-09-30",115161728.9,48711881.15
"Department of the Interior","Office of Surface Mining Reclamation and Enforcement","Supplemental Payments to UMWA Health Plans, Office of Surface Mining Reclamation and Enforcement","014-1804","4","2017","2017-09-30",263409126.05,0
"Department of the Interior","Office of the Solicitor","Salaries and Expenses, Office of the Solicitor, Interior","014-0107","4","2017","2017-09-30",82687334.67,2874614.39
"Department of the Interior","Office of the Special Trustee for American Indians","Federal Trust Programs, Office of the Special Trustee for American Indians, Interior","014-0120","4","2017","2017-09-30",151356281.41,37684858.08
"Department of the Interior","Office of the Special Trustee for American Indians","Tribal Special Fund, Office of the Special Trustee for American Indians","014-5265","4","2017","2017-09-30",113902814.21,119212954.16
"Department of the Interior","Office of the Special Trustee for American Indians","Tribal Trust Fund, Office of the Special Trustee for the American Indians","014-8030","4","2017","2017-09-30",35374903.22,27857358.6
"Department of the Interior","United States Fish and Wildlife Service","Coastal Impact Assistance, Fish and Wildlife Service, Interior","014-5579","4","2017","2017-09-30",8521382.08,21992979.1
"Department of the Interior","United States Fish and Wildlife Service","Community Partnership Enhancement, U.S. Fish and Wildlife Service","014-5501","4","2017","2017-09-30",198816,66750.27
"Department of the Interior","United States Fish and Wildlife Service","Construction, United States Fish and Wildlife Service","014-1612","4","2017","2017-09-30",19341571.04,28510148.3
"Department of the Interior","United States Fish and Wildlife Service","Contributed Funds, United States Fish and Wildlife Service","014-8216","4","2017","2017-09-30",3926078.16,9011039.51
"Department of the Interior","United States Fish and Wildlife Service","Cooperative Endangered Species Conservation Fund, from Land and Water Conservation Fund, U.S. Fish and Wildlife Service","014-5479","4","2017","2017-09-30",35365384.74,70396468.93
"Department of the Interior","United States Fish and Wildlife Service","Cooperative Endangered Species Conservation Fund, United States Fish and Wildlife Service","014-5143","4","2017","2017-09-30",95977114.77,44906816.18
"Department of the Interior","United States Fish and Wildlife Service","Exotic Bird Conservation Fund, U.S. Fish and Wildlife Service","014-5494","4","2017","2017-09-30",0,1000
"Department of the Interior","United States Fish and Wildlife Service","Federal Aid to Wildlife Restoration, United States Fish and Wildlife Service","014-5029","4","2017","2017-09-30",825509462.48,422554164.85
"Department of the Interior","United States Fish and Wildlife Service","Filming and Photography Fee Program, Fish and Wildlife Service, Interior","014-5463","4","2017","2017-09-30",0,75000
"Department of the Interior","United States Fish and Wildlife Service","Lahontan Valley and Pyramid Lake Fish and Wildlife Fund, United States Fish and Wildlife Service","014-5157","4","2017","2017-09-30",467780.47,885972.81
"Department of the Interior","United States Fish and Wildlife Service","Land Acquisition, United States Fish and Wildlife Service","014-5020","4","2017","2017-09-30",79868958.46,36132301.09
"Department of the Interior","United States Fish and Wildlife Service","Landowner Incentive Program, U.S. Fish and Wildlife Service","014-5496","4","2017","2017-09-30",968518.93,54185.5
"Department of the Interior","United States Fish and Wildlife Service","Migratory Bird Conservation Account, United States Fish and Wildlife Service","014-5137","4","2017","2017-09-30",85569794.1,6159675.74
"Department of the Interior","United States Fish and Wildlife Service","Multinational Species Conservation Fund, United States Fish and Wildlife Service","014-1652","4","2017","2017-09-30",11760963.57,726562.93
"Department of the Interior","United States Fish and Wildlife Service","National Wildlife Refuge Fund, United States Fish and Wildlife Service","014-1691","4","2017","2017-09-30",13228000,0
"Department of the Interior","United States Fish and Wildlife Service","National Wildlife Refuge Fund, United States Fish and Wildlife Service","014-5091","4","2017","2017-09-30",11334589.18,4740028.32
"Department of the Interior","United States Fish and Wildlife Service","Neotropical Migratory Bird Conservation, U.S. Fish and Wildlife Service","014-1696","4","2017","2017-09-30",4529265.6,227432.22
"Department of the Interior","United States Fish and Wildlife Service","North American Wetlands Conservation Fund, United States Fish and Wildlife Service","014-5241","4","2017","2017-09-30",70060907.53,9344551.16
"Department of the Interior","United States Fish and Wildlife Service","Operation and Maintenance of Quarters, United States Fish and Wildlife Service","014-5050","4","2017","2017-09-30",3112429.31,7216738.93
"Department of the Interior","United States Fish and Wildlife Service","Private Stewardship Grants, U.S. Fish and Wildlife Service","014-5495","4","2017","2017-09-30",25831.84,0
"Department of the Interior","United States Fish and Wildlife Service","Proceeds from Sales, Water Resource Development Projects, United States Fish and Wildlife Service","014-5092","4","2017","2017-09-30",269802.9,852621.76
"Department of the Interior","United States Fish and Wildlife Service","Recreation Fee Enhancement Program, U.S. Fish and Wildlife Service","014-5252","4","2017","2017-09-30",5853046.7,9238356.4
"Department of the Interior","United States Fish and Wildlife Service","Resource Management, United States Fish and Wildlife Service","014-1611","4","2017","2017-09-30",1578606057.14,307211519.95
"Department of the Interior","United States Fish and Wildlife Service","Sport Fish Restoration Account, United States Fish and Wildlife Service","014-8151","4","2017","2017-09-30",468959043.38,190757994.86
"Department of the Interior","United States Fish and Wildlife Service","State and Tribal Wildlife Grants, U.S. Fish and Wildlife Service","014-5474","4","2017","2017-09-30",66837502.48,42579250.2
"Department of the Interior","United States Geological Survey","Contributed Funds, Geological Survey, Interior","014-8562","4","2017","2017-09-30",827165.93,1520969.97
"Department of the Interior","United States Geological Survey","Operation and Maintenance of Quarters, Geological Survey","014-5055","4","2017","2017-09-30",48263.28,214869.93
"Department of the Interior","United States Geological Survey","Surveys, Investigations and Research, U.S. Geological Survey","014-0804","4","2017","2017-09-30",1617871204.54,599046602.81
"Department of the Interior","United States Geological Survey","Working Capital Fund, Geological Survey","014-4556","4","2017","2017-09-30",85170142.56,88428296.07
"Department of the Treasury","Alcohol and Tobacco Tax and Trade Bureau","Internal Revenue, Collections for Puerto Rico, Treasury","020-5737","4","2017","2017-09-30",364804678.56,0
