"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of Transportation","Maritime Administration","Operations and Training, Maritime Administration, Transportation","069-1750","1","2019","2018-12-31",23499196.48,672574662.69
"Department of Transportation","Maritime Administration","Port of Guam Improvement Enterprise Fund, Maritime Administration, Transportation","069-5560","1","2019","2018-12-31",24.22,1976613.78
"Department of Transportation","Maritime Administration","Ready Reserve Force, Maritime Administration, Transportation","069-1710","1","2019","2018-12-31",168051018.31,286083727.3
"Department of Transportation","Maritime Administration","Ship Disposal, Maritime Administration, Transportation","069-1768","1","2019","2018-12-31",515702.5,161101335.6
"Department of Transportation","Maritime Administration","Special Studies, Services and Projects, Maritime Administration, Transportation","069-8547","1","2019","2018-12-31",0,4198.07
"Department of Transportation","Maritime Administration","Vessel Operations Revolving Fund, Maritime Administration, Transportation","069-4303","1","2019","2018-12-31",56307.33,29347763.35
"Department of Transportation","Maritime Administration","War-Risk Insurance Revolving Fund, Maritime Administration, Transportation","069-4302","1","2019","2018-12-31",0,49710285.92
"Department of Transportation","National Highway Traffic Safety Administration","Consumer Assistance to Recycle and Save Program, National Highway Traffic Safety Administration, Transportation","069-0654","1","2019","2018-12-31",0,20482346.54
"Department of Transportation","National Highway Traffic Safety Administration","Highway Traffic Safety Grants, Liquidation of Contract Authorization, Trust Fund, National Highway Traffic Safety Administration, Transportation","069-8020","1","2019","2018-12-31",93859841.38,143216244.13
"Department of Transportation","National Highway Traffic Safety Administration","National Driver Register, National Highway Traffic Safety Administration, Transportation","069-8362","1","2019","2018-12-31",0,413814.12
"Department of Transportation","National Highway Traffic Safety Administration","Next Generation 911 Implementation Grants, National Highway Traffic Safety Administration, Transportation","069-0661","1","2019","2018-12-31",0,111228881.68
"Department of Transportation","National Highway Traffic Safety Administration","Operations and Research - Trust Fund, National Highway Traffic Safety Administration, Transportation","069-8016","1","2019","2018-12-31",16511063.31,77685370.38
"Department of Transportation","National Highway Traffic Safety Administration","Operations and Research, National Highway Traffic Safety Administration, Transportation","069-0650","1","2019","2018-12-31",15592788.46,100760005.69
"Department of Transportation","National Highway Traffic Safety Administration","State and Community Highway Safety, Liquidation of Contract Authorization, National Highway Traffic Safety Administration, Transportation","069-0651","1","2019","2018-12-31",0,0
"Department of Transportation","Office of Inspector General","Salaries and Expenses - Recovery Act, Office of Inspector General, Transportation","069-0131","1","2019","2018-12-31",15592788.46,100760005.69
"Department of Transportation","Office of Inspector General","Salaries and Expenses, Office of Inspector General, Transportation","069-0130","1","2019","2018-12-31",20447309.73,25554279.6
"Department of Transportation","Office of the Secretary","Activities Transferred from Civil Aeronautics Board, Office of the Secretary, Transportation","069-0150","1","2019","2018-12-31",0,0
"Department of Transportation","Office of the Secretary","Compensation for General Aviation Operations, Office of the Secretary, Transportation","069-0156","1","2019","2018-12-31",0,0
"Department of Transportation","Office of the Secretary","Cyber Security Initiatives, Office of the Secretary, Transportation","069-0159","1","2019","2018-12-31",2682075.15,8595453.7
"Department of Transportation","Office of the Secretary","Essential Air Service and Rural Airport Improvement Fund, Office of the Secretary, Transportation","069-5423","1","2019","2018-12-31",35795528.52,168469005.41
"Department of Transportation","Office of the Secretary","Financial Management Capital, Office of the Secretary, Transportation","069-0116","1","2019","2018-12-31",177484.38,8413653.47
"Department of Transportation","Office of the Secretary","Gifts and Bequests, Office of the Secretary, Transportation","069-8548","1","2019","2018-12-31",0,100000
"Department of Transportation","Office of the Secretary","Minority Business Resource Center Program, Office of the Secretary, Transportation","069-0155","1","2019","2018-12-31",8285.23,3328123.82
"Department of Transportation","Office of the Secretary","National Infrastructure Investments, Office of the Secretary, Transportation","069-0143","1","2019","2018-12-31",18171597.91,2791637209.81
"Department of Transportation","Office of the Secretary","National Surface Transportation and Innovative Finance Bureau, Transportation","069-0170","1","2019","2018-12-31",356226.73,8015268.71
"Department of Transportation","Office of the Secretary","New Headquarters Building, Office of the Secretary, Transportation","069-0147","1","2019","2018-12-31",0,76816.52
"Department of Transportation","Office of the Secretary","Office of Civil Rights, Office of the Secretary, Transportation","069-0118","1","2019","2018-12-31",1407552.28,5656297.32
"Department of Transportation","Office of the Secretary","Payment to Air Carriers, Office of the Secretary, Transportation","069-8304","1","2019","2018-12-31",28152369,42803492.2
"Department of Transportation","Office of the Secretary","Rental Payments, Office of the Secretary","069-0117","1","2019","2018-12-31",0,0
"Department of Transportation","Office of the Secretary","Research and Technology, Office of the Secretary, Transportation","069-1730","1","2019","2018-12-31",3838175.3,46418251.04
"Department of Transportation","Office of the Secretary","Salaries and Expenses, Office of the Secretary, Transportation","069-0102","1","2019","2018-12-31",31399724.66,77453521.2
"Department of Transportation","Office of the Secretary","Small and Disadvantaged Business Utilization and Outreach, Office of the Secretary, Transportation","069-0119","1","2019","2018-12-31",595936.82,7817614.59
"Department of Transportation","Office of the Secretary","Transportation Planning, Research, and Development, Office of the Secretary, Transportation","069-0142","1","2019","2018-12-31",1577524.89,21282001.85
"Department of Transportation","Office of the Secretary","Transportation Research Activities Overseas, Special Foreign Currency Program, Office of the Secretary, Transportation","069-0105","1","2019","2018-12-31",0,0
"Department of Transportation","Office of the Secretary","Working Capital Fund, Transportation","069-4520","1","2019","2018-12-31",95227702.53,524643311.3
"Department of Transportation","Office of the Secretary","Working Capital Fund, Transportation Systems Center, Transportation","069-4522","1","2019","2018-12-31",104658634.96,429313037.22
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Emergency Preparedness Grants, Pipeline and Hazardous Materials Safety Administration, Transportation","069-5282","1","2019","2018-12-31",53662.47,10084449.45
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation","069-1401","1","2019","2018-12-31",10638367.6,33748038.01
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Operational Expenses, Pipeline and Hazardous Materials Safety Administration, Transportation","069-1400","1","2019","2018-12-31",3990293.88,6246318.51
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation","069-5172","1","2019","2018-12-31",14758614.24,123093823.96
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Research and Special Programs, Pipeline and Hazardous Materials Safety Administration, Transportation","069-0104","1","2019","2018-12-31",0,161341.84
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Trust Fund Share of Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation","069-8121","1","2019","2018-12-31",5168100,3528200
"Department of Transportation","Saint Lawrence Seaway Development Corporation","Operations and Maintenance, Saint Lawrence Seaway Development Corporation, Transportation","069-8003","1","2019","2018-12-31",8988000,0
"Department of Transportation","Saint Lawrence Seaway Development Corporation","Saint Lawrence Seaway Development Corporation Fund, Transportation","069-4089","1","2019","2018-12-31",4940908.78,31479166.65
"Department of Transportation","Surface Transportation Board","Salaries and Expenses, Surface Transportation Board, Transportation","069-0301","1","2019","2018-12-31",0,608190.1
"Department of Veterans Affairs","Benefits Programs","Compensation and Pensions, Veterans Benefits Administration, Veterans Affairs","036-0102","1","2019","2018-12-31",25455494165.94,76120584985.04
"Department of Veterans Affairs","Benefits Programs","Filipino Veterans Equity Compensation Fund, Benefits Programs, Veterans Affairs","036-1121","1","2019","2018-12-31",0,55635755
"Department of Veterans Affairs","Benefits Programs","National Service Life Insurance Fund, Veterans Affairs","036-8132","1","2019","2018-12-31",160734784.26,149710629.62
"Department of Veterans Affairs","Benefits Programs","Native American Veteran Housing Loan Program Account, Veterans Benefits Administration, Veterans Affairs","036-1120","1","2019","2018-12-31",1163000,2276550.6
"Department of Veterans Affairs","Benefits Programs","Post-Vietnam Era, Veterans Education Account, Veterans Affairs","036-8133","1","2019","2018-12-31",24924.41,61673057
"Department of Veterans Affairs","Benefits Programs","Readjustment Benefits, Veterans Benefits Administration, Veterans Affairs","036-0137","1","2019","2018-12-31",3907410419.11,15375893720.45
"Department of Veterans Affairs","Benefits Programs","Service-Disabled Veterans Insurance Fund, Veterans Affairs","036-4012","1","2019","2018-12-31",45028292.97,146073118.5
"Department of Veterans Affairs","Benefits Programs","Servicemen's Group Life Insurance Fund, Veterans Affairs","036-4009","1","2019","2018-12-31",181682972.12,604263333.69
"Department of Veterans Affairs","Benefits Programs","United States Government Life Insurance Fund, Veterans Affairs","036-8150","1","2019","2018-12-31",360461.92,1179937.29
"Department of Veterans Affairs","Benefits Programs","Veterans Housing Benefit Program Fund Liquidating Account, Veterans Affairs","036-4025","1","2019","2018-12-31",1262602.6,3419330.19
"Department of Veterans Affairs","Benefits Programs","Veterans Housing Benefit Program Fund Program Account, Veterans Benefits Administration, Veterans Affairs","036-1119","1","2019","2018-12-31",105223109.86,247795550.06
"Department of Veterans Affairs","Benefits Programs","Veterans Insurance and Indemnities, Veterans Benefits Administration, Veterans Affairs","036-0120","1","2019","2018-12-31",21696044.32,93941570.68
"Department of Veterans Affairs","Benefits Programs","Veterans Reopened Insurance Fund, Veterans Affairs","036-4010","1","2019","2018-12-31",4533846.7,81557083.57
"Department of Veterans Affairs","Benefits Programs","Veterans Special Life Insurance Fund, Trust Revolving Fund, Veterans Affairs","036-8455","1","2019","2018-12-31",47622992.68,1147146838.45
"Department of Veterans Affairs","Benefits Programs","Vocational Rehabilitation Loans Program Account, Veterans Benefits Administration, Veterans Affairs","036-1114","1","2019","2018-12-31",401100.61,33899.39
"Department of Veterans Affairs","Departmental Administration","Board of Veterans Appeals, Departmental Administration, Veterans Affairs","036-1122","1","2019","2018-12-31",45124399.12,160044071.75
"Department of Veterans Affairs","Departmental Administration","Construction, Major Projects, Departmental Administration, Veterans Affairs","036-0110","1","2019","2018-12-31",369223710.24,3934748639.23
"Department of Veterans Affairs","Departmental Administration","Construction, Minor Projects, Departmental Administration, Veterans Affairs","036-0111","1","2019","2018-12-31",195877698.77,1813178556.05
"Department of Veterans Affairs","Departmental Administration","Department of Veterans Affairs Cemetery Gift Fund, Veterans Affairs","036-8129","1","2019","2018-12-31",31242.77,1873091.3
"Department of Veterans Affairs","Departmental Administration","Franchise Fund, Veterans Affairs","036-4539","1","2019","2018-12-31",338227710.65,746033143.71
"Department of Veterans Affairs","Departmental Administration","General Administration, Departmental Administration, Veterans Affairs","036-0142","1","2019","2018-12-31",207221883.17,666780855.63
"Department of Veterans Affairs","Departmental Administration","General Operating Expenses, Veterans Benefits Administration, Veterans Affairs","036-0151","1","2019","2018-12-31",1127486177.71,3657570789.98
"Department of Veterans Affairs","Departmental Administration","Grants for Construction of State Extended Care Facilities, Departmental Administration, Veterans Affairs","036-0181","1","2019","2018-12-31",379910392.08,283666842.96
"Department of Veterans Affairs","Departmental Administration","Grants for the Construction of State Veterans Cemeteries, Departmental Administration, Veterans Affairs","036-0183","1","2019","2018-12-31",291060,55378739.02
"Department of Veterans Affairs","Departmental Administration","Information Technology Systems, Departmental Administration, Veterans Affairs","036-0167","1","2019","2018-12-31",1090196011.21,3608471938.36
"Department of Veterans Affairs","Departmental Administration","National Cemetery Administration Facilities Operation Fund, Veterans Affairs","036-5392","1","2019","2018-12-31",0,736477.2
"Department of Veterans Affairs","Departmental Administration","National Cemetery Administration, Veterans Health Administration, Veterans Affairs","036-0129","1","2019","2018-12-31",122123069.62,224408233.5
"Department of Veterans Affairs","Departmental Administration","Office of Inspector General, Departmental Administration, Veterans Affairs","036-0170","1","2019","2018-12-31",54654553.37,155079993.18
"Department of Veterans Affairs","Departmental Administration","Pershing Hall Revolving Fund, Veterans Affairs","036-4018","1","2019","2018-12-31",14966.88,2743576.25
"Department of Veterans Affairs","Departmental Administration","Supply Fund, Veterans Affairs","036-4537","1","2019","2018-12-31",403646127.35,2146039528.21
"Department of Veterans Affairs","Departmental Administration","Veterans Electronic Health Care Record, Departmental Administration, Veterans Affairs","036-1123","1","2019","2018-12-31",43837012.64,1297959688.37
"Department of Veterans Affairs","Veterans Health Administration","Canteen Service Revolving Fund, Veterans Affairs","036-4014","1","2019","2018-12-31",122063051.38,394669982.77
"Department of Veterans Affairs","Veterans Health Administration","DOD-VA Health Care Sharing Incentive Fund, Veterans Affairs","036-0165","1","2019","2018-12-31",2005996.1,82497643.45
"Department of Veterans Affairs","Veterans Health Administration","Expenses, Medical Facilities, Veterans Health Administration, Veterans Affairs","036-0162","1","2019","2018-12-31",2112552646.33,6737619367.81
"Department of Veterans Affairs","Veterans Health Administration","Expenses, Medical Services, Veterans Health Administration, Veterans Affairs","036-0160","1","2019","2018-12-31",13616385989.85,43933293720.6
"Department of Veterans Affairs","Veterans Health Administration","Expenses, Medical Support and Compliance, Veterans Health Administration, Veterans Affairs","036-0152","1","2019","2018-12-31",1749735414.09,5860045955.18
"Department of Veterans Affairs","Veterans Health Administration","General Post Fund, National Homes, Veterans Affairs","036-8180","1","2019","2018-12-31",5328092.74,116026819.57
"Department of Veterans Affairs","Veterans Health Administration","Joint Department of Defense - Department of Veterans Affairs Medical Facility Demonstration Fund, Veterans Affairs","036-0169","1","2019","2018-12-31",137792188.63,385893229.04
"Department of Veterans Affairs","Veterans Health Administration","Medical and Prosthetic Research, Veterans Health Administration, Veterans Affairs","036-0161","1","2019","2018-12-31",160215726.16,892450525.65
"Department of Veterans Affairs","Veterans Health Administration","Medical Care Collections Fund, Veterans Affairs","036-5287","1","2019","2018-12-31",0,0
"Department of Veterans Affairs","Veterans Health Administration","Medical Community Care, Veterans Health Administration, Veterans Affairs","036-0140","1","2019","2018-12-31",2103463177.34,10099702153.26
"Department of Veterans Affairs","Veterans Health Administration","Veterans Choice Fund, Veterans Health Administration, Veterans Affairs","036-0172","1","2019","2018-12-31",420345241.36,5385154209.85
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Abatement, Control and Compliance Loan Program, Environmental Protection Agency","068-0118","1","2019","2018-12-31",0,0.07
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Buildings and Facilities, Environmental Protection Agency","068-0110","1","2019","2018-12-31",596162.37,23952494.68
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Damage Assessment and Restoration Revolving Fund, Environmental Protection Agency","068-4365","1","2019","2018-12-31",29842.8,3433169.06
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Energy Research and Development, Environmental Protection Agency","068-0109","1","2019","2018-12-31",0,5284.29
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Environmental Programs and Management, Environmental Protection Agency","068-0108","1","2019","2018-12-31",637691494.16,1026732282.39
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Exxon Valdez Settlement Fund, Environmental Protection Agency","068-5297","1","2019","2018-12-31",0,1.23
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Hazardous Substance Superfund, Environmental Protection Agency","068-8145","1","2019","2018-12-31",217281410.02,3837859274.53
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Hazardous Waste Electronic Manifest System Fund, Environmental Protection Agency","068-4330","1","2019","2018-12-31",4445925.44,12918387.78
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Inland Oil Spill Programs, Environmental Protection Agency","068-8221","1","2019","2018-12-31",4733863.64,81431212.4
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Leaking Underground Storage Tank Trust Fund - Treasury Managed, Environmental Protection Agency","068-8153","1","2019","2018-12-31",8342078.21,36958120.29
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Office of Inspector General - Recovery Act, Environmental Protection Agency","068-0113","1","2019","2018-12-31",0,1526836.59
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Office of Inspector General, Environmental Protection Agency","068-0112","1","2019","2018-12-31",12350166.82,14098182.94
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Payment to the Hazardous Substances Superfund, Environmental Protection Agency","068-0250","1","2019","2018-12-31",245832164.51,167826675.73
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Pesticide Registration Fund, Environmental Protection Agency","068-5374","1","2019","2018-12-31",0,27150346.99
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Reregistration and Expedited Processing Revolving Fund, Environmental Protection Agency","068-4310","1","2019","2018-12-31",251539.24,71907497.63
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Revolving Fund for Certification and Other Services, Environmental Protection Agency","068-4311","1","2019","2018-12-31",0,27150346.99
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Science and Technology, Environmental Protection Agency","068-0107","1","2019","2018-12-31",140488928.61,277644888.64
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","State and Tribal Assistance Grants, Environmental Protection Agency","068-0103","1","2019","2018-12-31",92617777.99,1840076367.77
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Water Infrastructure Finance And Innovation Program Account, Environmental Protection Agency","068-0254","1","2019","2018-12-31",11396508.08,99263407.13
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)","Working Capital Fund, Environmental Protection Agency","068-4565","1","2019","2018-12-31",23611170.22,317062339.4
"Environmental Protection Agency","Other","State and Tribal Assistance Grants - Recovery Act, Environmental Protection Agency","068-0103","1","2019","2018-12-31",92617777.99,1840076367.77
"General Services Administration","General Activities","Acquisition Workforce Training Fund, General Services Administration","047-5381","1","2019","2018-12-31",2877031.29,22858291.14
"General Services Administration","General Activities","Allowances and Office Staff for Former Presidents, General Services Administration","047-0105","1","2019","2018-12-31",1001666.29,2370516.5
"General Services Administration","General Activities","Asset Proceeds and Space Management Fund, General Services Administration","047-0614","1","2019","2018-12-31",0,5000000
"General Services Administration","General Activities","Civilian Board of Contract Appeals, General Services Administration","047-0610","1","2019","2018-12-31",1940927.54,2903984.73
"General Services Administration","General Activities","Environmental Review Improvement Fund, General Services Administration","047-5640","1","2019","2018-12-31",1038506.98,1465259.31
"General Services Administration","General Activities","Expenses, Electronic Government (E-Gov) Fund, General Services Administration","047-0600","1","2019","2018-12-31",0,0
"General Services Administration","General Activities","Expenses, Government-Wide Policy, General Services Administration","047-0401","1","2019","2018-12-31",26661171.79,36596209.92
"General Services Administration","General Activities","Expenses, Presidential Transition, General Services Administration","047-0107","1","2019","2018-12-31",0,13601.26
"General Services Administration","General Activities","Federal Citizen Services Fund, General Services Administration","047-4549","1","2019","2018-12-31",14448077.11,32835051.37
"General Services Administration","General Activities","Office of Inspector General - Recovery Act, General Services Administration","047-0112","1","2019","2018-12-31",0,13601.26
"General Services Administration","General Activities","Office of Inspector General, General Services Administration","047-0108","1","2019","2018-12-31",14118862.08,30269788.62
"General Services Administration","General Activities","Operating Expenses, General Services Administration","047-0110","1","2019","2018-12-31",10202045.66,35803904.09
"General Services Administration","General Activities","Pre-Election Presidential Transition, General Services Administration","047-0603","1","2019","2018-12-31",0,5579829.28
"General Services Administration","General Activities","Small Escrow Amounts, General Services Administration","047-6501","1","2019","2018-12-31",0,0
"General Services Administration","General Activities","Withheld State and Local Taxes, General Services Administration","047-6275","1","2019","2018-12-31",0,0
"General Services Administration","General Activities","Working Capital Fund, General Services Administration","047-4540","1","2019","2018-12-31",246525818.94,538130685.95
"General Services Administration","Real Property Activities","Expenses, Disposal of Surplus Real and Related Personal Property, General Services Administration","047-5254","1","2019","2018-12-31",110376.52,13176480.27
"General Services Administration","Real Property Activities","Federal Buildings Fund - Recovery Act, General Services Administration","047-4543","1","2019","2018-12-31",55.71,1937828.79
"General Services Administration","Real Property Activities","Federal Buildings Fund, General Services Administration","047-4542","1","2019","2018-12-31",2707932603.84,7060194552.81
"General Services Administration","Real Property Activities","Real Property Relocation, General Services Administration","047-0535","1","2019","2018-12-31",0,11380887.14
"General Services Administration","Real Property Activities","Unconditional Gifts of Real, Personal, or Other Property, General Services Administration","047-8198","1","2019","2018-12-31",0,282147.49
"General Services Administration","Supply and Technology Activities","Acquisition Services Fund, General Services Administration","047-4534","1","2019","2018-12-31",3953198005.53,14088576422.07
"General Services Administration","Supply and Technology Activities","Expenses of Transportation Audit Contracts and Contract Administration, General Services Administration","047-5250","1","2019","2018-12-31",4463397.89,23964447.45
"General Services Administration","Supply and Technology Activities","Proceeds from Sale of Surplus Property, General Services Administration","047-6887","1","2019","2018-12-31",0,0
"General Services Administration","Supply and Technology Activities","Technology Modernization Fund, General Services Administration","047-0616","1","2019","2018-12-31",213037.23,83987000.58
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Aeronautics, National Aeronautics and Space Administration","080-0126","1","2019","2018-12-31",117403683.23,177289219.62
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Construction and Environmental Compliance and Restoration, National Aeronautics and Space Administration","080-0130","1","2019","2018-12-31",107127542.1,578050468.59
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Education, National Aeronautics and Space Administration","080-0128","1","2019","2018-12-31",7233335.25,48570180.41
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Endeavor Teacher Fellowship Trust Fund, National Aeronautics and Space Administration","080-8550","1","2019","2018-12-31",0,52237.07
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Exploration, National Aeronautics and Space Administration","080-0124","1","2019","2018-12-31",928815206.99,1413658529.25
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Gifts and Donations, National Aeronautics and Space Administration","080-8980","1","2019","2018-12-31",0,527276.92
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Human Space Flight, National Aeronautics and Space Administration","080-0111","1","2019","2018-12-31",0,9918532.8
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Mission Support, National Aeronautics and Space Administration","080-0112","1","2019","2018-12-31",0,1262450.86
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","National Space Grant Program, National Aeronautics and Space Administration","080-8977","1","2019","2018-12-31",0,66851.91
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Office of Inspector General, National Aeronautics and Space Administration","080-0109","1","2019","2018-12-31",7109760.23,12319443.79
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Safety, Security and Mission Services, National Aeronautics and Space Administration","080-0122","1","2019","2018-12-31",1037169004.2,3234396073.98
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Science, Aeronautics and Technology, National Aeronautics and Space Administration","080-0110","1","2019","2018-12-31",0,974171.5
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Science, Aeronautics, and Exploration, National Aeronautics and Space Administration","080-0114","1","2019","2018-12-31",0,1058824.33
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Science, National Aeronautics and Space Administration","080-0120","1","2019","2018-12-31",1245244174.92,1681384301.61
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Science, Space and Technology Education Trust Fund, National Aeronautics and Space Administration","080-8978","1","2019","2018-12-31",250000,802494.59
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Space Flight Capabilities, National Aeronautics and Space Administration","080-0115","1","2019","2018-12-31",1028950880.88,1077402020.38
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Space Technology, National Aeronautics Space Administration","080-0131","1","2019","2018-12-31",118614983.25,230461661.49
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)","Working Capital Fund, National Aeronautics and Space Administration","080-4546","1","2019","2018-12-31",93385901.17,444913099.42
"National Science Foundation","National Science Foundation (no sub-agencies)","Agency Operations and Award Management, National Science Foundation","049-0180","1","2019","2018-12-31",59188999.42,84275495.2
"National Science Foundation","National Science Foundation (no sub-agencies)","Donations, National Science Foundation","049-8960","1","2019","2018-12-31",37589.6,43694720.09
"National Science Foundation","National Science Foundation (no sub-agencies)","Education and Human Resources, National Science Foundation","049-0106","1","2019","2018-12-31",18770586.94,395281315.31
"National Science Foundation","National Science Foundation (no sub-agencies)","Major Research Equipment and Facilities Construction, National Science Foundation","049-0551","1","2019","2018-12-31",18670512.67,78924437.8
"National Science Foundation","National Science Foundation (no sub-agencies)","Office of Inspector General - Recovery Act, National Science Foundation","049-0301","1","2019","2018-12-31",18770586.94,395281315.31
"National Science Foundation","National Science Foundation (no sub-agencies)","Office of Inspector General, National Science Foundation","049-0300","1","2019","2018-12-31",3244254.61,4061715.89
"National Science Foundation","National Science Foundation (no sub-agencies)","Office of the National Science Board, National Science Foundation","049-0350","1","2019","2018-12-31",834257.59,1420823.05
"National Science Foundation","National Science Foundation (no sub-agencies)","Research and Related Activities, National Science Foundation","049-0100","1","2019","2018-12-31",332924389.78,2378345749.87
"National Science Foundation","National Science Foundation (no sub-agencies)","Salaries and Expenses, H-1B Funded, Education  and Human Resources, National Science Foundation","049-5176","1","2019","2018-12-31",9642601.69,68272694.3
"Nuclear Regulatory Commission","Nuclear Regulatory Commission (no sub-agencies)","Nuclear Facilities Fees Fund, Nuclear Regulatory Commission","031-5280","1","2019","2018-12-31",614132.75,194436186.58
"Nuclear Regulatory Commission","Nuclear Regulatory Commission (no sub-agencies)","Office of the Inspector General, Nuclear Regulatory Commission","031-0300","1","2019","2018-12-31",2763126.47,13058886.55
"Nuclear Regulatory Commission","Nuclear Regulatory Commission (no sub-agencies)","Salaries and Expenses, Nuclear Regulatory Commission","031-0200","1","2019","2018-12-31",163675310.97,791205585.58
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)","Civil Service Retirement and Disability Fund, Office of Personnel Management","024-8135","1","2019","2018-12-31",21858766418.03,66727453557.97
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)","Employees' Health Benefits Fund, Office of Personnel Management","024-8440","1","2019","2018-12-31",13985804066.9,50783737399.67
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)","Employees' Life Insurance Fund, Office of Personnel Management","024-8424","1","2019","2018-12-31",761072800.78,48357033507.58
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)","Flexible Benefits Plan Reserve, Office of Personnel Management","024-0800","1","2019","2018-12-31",1638356.17,78632692.76
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)","Government Payment for Annuitants, Employee Life Insurance     Benefits, Office of Personnel Management","024-0500","1","2019","2018-12-31",10475049.08,34524950.92
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)","Government Payment for Annuitants, Employees' Health Benefits, Office of Personnel Management","024-0206","1","2019","2018-12-31",3277755713.35,10364244286.65
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)","OPM Building Delegation Fund, Office of Personnel Management","024-0600","1","2019","2018-12-31",2329831.04,7561516.93
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)","Payment to Civil Service Retirement and Disability Fund, Office of Personnel Management","024-0200","1","2019","2018-12-31",10313250000,30939750000
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)","Postal Service Contributions for Retiree Health Benefits, Office of Personnel Management","024-5391","1","2019","2018-12-31",618370827.15,3233629172.85
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)","Retired Employees' Health Benefits Fund, Office of Personnel Management","024-8445","1","2019","2018-12-31",62889.85,2478699.99
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)","Revolving Fund, Undistributed SIBAC Chargebacks for Washington, DC, Office of Personnel Management","024-4571","1","2019","2018-12-31",715959903.36,2327550368.48
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)","Salaries and Expenses, Office of Inspector General, Office of Personnel Management","024-0400","1","2019","2018-12-31",6330793.22,4474348.3
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)","Salaries and Expenses, Office of Personnel Management","024-0100","1","2019","2018-12-31",77137211.08,240224765.88
