"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of Agriculture","Office of the Secretary","Office of Codex Alimentarius, Office of the Secretary, Agriculture","012-0177","3","2019","2019-06-30",2234304.69,1885364.6
"Department of Agriculture","Office of the Secretary","Office of the Assistant Secretary for Civil Rights, Agriculture","012-0130","3","2019","2019-06-30",537263.19,840048.91
"Department of Agriculture","Office of the Secretary","Office of the Assistant Secretary for Natural Resources and Environment, Agriculture","012-0128","3","2019","2019-06-30",415458.58,731867.45
"Department of Agriculture","Office of the Secretary","Office of the Under Secretary for Farm and Foreign Agricultural Services, Agriculture","012-0126","3","2019","2019-06-30",542988.83,666560.56
"Department of Agriculture","Office of the Secretary","Office of the Under Secretary for Food Safety, Agriculture","012-3701","3","2019","2019-06-30",352831.83,872974.27
"Department of Agriculture","Office of the Secretary","Office of the Under Secretary for Food, Nutrition and Consumer Services, Agriculture","012-0129","3","2019","2019-06-30",312494.09,896858.64
"Department of Agriculture","Office of the Secretary","Office of the Under Secretary for Marketing and Regulatory Programs, Cooperative State Research, Education, and Extension Service, Agriculture","012-0125","3","2019","2019-06-30",684440.12,471928.06
"Department of Agriculture","Office of the Secretary","Office of the Under Secretary for Research, Education and Economics, Agriculture","012-0124","3","2019","2019-06-30",1847818.17,1696535.56
"Department of Agriculture","Office of the Secretary","Office of the Under Secretary for Rural Development, Agriculture","012-0127","3","2019","2019-06-30",0,131171.74
"Department of Agriculture","Office of the Secretary","Office of the Under Secretary for Trade and Foreign Agricultural Affairs, Office of the Secretary, Agriculture","012-0176","3","2019","2019-06-30",613717.15,367482.34
"Department of Agriculture","Office of the Secretary","Outreach for Socially Disadvantaged Farmers, National Institute of Food and Agriculture, Agriculture","012-0601","3","2019","2019-06-30",0,1014271.79
"Department of Agriculture","Office of the Secretary","Production, Processing and Marketing, Office of the Secretary, Agriculture","012-0115","3","2019","2019-06-30",491161148.98,4630361909.87
"Department of Agriculture","Risk Management Agency","Administrative and Operating Expenses, Office of Risk Management, Agriculture","012-2707","3","2019","2019-06-30",46130922.96,24436178.45
"Department of Agriculture","Risk Management Agency","Federal Crop Insurance Corporation Fund, Risk Management Agency, Agriculture","012-4085","3","2019","2019-06-30",7740220662.14,7589284308.3
"Department of Agriculture","Rural Business - Cooperative Service","Alternative Agricultural Research and Commercialization Revolving Fund, Rural Business-Cooperative Service, Agriculture","012-4144","3","2019","2019-06-30",0,1065703.96
"Department of Agriculture","Rural Business - Cooperative Service","Biorefinery Assistance Program Account, Rural Business - Cooperative Service, Agriculture","012-3106","3","2019","2019-06-30",33487500,326695205.13
"Department of Agriculture","Rural Business - Cooperative Service","Energy Assistance Payments, Rural Business - Cooperative Service, Agriculture","012-2073","3","2019","2019-06-30",8626805.96,10748874.13
"Department of Agriculture","Rural Business - Cooperative Service","Intermediary Relending Program Fund Account, Rural Business-Cooperative Service, Agriculture","012-2069","3","2019","2019-06-30",6687123.26,11066381.69
"Department of Agriculture","Rural Business - Cooperative Service","Renewable Energy Program, Rural Business-Cooperative Service, Agriculture","012-1908","3","2019","2019-06-30",22743814.35,47877863.78
"Department of Agriculture","Rural Business - Cooperative Service","Rural Business and Industry Loans Program Account, Rural Business and Cooperative Development Service","012-1902","3","2019","2019-06-30",30569734.58,84375938.82
"Department of Agriculture","Rural Business - Cooperative Service","Rural Business Investment Program Account, Rural Business - Cooperative Service, Agriculture","012-1907","3","2019","2019-06-30",0,2092473
"Department of Agriculture","Rural Business - Cooperative Service","Rural Cooperative Development Grants, Rural Business-Cooperative Service, Agriculture","012-1900","3","2019","2019-06-30",4457373.08,55482616.33
"Department of Agriculture","Rural Business - Cooperative Service","Rural Development Loan Fund, Liquidating Account, Rural Business-Cooperative Service, Agriculture","012-4233","3","2019","2019-06-30",0,327805.26
"Department of Agriculture","Rural Business - Cooperative Service","Rural Economic Development Grants, Rural Business-Cooperative Service, Agriculture","012-3105","3","2019","2019-06-30",10365920.34,594065506.57
"Department of Agriculture","Rural Business - Cooperative Service","Rural Economic Development Loans Program Account, Rural Business-Cooperative Service, Agriculture","012-3108","3","2019","2019-06-30",5265742.36,3433977.93
"Department of Agriculture","Rural Business - Cooperative Service","Rural Microenterprise Investment Program Account, Rural Business-Cooperative Service, Agriculture","012-1955","3","2019","2019-06-30",240420,3655745.27
"Department of Agriculture","Rural Business-Cooperative Service","Healthy Foods Financing Initiative, Rural Business-Cooperative Service, Agriculture","012-0015","3","2019","2019-06-30",0,2000000
"Department of Agriculture","Rural Development","Rural Development Disaster Assistance Fund, Rural Development, Agriculture","012-0405","3","2019","2019-06-30",0,11105414.77
"Department of Agriculture","Rural Development","Salaries and Expenses, Rural Development, Agriculture","012-0403","3","2019","2019-06-30",547078883.53,209071105.73
"Department of Agriculture","Rural Housing Service","Community Facility Loans Program Account, Rural Housing and Community Development Service","012-1951","3","2019","2019-06-30",16285682.53,369114899
"Department of Agriculture","Rural Housing Service","Expenses, Rural Housing Assistance Grants, Rural Housing Service","012-1953","3","2019","2019-06-30",13469335.95,38310511.83
"Department of Agriculture","Rural Housing Service","Mutual and Self-Help Housing Grants, Rural Housing Service, Agriculture","012-2006","3","2019","2019-06-30",14354674.96,18571271.78
"Department of Agriculture","Rural Housing Service","Rental Assistance Program, Rural Housing Service, Agriculture","012-0137","3","2019","2019-06-30",809161875.4,573830562.99
"Department of Agriculture","Rural Housing Service","Rental Housing Voucher Program, Rural Housing Service, Agriculture","012-2002","3","2019","2019-06-30",22757765.46,45873542.73
"Department of Agriculture","Rural Housing Service","Rural Housing Insurance Fund Program Account, Rural Housing Service, Agriculture","012-2081","3","2019","2019-06-30",464955371.85,142527469.43
"Department of Agriculture","Rural Housing Service","Rural Housing Insurance Fund, Liquidating Account, Rural Housing Service, Agriculture","012-4141","3","2019","2019-06-30",24571401.84,70727153.11
"Department of Agriculture","Rural Utilities Service","AL Telephone Bank Program Account, Rural Utilities Service, Agriculture","012-1231","3","2019","2019-06-30",0,1706741
"Department of Agriculture","Rural Utilities Service","Distance Learning, Telemedicine and Broadband Program, Rural Utilities Service, Agriculture","012-1232","3","2019","2019-06-30",26702901.35,863552237.23
"Department of Agriculture","Rural Utilities Service","High Energy Cost Grants, Rural Utilities Service, Agriculture","012-2042","3","2019","2019-06-30",0,12070330.03
"Department of Agriculture","Rural Utilities Service","Rural Development Insurance Fund, Liquidating Account, Rural Utilities Service, Agriculture","012-4155","3","2019","2019-06-30",0,180000
"Department of Agriculture","Rural Utilities Service","Rural Electrification and Telecommunications Loans Program Account, Rural Utilities Service, Agriculture","012-1230","3","2019","2019-06-30",857225209.34,47158940.31
"Department of Agriculture","Rural Utilities Service","Rural Electrification and Telephone Revolving Fund, Liquidating Account, Rural Utilities Service, Agriculture","012-4230","3","2019","2019-06-30",1524455531.97,8364454932.65
"Department of Agriculture","Rural Utilities Service","Rural Water and Waste Disposal Loans Program Account, Rural Utilities Service","012-1980","3","2019","2019-06-30",233406040.84,706885556.39
"Department of Commerce","Bureau of Economic Analysis","Economics and Statistics Administration Revolving Fund, Economic and Statistical Analysis, Commerce","013-4323","3","2019","2019-06-30",234.25,273686.75
"Department of Commerce","Bureau of Economic Analysis","Salaries and Expenses, Economic and Statistical Analysis, Commerce","013-1500","3","2019","2019-06-30",77943973.25,32880735.63
"Department of Commerce","Bureau of Industry and Security","Operations and Administration, Bureau of Industry and Security, Commerce","013-0300","3","2019","2019-06-30",89892365.48,40935693.59
"Department of Commerce","Bureau of the Census","Census Working Capital Fund, Bureau of the Census, Commerce","013-4512","3","2019","2019-06-30",600795437.89,630619433.32
"Department of Commerce","Bureau of the Census","Periodic Censuses and Programs, Bureau of the Census, Commerce","013-0450","3","2019","2019-06-30",2110407426.09,2529519642.01
"Department of Commerce","Bureau of the Census","Salaries and Expenses, Bureau of the Census, Commerce","013-0401","3","2019","2019-06-30",219538874.28,82772336.22
"Department of Commerce","Departmental Management","Gifts and Bequests, Departmental Management, Commerce","013-8501","3","2019","2019-06-30",233199.37,692957.36
"Department of Commerce","Departmental Management","Office of Inspector General - Recovery Act, Departmental Management, Commerce","013-0110","3","2019","2019-06-30",1526,1314863.06
"Department of Commerce","Departmental Management","Office of Inspector General, Departmental Management, Commerce","013-0126","3","2019","2019-06-30",30651079.71,25512414.59
"Department of Commerce","Departmental Management","Renovation and Modernization, Departmental Management, Commerce","013-0123","3","2019","2019-06-30",2499165.78,39675185.39
"Department of Commerce","Departmental Management","Salaries and Expenses, Departmental Management, Commerce","013-0120","3","2019","2019-06-30",120035467.56,64632261.82
"Department of Commerce","Departmental Management","Working Capital Fund, Departmental Management, Commerce","013-4511","3","2019","2019-06-30",158046227.3,101282325.16
"Department of Commerce","Economic Development Administration","Economic Development Assistance Programs, Economic Development Administration, Commerce","013-2050","3","2019","2019-06-30",216482629.06,1206425135.3
"Department of Commerce","Economic Development Administration","Economic Development Revolving Fund, Liquidating Account, Commerce","013-4406","3","2019","2019-06-30",0,200000
"Department of Commerce","Economic Development Administration","Salaries and Expenses, Economic Development Administration, Commerce","013-0125","3","2019","2019-06-30",34201162.96,23565708.94
"Department of Commerce","International Trade Administration","Grants to Manufacturers of Worsted Wool Fabrics, International Trade Commission, Commerce","013-5521","3","2019","2019-06-30",0,1
"Department of Commerce","International Trade Administration","Operations and Administration, International Trade Administration, Commerce","013-1250","3","2019","2019-06-30",361405389.81,227941188.72
"Department of Commerce","Minority Business Development Agency","Minority Business Development, Minority Business Development Agency, Commerce","013-0201","3","2019","2019-06-30",22969355.48,23111770.71
"Department of Commerce","National Institute of Standards and Technology","Construction of Research Facilities, National Institute of Standards and Technology, Commerce","013-0515","3","2019","2019-06-30",40561906.9,333695386.54
"Department of Commerce","National Institute of Standards and Technology","Industrial Technology Services, National Institute of Standards and Technology, Commerce","013-0525","3","2019","2019-06-30",83302006.01,80498645.59
"Department of Commerce","National Institute of Standards and Technology","Scientific and Technical Research and Services - Recovery Act, National Institute of Standards and Technology, Commerce","013-0549","3","2019","2019-06-30",0,112732.89
"Department of Commerce","National Institute of Standards and Technology","Scientific and Technical Research and Services, National Institute of Standards and Technology, Commerce","013-0500","3","2019","2019-06-30",445215838.55,317084239.92
"Department of Commerce","National Institute of Standards and Technology","Wireless Innovation(WIN) Fund, National Institute of Standards and Technology, Commerce","013-0513","3","2019","2019-06-30",25789056.71,169517577.87
"Department of Commerce","National Institute of Standards and Technology","Working Capital Fund, National Institute of Standards and Technology, Commerce","013-4650","3","2019","2019-06-30",109742035.81,183381696.62
"Department of Commerce","National Oceanic and Atmospheric Administration","Coastal Zone Management Fund, National Oceanic Atmospheric Administration, Commerce","013-4313","3","2019","2019-06-30",0,0
"Department of Commerce","National Oceanic and Atmospheric Administration","Damage Assessment and Restoration Revolving Fund, National Oceanic and Atmospheric Administration, Commerce","013-4316","3","2019","2019-06-30",19056574.73,178472093.07
"Department of Commerce","National Oceanic and Atmospheric Administration","Environmental Improvement and Restoration Fund, National Oceanic and Atmospheric Administration, Commerce","013-5362","3","2019","2019-06-30",6585149,1856851.43
"Department of Commerce","National Oceanic and Atmospheric Administration","Expenses, Pacific Coastal Salmon Recovery, National Oceanic and Atmospheric, Commerce","013-1451","3","2019","2019-06-30",87679.21,65693223.81
"Department of Commerce","National Oceanic and Atmospheric Administration","Federal Ship Financing Fund, Fishing Vessels, Liquidating Account, National Oceanic and Atmospheric Administration, Commerce","013-4417","3","2019","2019-06-30",0,523796.28
"Department of Commerce","National Oceanic and Atmospheric Administration","Fisheries Disaster Assistance, National Oceanic and Atmospheric Administration, Commerce","013-2055","3","2019","2019-06-30",175236802,209626272.69
"Department of Commerce","National Oceanic and Atmospheric Administration","Fisheries Enforcement Asset Forfeiture Fund, National Oceanic and Atmospheric Administration, Commerce","013-5583","3","2019","2019-06-30",3689373.76,16998321.94
"Department of Commerce","National Oceanic and Atmospheric Administration","Fisheries Finance Program Account, National Oceanic and Atmospheric Administration, Commerce","013-1456","3","2019","2019-06-30",8083290.51,2778568.22
"Department of Commerce","National Oceanic and Atmospheric Administration","Fishermen's Contingency Fund, National Oceanic and Atmospheric Administration, Commerce","013-5120","3","2019","2019-06-30",198063.25,1698173.12
"Department of Commerce","National Oceanic and Atmospheric Administration","Foreign Fishing Observer Fund, National Oceanic and Atmospheric Administration, Commerce","013-5122","3","2019","2019-06-30",0,521842
"Department of Commerce","National Oceanic and Atmospheric Administration","Gulf Coast Ecosystem Restoration Science, Observation, Monitoring and Technology, National Oceanic and Atmospheric Administration, Commerce","013-1455","3","2019","2019-06-30",3621570.93,5208871.97
"Department of Commerce","National Oceanic and Atmospheric Administration","Limited Access System Administration Fund, National Oceanic and Atmospheric Administration, Commerce","013-5284","3","2019","2019-06-30",6487261.08,25741141.4
"Department of Commerce","National Oceanic and Atmospheric Administration","Marine Mammal Unusual Mortality Event Fund, National Oceanic and Atmospheric Administration, Commerce","013-5283","3","2019","2019-06-30",0,51781.08
"Department of Commerce","National Oceanic and Atmospheric Administration","NOAA Accrual Contribution to the Uniformed Services Retiree Health, Commerce","013-1465","3","2019","2019-06-30",1448604,2442423
"Department of Commerce","National Oceanic and Atmospheric Administration","North Pacific Fishery Observer Fund, National Oceanic and Atmospheric Administration, Commerce","013-5598","3","2019","2019-06-30",944562.24,5165160.02
"Department of Commerce","National Oceanic and Atmospheric Administration","Operations, Research and Facilities, National Oceanic and Atmospheric Administration, Commerce","013-1450","3","2019","2019-06-30",2363183068.34,2451735778.13
"Department of Commerce","National Oceanic and Atmospheric Administration","Procurement, Acquisition and Construction, National Oceanic and Atmospheric Administration, Commerce","013-1460","3","2019","2019-06-30",895847329.4,1445662267.16
"Department of Commerce","National Oceanic and Atmospheric Administration","Promote and Develop Fishery Products and Research Pertaining to American Fisheries, National Oceanic and Atmospheric Administration, Commerce","013-5139","3","2019","2019-06-30",1284255.78,1781231.2
"Department of Commerce","National Oceanic and Atmospheric Administration","Sanctuaries Enforcement Asset Forfeiture Fund, National Oceanic and Atmospheric Administration, Commerce","013-5584","3","2019","2019-06-30",19046,421411.64
"Department of Commerce","National Oceanic and Atmospheric Administration","Western Pacific Sustainable Fisheries Fund, National Oceanic and Atmospheric Administration, Commerce","013-5439","3","2019","2019-06-30",0,502000
"Department of Commerce","National Technical Information Service","NTIS Revolving Fund, National Technical Information Service, Commerce","013-4295","3","2019","2019-06-30",52598713.37,92901286.63
"Department of Commerce","National Telecommunications and Information Administration","Broadband Technology Opportunities Program - Recovery Act, National Telecommunications and Information Administration, Commerce","013-0554","3","2019","2019-06-30",0,174464986.56
"Department of Commerce","National Telecommunications and Information Administration","Digital Television Transition and Public Safety Fund, National Telecommunications and Information Administration, Commerce","013-5396","3","2019","2019-06-30",0,0
"Department of Commerce","National Telecommunications and Information Administration","First Responder Network Authority, National Telecommunications and Information Administration, Commerce","013-4421","3","2019","2019-06-30",20836392.02,339196607.98
"Department of Commerce","National Telecommunications and Information Administration","Information Infrastructure Grants, National Telecommunications and Information Administration, Commerce","013-0552","3","2019","2019-06-30",65964.43,81057.82
"Department of Commerce","National Telecommunications and Information Administration","Network Construction Fund, Telecommunications and Information Administration, Commerce","013-4358","3","2019","2019-06-30",28722696.63,14705545.75
"Department of Commerce","National Telecommunications and Information Administration","Public Safety Trust Fund, National Telecommunications and Information Administration, Commerce","013-8233","3","2019","2019-06-30",6725801.53,69476658.47
"Department of Commerce","National Telecommunications and Information Administration","Public Telecommunications Facilities, Planning and Construction, National Telecommunications and Information, Commerce","013-0551","3","2019","2019-06-30",44067.52,1108456.95
"Department of Commerce","National Telecommunications and Information Administration","Salaries and Expenses, National Telecommunications and Information Administration, Commerce","013-0550","3","2019","2019-06-30",68431899.28,53275912.75
"Department of Commerce","National Telecommunications and Information Administration","State and Local Implementation Fund, National Telecommunications and Information Administration, Commerce","013-0516","3","2019","2019-06-30",22654694.18,7521716.09
"Department of Commerce","U.S. Patent and Trademark Office","Salaries and Expenses, Patent and Trademark Office, Commerce","013-1006","3","2019","2019-06-30",2559712417.56,1296122699.47
"Department of Defense","American Battle Monuments Commission","Contributions, American Battle Monuments Commission","074-8569","3","2019","2019-06-30",107332.6,2422343.92
"Department of Defense","American Battle Monuments Commission","Department of Defense Vietnam War Commemoration Fund, Defense","097-5750","3","2019","2019-06-30",239475,9518066.25
"Department of Defense","American Battle Monuments Commission","Foreign Currency Fluctuations Account, American Battle Monuments Commission","074-0101","3","2019","2019-06-30",0,19555706.68
"Department of Defense","American Battle Monuments Commission","Salaries and Expenses, American Battle Monuments Commission","074-0100","3","2019","2019-06-30",58945310.73,83144092.49
"Department of Defense","Armed Forces Retirement Home","Armed Forces Retirement Home","084-8522","3","2019","2019-06-30",51532153.53,49619889.8
"Department of Defense","Armed Forces Retirement Home","General Fund Payment, Armed Forces Retirement Home, Defense-Civil","084-0100","3","2019","2019-06-30",22000000,0
"Department of Defense","Defense Commissary Agency","Surcharge Collections, Sales of Commissary Stores, Defense Commissary Agency, Defense","097-8164","3","2019","2019-06-30",54390337.59,312563956.62
"Department of Defense","Defense Health Agency","Defense Health Program, Defense","097-0130","3","2019","2019-06-30",21078208383.76,20349334554.04
"Department of Defense","Department of the Air Force","Air Force Cadet Fund, Air Force","057-8418","3","2019","2019-06-30",0,216415.04
"Department of Defense","Department of the Air Force","Aircraft Procurement, Air Force","057-3010","3","2019","2019-06-30",6275918371.36,24686629014.65
"Department of Defense","Department of the Air Force","Department of the Air Force General Gift Fund, Air Force","057-8928","3","2019","2019-06-30",1418771.7,10558428.28
"Department of Defense","Department of the Air Force","Environmental Restoration, Air Force","057-0810","3","2019","2019-06-30",0,300000
"Department of Defense","Department of the Air Force","Family Housing Construction, Air Force","057-0740","3","2019","2019-06-30",2316598.13,543343704.9
"Department of Defense","Department of the Air Force","Family Housing Operation and Maintenance, Air Force","057-0745","3","2019","2019-06-30",132962930.16,410942875.4
"Department of Defense","Department of the Air Force","Medicare-Eligible Retiree Health Fund Contribution, Air Force","057-1007","3","2019","2019-06-30",1448912000,0
"Department of Defense","Department of the Air Force","Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Air Force","057-1009","3","2019","2019-06-30",236097000,0
"Department of Defense","Department of the Air Force","Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Air Force","057-1008","3","2019","2019-06-30",132578000,0
"Department of Defense","Department of the Air Force","Military Construction, Air Force Reserve","057-3730","3","2019","2019-06-30",8532834.9,252844327.96
"Department of Defense","Department of the Air Force","Military Construction, Air National Guard","057-3830","3","2019","2019-06-30",45328355.13,447800589.64
"Department of Defense","Department of the Air Force","Military Personnel, Air Force","057-3500","3","2019","2019-06-30",15104195277.44,17184020171.93
"Department of Defense","Department of the Air Force","Missile Procurement, Air Force","057-3020","3","2019","2019-06-30",1686956262.15,3526031109.39
"Department of Defense","Department of the Air Force","National Guard Personnel, Air Force","057-3850","3","2019","2019-06-30",1828955945.47,2147169191.39
"Department of Defense","Department of the Air Force","Operation and Maintenance, Air Force Reserve","057-3740","3","2019","2019-06-30",1681103304.35,1974986388.56
"Department of Defense","Department of the Air Force","Operation and Maintenance, Air National Guard","057-3840","3","2019","2019-06-30",3672125242.58,3820581009.11
"Department of Defense","Department of the Air Force","Other Procurement, Air Force","057-3080","3","2019","2019-06-30",14625608895.26,17807298141.59
"Department of Defense","Department of the Air Force","Procurement of Ammunition, Air Force","057-3011","3","2019","2019-06-30",1026794224.77,3084532576.54
"Department of Defense","Department of the Air Force","Research, Development, Test, and Evaluation, Air Force","057-3600","3","2019","2019-06-30",29990847652.8,27436007446.37
"Department of Defense","Department of the Air Force","Reserve Personnel, Air Force","057-3700","3","2019","2019-06-30",1084252333.62,1008356720.5
"Department of Defense","Department of the Air Force","Space Procurement, Air Force","057-3021","3","2019","2019-06-30",1547969412.47,2567471760.84
"Department of Defense","Department of the Air Force","Support of Athletic Programs, Air Force","057-5616","3","2019","2019-06-30",463201.5,5912067.61
"Department of Defense","Department of the Air Force","Tanker Replacement Transfer Fund, Air Force","057-3024","3","2019","2019-06-30",0,92200
"Department of Defense","Department of the Air Force","Wildlife Conservation, Etc., Military Reservations, Air Force","057-5095","3","2019","2019-06-30",576414.79,1995751.08
"Department of Defense","Department of the Army","Afghanistan Infrastructure Fund, Army","021-2096","3","2019","2019-06-30",554557.56,30100281.64
"Department of Defense","Department of the Army","Afghanistan Security Forces Fund, Army","021-2091","3","2019","2019-06-30",1449390128.72,6015784732.25
"Department of Defense","Department of the Army","Aircraft Procurement, Army","021-2031","3","2019","2019-06-30",3131894548.87,6407757834.66
"Department of Defense","Department of the Army","Bequest of Major General Fred C. Ainsworth, Library, Walter Reed General Hospital, Army","021-8063","3","2019","2019-06-30",0,23684.25
"Department of Defense","Department of the Army","Construction, Cemeterial Expenses, Army","021-1809","3","2019","2019-06-30",9730735.91,190578892.11
"Department of Defense","Department of the Army","Counter-ISIS Train and Equip Fund, Army","021-2099","3","2019","2019-06-30",774386065.43,1870353868.11
"Department of Defense","Department of the Army","Department of Defense Korean War Commemoration Fund, Army","021-5752","3","2019","2019-06-30",300,-300
"Department of Defense","Department of the Army","Department of Defense, Forest Products Program, Army","021-5285","3","2019","2019-06-30",0,2894334.75
"Department of Defense","Department of the Army","Department of the Army General Gift Fund, Army","021-8927","3","2019","2019-06-30",7796625.24,34455524.56
"Department of Defense","Department of the Army","Environmental Restoration, Army","021-0810","3","2019","2019-06-30",8286579.82,0
"Department of Defense","Department of the Army","Family Housing Construction, Army","021-0720","3","2019","2019-06-30",97855280.59,516137524.66
"Department of Defense","Department of the Army","Family Housing Operation and Maintenance, Army","021-0725","3","2019","2019-06-30",159948942.09,386127454.37
"Department of Defense","Department of the Army","Iraq Relief and Reconstruction Fund, Army","021-2089","3","2019","2019-06-30",0,3568953.91
"Department of Defense","Department of the Army","Iraq Train and Equip Fund, Army","021-2097","3","2019","2019-06-30",1025097.34,23124786.26
"Department of Defense","Department of the Army","Joint Improvised Explosive Device Defeat Fund, Army","021-2093","3","2019","2019-06-30",11010629.5,61929922.69
"Department of Defense","Department of the Army","Medicare-Eligible Retiree Health Fund Contribution, Army","021-1004","3","2019","2019-06-30",2141850000,0
"Department of Defense","Department of the Army","Medicare-Eligible Retiree Health Fund Contribution, National Guard Personnel, Army","021-1006","3","2019","2019-06-30",685375000,0
"Department of Defense","Department of the Army","Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Army","021-1005","3","2019","2019-06-30",386852000,0
"Department of Defense","Department of the Army","Military Construction, Army National Guard","021-2085","3","2019","2019-06-30",201755740.01,986435470.13
"Department of Defense","Department of the Army","Military Personnel, Army","021-2010","3","2019","2019-06-30",23574836981.08,23652978120.82
"Department of Defense","Department of the Army","Missile Procurement, Army","021-2032","3","2019","2019-06-30",2322143220.9,5850996940.66
"Department of Defense","Department of the Army","National Guard Personnel, Army","021-2060","3","2019","2019-06-30",4365321415.23,5525105466.03
"Department of Defense","Department of the Army","National Military Cemeteries Concessions, Army","021-5602","3","2019","2019-06-30",264176.1,1406401.9
"Department of Defense","Department of the Army","National Science Center, Army","021-5286","3","2019","2019-06-30",26228,71594.88
"Department of Defense","Department of the Army","Operating Expenses of the Coalition Provisional Authority, Army","021-2090","3","2019","2019-06-30",0,3137.27
"Department of Defense","Department of the Army","Operation and Maintenance, Army Reserve","021-2080","3","2019","2019-06-30",1444110255.74,1831421749.03
"Department of Defense","Department of the Army","Other Procurement, Army","021-2035","3","2019","2019-06-30",5835640359.24,7409949254.69
"Department of Defense","Department of the Army","Procurement of Ammunition, Army","021-2034","3","2019","2019-06-30",1729496398.99,5764786612.02
"Department of Defense","Department of the Army","Procurement of Weapons and Tracked Combat Vehicles, Army","021-2033","3","2019","2019-06-30",3473119536.07,4973490446.57
"Department of Defense","Department of the Army","Research, Development, Test, and Evaluation, Army","021-2040","3","2019","2019-06-30",9781170710.35,11795692417.52
"Department of Defense","Department of the Army","Reserve Personnel, Army","021-2070","3","2019","2019-06-30",2466366424.79,2946098242.92
"Department of Defense","Department of the Army","Restoration, Rocky Mountain Arsenal, Army","021-5098","3","2019","2019-06-30",1960422.36,10225429.09
"Department of Defense","Department of the Army","Salaries and Expenses, Cemeterial Expenses, Army","021-1805","3","2019","2019-06-30",43562004.57,60948640.09
"Department of Defense","Department of the Army","Wildlife Conservation, Etc., Military Reservations, Army","021-5095","3","2019","2019-06-30",553234.17,5103546.34
"Department of Defense","Department of the Navy","Aircraft Procurement, Navy","017-1506","3","2019","2019-06-30",11264177867.52,19124328690.35
"Department of Defense","Department of the Navy","Coastal Defense Augmentation, Navy","017-0380","3","2019","2019-06-30",0,4410866.4
"Department of Defense","Department of the Navy","Department of the Navy General Gift Fund, Navy","017-8716","3","2019","2019-06-30",1244773.63,7743217.19
"Department of Defense","Department of the Navy","Environmental Restoration, Navy","017-0810","3","2019","2019-06-30",0,42597.16
"Department of Defense","Department of the Navy","Family Housing Construction, Navy and Marine Corps","017-0730","3","2019","2019-06-30",573462.61,319763692.71
"Department of Defense","Department of the Navy","Family Housing Operation and Maintenance, Navy and Marine Corps","017-0735","3","2019","2019-06-30",116791871.14,400693585.41
"Department of Defense","Department of the Navy","Ford Island Improvement Account","017-5562","3","2019","2019-06-30",0,100000
"Department of Defense","Department of the Navy","Kaho'Olawe Island Conveyance, Remediation, and Environmental Restoration Fund, Navy","017-5185","3","2019","2019-06-30",0,9824.06
"Department of Defense","Department of the Navy","Medicare-Eligible Retiree Health Fund Contribution, Marine Corps","017-1001","3","2019","2019-06-30",830962000,0
"Department of Defense","Department of the Navy","Medicare-Eligible Retiree Health Fund Contribution, Navy","017-1000","3","2019","2019-06-30",1465880000,0
"Department of Defense","Department of the Navy","Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Marine Corps","017-1003","3","2019","2019-06-30",73987000,0
"Department of Defense","Department of the Navy","Medicare-Eligible Retiree Health Fund Contribution, Reserve Personnel, Navy","017-1002","3","2019","2019-06-30",130504000,0
"Department of Defense","Department of the Navy","Military Construction, Naval Reserve","017-1235","3","2019","2019-06-30",22828111.56,166694206.34
"Department of Defense","Department of the Navy","Military Personnel, Marine Corps","017-1105","3","2019","2019-06-30",6976709030.67,7420790705.39
"Department of Defense","Department of the Navy","Military Personnel, Navy","017-1453","3","2019","2019-06-30",15385334279.3,16349967818.67
"Department of Defense","Department of the Navy","National Defense Sealift Fund, Navy","017-4557","3","2019","2019-06-30",1226570.47,86668285.4
"Department of Defense","Department of the Navy","National Sea-Based Deterrence Fund, Navy","017-1612","3","2019","2019-06-30",2835389726.28,377119408.93
"Department of Defense","Department of the Navy","Operation and Maintenance, Marine Corps Reserve","017-1107","3","2019","2019-06-30",127257283.14,191237821.75
"Department of Defense","Department of the Navy","Operation and Maintenance, Navy","017-1804","3","2019","2019-06-30",31390645557.4,34091056625.09
"Department of Defense","Department of the Navy","Operation and Maintenance, Navy Reserve","017-1806","3","2019","2019-06-30",497093997.5,708106027.3
"Department of Defense","Department of the Navy","Other Procurement, Navy","017-1810","3","2019","2019-06-30",5917781128.71,7018407291.81
"Department of Defense","Department of the Navy","Payments to Kaho'Olawe Island Conveyance, Remediation, and Environmental Restoration Fund, Navy","017-1236","3","2019","2019-06-30",0,40039.75
"Department of Defense","Department of the Navy","Procurement of Ammunition, Navy and Marine Corps","017-1508","3","2019","2019-06-30",669810269.09,769005806.95
"Department of Defense","Department of the Navy","Procurement, Marine Corps","017-1109","3","2019","2019-06-30",1563657037.01,1845667323.8
"Department of Defense","Department of the Navy","Research, Development, Test, and Evaluation, Navy","017-1319","3","2019","2019-06-30",13758945912.15,9235886440.49
"Department of Defense","Department of the Navy","Reserve Personnel, Marine Corps","017-1108","3","2019","2019-06-30",366950115.49,478333163.95
