"Agency","Subagency","Title","federal_account_code","q","fy","reporting_period_end","Obligation","Unobligated"
"Department of Transportation","Federal Highway Administration","Interstate Transfer Grants-Highways, Federal Highway Administration, Transportation","069-0560","4","2018","2018-09-30",0,5211248.53
"Department of Transportation","Federal Highway Administration","Kentucky Bridge Demonstration Project, Federal Highway Administration, Transportation","069-8376","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Kentucky Bridge Project, Federal Highway Administration, Transportation","069-0572","4","2018","2018-09-30",0,133231.12
"Department of Transportation","Federal Highway Administration","Metropolitan Planning Trust Fund, Federal Highway Administration, Transportation","069-8390","4","2018","2018-09-30",0,32446.85
"Department of Transportation","Federal Highway Administration","Mineola Grade Crossing, Federal Highway Administration, Transportation","069-8386","4","2018","2018-09-30",0,481213
"Department of Transportation","Federal Highway Administration","Miscellaneous Highway Project, Federal Highway Administration, Transportation","069-0641","4","2018","2018-09-30",148406.35,16401232.22
"Department of Transportation","Federal Highway Administration","Miscellaneous Highway Project, Federal Highway Administration, Transportation","069-8058","4","2018","2018-09-30",3095261.57,54895325.37
"Department of Transportation","Federal Highway Administration","Miscellaneous Massachusetts Projects, Federal Highway Administration, Transportation","069-0645","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Nuclear Waste Transportation Safety Demonstration Project, Federal Highway Administration, Transportation","069-8082","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Off-System Roads, Liquidation of Contract Authorization, Federal Highway Administration, Transportation","069-0502","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Oklahoma Highway Widening Demonstration Project, Federal Highway Administration, Transportation","069-0570","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Ottumwa Road Extension Project, Federal Highway Administration","069-0590","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Payment to the Highway Trust Fund, Federal Highway Administration, Transportation","069-0534","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Pennsylvania Reconstruction Demonstration Project, Federal Highway Administration, Transportation","069-0532","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Pennsylvania Reconstruction Demonstration Project, Federal Highway Administration, Transportation","069-8381","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Pennsylvania Toll Road Demonstration Project, Federal Highway Administration, Transportation","069-8380","4","2018","2018-09-30",0,0.45
"Department of Transportation","Federal Highway Administration","Public Lands Highways, Liquidation of Contract Authorization, Federal Highway Administration, Transportation","069-0526","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Rail Crossings Demonstration Projects, Federal Highway Administration, Transportation","069-0555","4","2018","2018-09-30",0,517220.2
"Department of Transportation","Federal Highway Administration","Railroad-Highway Crossings Demonstration Projects, Federal Highway Administration, Transportation","069-0557","4","2018","2018-09-30",85105.84,2180720.12
"Department of Transportation","Federal Highway Administration","Ramp Relocation and Reconstruction Demonstration Project, Federal Highway Administration, Transportation","069-0594","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Right of Way Revolving Fund Program Account, Federal Highway Administration, Transportation","069-8309","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Right-of-Way Revolving Fund, Liquidation of Contract Authorization, Trust Fund, Federal Highway Administration, Transportation","069-8402","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Road Extension Demonstration, Federal Highway Administration, Transportation","069-0569","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Schenectady Bridge, Federal Highway Administration, Transportation","069-0527","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Spring Mountain Demonstration Project, Federal Highway Administration, Transportation","069-0587","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","State Infrastructure Banks, Federal Highway Administration, Transportation","069-0549","4","2018","2018-09-30",0,1375400
"Department of Transportation","Federal Highway Administration","Study of Improvements to Highway 8 in Wisconsin, Federal Highway Administration, Transportation","069-8045","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Surface Transportation Priorities, Federal Highway Administration, Transportation","069-0538","4","2018","2018-09-30",12173047.93,81364233.73
"Department of Transportation","Federal Highway Administration","Surface Transportation Projects, Federal Highway Administration, Transportation","069-0505","4","2018","2018-09-30",251089572.59,2117460.72
"Department of Transportation","Federal Highway Administration","Technical Assistance, United States Dollars Advanced from Foreign Governments, Federal Highway Administration, Transportation","069-8502","4","2018","2018-09-30",0,196931.07
"Department of Transportation","Federal Highway Administration","Territorial Highways, Federal Highway Administration, Transportation","069-0556","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","TIFIA General Fund Program Account, Federal Highway Administration, Transportation","069-0542","4","2018","2018-09-30",2835673.68,262118.44
"Department of Transportation","Federal Highway Administration","Trust Fund Share of Other Highway Programs, Federal Highway Administration, Transportation","069-8009","4","2018","2018-09-30",0,302094.56
"Department of Transportation","Federal Highway Administration","Turquoise Trail Project, Federal Highway Administration, Transportation","069-0592","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Urban Airport Access Safety Demonstration Project, Federal Highway Administration, Transportation","069-0575","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Urban Highway Corridor and Bicycle Project, Federal Highway Administration, Transportation","069-0574","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Urban Highway Corridor and Bicycle Transportation Demonstration Projects, Federal Highway Administration, Transportation","069-8378","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Vehicular and Pedestrian Safety Demonstration Project, Federal Highway Administration, Transportation","069-8049","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Virginia HOV Safety Demonstration Project, Federal Highway Administration, Transportation","069-0573","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Virginia HOV Safety Demonstration Project, Federal Highway Administration, Transportation","069-8377","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Highway Administration","Woodrow Wilson Memorial Bridge, Federal Highway Administration, Transportation","069-0648","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Motor Carrier Safety Administration","Motor Carrier Safety Grants, Federal Motor Carrier Safety Administration, Transportation","069-8158","4","2018","2018-09-30",376128661.79,199908463.02
"Department of Transportation","Federal Motor Carrier Safety Administration","Motor Carrier Safety Operations and Programs, Federal Motor Carrier Safety Administration, Transportation","069-8159","4","2018","2018-09-30",295557634.62,47230515.03
"Department of Transportation","Federal Motor Carrier Safety Administration","Motor Carrier Safety, Limitation on Administrative Expenses, Federal Motor Carrier Safety Administration, Transportation","069-8055","4","2018","2018-09-30",0,3273561.92
"Department of Transportation","Federal Motor Carrier Safety Administration","National Motor Carrier Safety Program, Liquidation of Contract Authorization, Federal Motor Carrier Safety Administration, Transportation","069-8048","4","2018","2018-09-30",0,9779721.21
"Department of Transportation","Federal Railroad Administration","Alaska Railroad Rehabilitation, Federal Railroad Administration, Transportation","069-0730","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Railroad Administration","Capital and Debt Service Grants to the National Railroad Passenger Corporation, Federal Railroad Administration, Transportation","069-0125","4","2018","2018-09-30",2387701.33,10192586.63
"Department of Transportation","Federal Railroad Administration","Capital Assistance for High Speed Rail Corridors and Intercity Passenger Rail Service - Recovery Act, Federal Railroad Administration, Transportation","069-0718","4","2018","2018-09-30",0,284320.98
"Department of Transportation","Federal Railroad Administration","Capital Assistance for High Speed Rail Corridors and Intercity Passenger Rail Service, Federal Railroad Administration, Transportation","069-0719","4","2018","2018-09-30",590686.57,56216255.09
"Department of Transportation","Federal Railroad Administration","Capital Grants to the National Railroad Passenger Corporation - Recovery Act, Federal Railroad Administration, Transportation","069-0724","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Railroad Administration","Condolidated Rail Infrastructure and Safety Improvements Grants, Federal Railroad Administration, Transportation","069-2811","4","2018","2018-09-30",46424.09,660500575.91
"Department of Transportation","Federal Railroad Administration","Efficiency Incentive Grants to the National Railroad Passenger Corporation, Federal Railroad Administration, Transportation","069-0120","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Railroad Administration","Federal-State Partnership for State of Good Repair Grants, Federal Railroad Administration, Transportation","069-2810","4","2018","2018-09-30",19327.35,274980672.65
"Department of Transportation","Federal Railroad Administration","Grants to the National Railroad Passenger Corporation, Federal Railroad Administration, Transportation","069-0704","4","2018","2018-09-30",0,45203854.5
"Department of Transportation","Federal Railroad Administration","High-Speed Ground Transportation, Liquidation of Contract Authorization, Federal Railroad Administration, Transportation","069-8552","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Railroad Administration","Local Rail Freight Assistance, Federal Railroad Administration, Transportation","069-0714","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Railroad Administration","National Network Grants to the National Railroad Passenger Corporation, Transportation","069-1775","4","2018","2018-09-30",1289156204.18,7763550.86
"Department of Transportation","Federal Railroad Administration","Next Generation High Speed Rail, Federal Railroad Administration, Transportation","069-0722","4","2018","2018-09-30",595200,3019483.21
"Department of Transportation","Federal Railroad Administration","Northeast Corridor Grants to the National Railroad Passenger Corporation, Transportation","069-1774","4","2018","2018-09-30",642690000,10919798
"Department of Transportation","Federal Railroad Administration","Northeast Corridor Improvement Program, Federal Railroad Administration, Transportation","069-0123","4","2018","2018-09-30",19037037,1126099.48
"Department of Transportation","Federal Railroad Administration","Operating Grants to the National Railroad Passenger Corporation, Federal Railroad Administration, Transportation","069-0121","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Railroad Administration","Passenger Rail Service, Capital Assistance to States - Intercity, Federal Railroad Administration, Transportation","069-0715","4","2018","2018-09-30",0,9683053.13
"Department of Transportation","Federal Railroad Administration","Pennsylvania Station Redevelopment Project, Federal Railroad Administration, Transportation","069-0723","4","2018","2018-09-30",40200000,0.66
"Department of Transportation","Federal Railroad Administration","Rail Labor Assistance, Federal Railroad Administration, Transportation","069-0707","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Railroad Administration","Rail Line Relocation and Improvement Program, Federal Railroad Administration, Transportation","069-0716","4","2018","2018-09-30",0,13550365.14
"Department of Transportation","Federal Railroad Administration","Rail Service Assistance, Federal Railroad Administration, Transportation","069-0122","4","2018","2018-09-30",0,154041.33
"Department of Transportation","Federal Railroad Administration","Railroad Rehabilitation and Improvement Program Account, Federal Railroad Administration, Transportation","069-0750","4","2018","2018-09-30",100676564.5,25857244.29
"Department of Transportation","Federal Railroad Administration","Railroad Rehabilitation and Repair, Federal Railroad Administration, Transportation","069-0124","4","2018","2018-09-30",0,0.64
"Department of Transportation","Federal Railroad Administration","Railroad Research and Development, Federal Railroad Administration, Transportation","069-0745","4","2018","2018-09-30",43326496.58,7274736.43
"Department of Transportation","Federal Railroad Administration","Railroad Research, Federal Railroad Administration, Transportation","069-0703","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Railroad Administration","Railroad Safety Technology Program, Federal Railroad Administration, Transportation","069-0701","4","2018","2018-09-30",0,112244.91
"Department of Transportation","Federal Railroad Administration","Railroad Safety, Federal Railroad Administration, Transportation","069-0702","4","2018","2018-09-30",24029485,10505845.19
"Department of Transportation","Federal Railroad Administration","Restoration and Enhancement Grants, Federal Railroad Administration, Transportation","069-0127","4","2018","2018-09-30",1757.04,24998242.96
"Department of Transportation","Federal Railroad Administration","Rhode Island Rail Development, Federal Railroad Administration, Transportation","069-0726","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Railroad Administration","Safety and Operations, Federal Railroad Administration, Transportation","069-0700","4","2018","2018-09-30",221574117.09,31615539.82
"Department of Transportation","Federal Railroad Administration","West Virginia Rail Development, Federal Railroad Administration, Transportation","069-0758","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Transit Administration","Administrative Expenses, Federal Transit Administration, Transportation","069-1120","4","2018","2018-09-30",114118582.03,2473143.57
"Department of Transportation","Federal Transit Administration","Capital Investment Grants, Federal Transit Administration, Transportation","069-1134","4","2018","2018-09-30",1841005009.32,3448864580.21
"Department of Transportation","Federal Transit Administration","Discretionary Grants, Liquidation of Contract Authorization, Highway Trust Fund, Federal Transit Administration, Transportation","069-8191","4","2018","2018-09-30",0,18178846.86
"Department of Transportation","Federal Transit Administration","Formula and Bus Grants, Liquidation of Contract Authorization, Federal Transit Administration, Transportation","069-8350","4","2018","2018-09-30",11815744815.71,11178283190.47
"Department of Transportation","Federal Transit Administration","Formula Grants, Federal Transit Administration, Transportation","069-1129","4","2018","2018-09-30",0.66,49207376.23
"Department of Transportation","Federal Transit Administration","Grants for Energy Efficiency and Greenhouse Gas Reductions, Federal Transit Administration, Transportation","069-1131","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Transit Administration","Interstate Transfer Grants-Transit, Federal Transit Administration, Transportation","069-1127","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Transit Administration","Job Access and Reverse Commute Grants, Federal Transit Administration, Transportation","069-1125","4","2018","2018-09-30",0,253748.17
"Department of Transportation","Federal Transit Administration","Non-Urban Formula Grants, Federal Transit Administration, Transportation","069-1123","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Transit Administration","Public Transportation Emergency Relief Program, Federal Transit Administration, Transportation","069-1140","4","2018","2018-09-30",1262239351.41,2087555579.91
"Department of Transportation","Federal Transit Administration","Research, Training, and Human Resources, Federal Transit Administration, Transportation","069-1121","4","2018","2018-09-30",0,31635.19
"Department of Transportation","Federal Transit Administration","Technical Assistance and Training, Federal Transit Administration, Transportation","069-1142","4","2018","2018-09-30",5000000,989537.57
"Department of Transportation","Federal Transit Administration","Transit Infrastructure Grants, Federal Transit Administration, Transportation","069-2812","4","2018","2018-09-30",43717685,790282315
"Department of Transportation","Federal Transit Administration","Transit Research, Federal Transit Administration, Transportation","069-1137","4","2018","2018-09-30",2619190.81,11173467.47
"Department of Transportation","Federal Transit Administration","University Transportation Research, Federal Transit Administration, Transportation","069-1136","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Transit Administration","Urban Discretionary Grants, Federal Transit Administration, Transportation","069-1122","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Transit Administration","Urban Formula Grants, Federal Transit Administration, Transportation","069-1124","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Transit Administration","Urban Mass Transportation Fund, Federal Transit Administration, Transportation","069-1119","4","2018","2018-09-30",0,0
"Department of Transportation","Federal Transit Administration","Washington Metropolitan Area Transit Authority, Federal Transit Administration, Transportation","069-1128","4","2018","2018-09-30",148644060.67,2819370.34
"Department of Transportation","Maritime Administration","Assistance to Shipyards, Maritime Administration, Transportation","069-1770","4","2018","2018-09-30",20229937.23,258753.13
"Department of Transportation","Maritime Administration","Gifts and Bequests, Maritime Administration, Transportation","069-8503","4","2018","2018-09-30",885827.76,7911724.76
"Department of Transportation","Maritime Administration","Maritime Guaranteed Loan, (Title XI) Program Account, Maritime Administration, Transportation","069-1752","4","2018","2018-09-30",5153704.76,32000000.01
"Department of Transportation","Maritime Administration","Maritime Security Program, Maritime Administration, Transportation","069-1711","4","2018","2018-09-30",295515796.06,25523410.96
"Department of Transportation","Maritime Administration","Operations and Training, Maritime Administration, Transportation","069-1750","4","2018","2018-09-30",211353391.14,472013093.43
"Department of Transportation","Maritime Administration","Port of Guam Improvement Enterprise Fund, Maritime Administration, Transportation","069-5560","4","2018","2018-09-30",2846690.51,1876638
"Department of Transportation","Maritime Administration","Ready Reserve Force, Maritime Administration, Transportation","069-1710","4","2018","2018-09-30",382596166.06,34121728.96
"Department of Transportation","Maritime Administration","Ship Disposal, Maritime Administration, Transportation","069-1768","4","2018","2018-09-30",25316223.67,115757438.1
"Department of Transportation","Maritime Administration","Special Studies, Services and Projects, Maritime Administration, Transportation","069-8547","4","2018","2018-09-30",0,4198.07
"Department of Transportation","Maritime Administration","Vessel Operations Revolving Fund, Maritime Administration, Transportation","069-4303","4","2018","2018-09-30",3490250.52,25404070.68
"Department of Transportation","Maritime Administration","War-Risk Insurance Revolving Fund, Maritime Administration, Transportation","069-4302","4","2018","2018-09-30",0,49480158.04
"Department of Transportation","National Highway Traffic Safety Administration","Consumer Assistance to Recycle and Save Program, National Highway Traffic Safety Administration, Transportation","069-0654","4","2018","2018-09-30",0,20482346.54
"Department of Transportation","National Highway Traffic Safety Administration","Highway Traffic Safety Grants, Liquidation of Contract Authorization, Trust Fund, National Highway Traffic Safety Administration, Transportation","069-8020","4","2018","2018-09-30",699603752.63,146000416.18
"Department of Transportation","National Highway Traffic Safety Administration","National Driver Register, National Highway Traffic Safety Administration, Transportation","069-8362","4","2018","2018-09-30",0,413814.12
"Department of Transportation","National Highway Traffic Safety Administration","Next Generation 911 Implementation Grants, National Highway Traffic Safety Administration, Transportation","069-0661","4","2018","2018-09-30",454645.62,111028881.68
"Department of Transportation","National Highway Traffic Safety Administration","Operations and Research - Trust Fund, National Highway Traffic Safety Administration, Transportation","069-8016","4","2018","2018-09-30",146318331.28,32904305.69
"Department of Transportation","National Highway Traffic Safety Administration","Operations and Research, National Highway Traffic Safety Administration, Transportation","069-0650","4","2018","2018-09-30",177220540.41,38369494.04
"Department of Transportation","National Highway Traffic Safety Administration","State and Community Highway Safety, Liquidation of Contract Authorization, National Highway Traffic Safety Administration, Transportation","069-0651","4","2018","2018-09-30",0,0
"Department of Transportation","Office of Inspector General","Salaries and Expenses - Recovery Act, Office of Inspector General, Transportation","069-0131","4","2018","2018-09-30",0,0
"Department of Transportation","Office of Inspector General","Salaries and Expenses, Office of Inspector General, Transportation","069-0130","4","2018","2018-09-30",92715295.14,10505665.5
"Department of Transportation","Office of the Secretary","Activities Transferred from Civil Aeronautics Board, Office of the Secretary, Transportation","069-0150","4","2018","2018-09-30",0,0
"Department of Transportation","Office of the Secretary","Compensation for General Aviation Operations, Office of the Secretary, Transportation","069-0156","4","2018","2018-09-30",0,0
"Department of Transportation","Office of the Secretary","Cyber Security Initiatives, Office of the Secretary, Transportation","069-0159","4","2018","2018-09-30",22214098.38,5406028.85
"Department of Transportation","Office of the Secretary","Essential Air Service and Rural Airport Improvement Fund, Office of the Secretary, Transportation","069-5423","4","2018","2018-09-30",175407858.86,49111387.93
"Department of Transportation","Office of the Secretary","Financial Management Capital, Office of the Secretary, Transportation","069-0116","4","2018","2018-09-30",1743461.25,6322537.85
"Department of Transportation","Office of the Secretary","Gifts and Bequests, Office of the Secretary, Transportation","069-8548","4","2018","2018-09-30",0,100000
"Department of Transportation","Office of the Secretary","Minority Business Resource Center Program, Office of the Secretary, Transportation","069-0155","4","2018","2018-09-30",65104.98,3147245.05
"Department of Transportation","Office of the Secretary","National Infrastructure Investments, Office of the Secretary, Transportation","069-0143","4","2018","2018-09-30",160325462.17,2234507728.55
"Department of Transportation","Office of the Secretary","National Surface Transportation and Innovative Finance Bureau, Transportation","069-0170","4","2018","2018-09-30",3660170.95,2637195.44
"Department of Transportation","Office of the Secretary","New Headquarters Building, Office of the Secretary, Transportation","069-0147","4","2018","2018-09-30",0,26816.52
"Department of Transportation","Office of the Secretary","Office of Civil Rights, Office of the Secretary, Transportation","069-0118","4","2018","2018-09-30",9080245.76,3345670.46
"Department of Transportation","Office of the Secretary","Payment to Air Carriers, Office of the Secretary, Transportation","069-8304","4","2018","2018-09-30",155196884,2350361.2
"Department of Transportation","Office of the Secretary","Rental Payments, Office of the Secretary","069-0117","4","2018","2018-09-30",0,0
"Department of Transportation","Office of the Secretary","Research and Technology, Office of the Secretary, Transportation","069-1730","4","2018","2018-09-30",27324655.63,25522608.5
"Department of Transportation","Office of the Secretary","Salaries and Expenses, Office of the Secretary, Transportation","069-0102","4","2018","2018-09-30",122131167.42,38928390.66
"Department of Transportation","Office of the Secretary","Small and Disadvantaged Business Utilization and Outreach, Office of the Secretary, Transportation","069-0119","4","2018","2018-09-30",5310329.28,5906899.41
"Department of Transportation","Office of the Secretary","Transportation Planning, Research, and Development, Office of the Secretary, Transportation","069-0142","4","2018","2018-09-30",13086624.85,13874016.6
"Department of Transportation","Office of the Secretary","Transportation Research Activities Overseas, Special Foreign Currency Program, Office of the Secretary, Transportation","069-0105","4","2018","2018-09-30",0,0
"Department of Transportation","Office of the Secretary","Working Capital Fund, Transportation","069-4520","4","2018","2018-09-30",448577532.81,89850640.46
"Department of Transportation","Office of the Secretary","Working Capital Fund, Transportation Systems Center, Transportation","069-4522","4","2018","2018-09-30",302737485.11,187083756.98
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Emergency Preparedness Grants, Pipeline and Hazardous Materials Safety Administration, Transportation","069-5282","4","2018","2018-09-30",26448498.39,91512.36
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Hazardous Materials Safety, Pipeline and Hazardous Materials Safety Administration, Transportation","069-1401","4","2018","2018-09-30",57583122.71,16427199.14
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Operational Expenses, Pipeline and Hazardous Materials Safety Administration, Transportation","069-1400","4","2018","2018-09-30",23134958.11,1262662.07
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation","069-5172","4","2018","2018-09-30",174435090.6,51372458.78
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Research and Special Programs, Pipeline and Hazardous Materials Safety Administration, Transportation","069-0104","4","2018","2018-09-30",0,154341.84
"Department of Transportation","Pipeline and Hazardous Materials Safety Administration","Trust Fund Share of Pipeline Safety, Pipeline and Hazardous Materials Safety Administration, Transportation","069-8121","4","2018","2018-09-30",23000000,0
"Department of Transportation","Saint Lawrence Seaway Development Corporation","Operations and Maintenance, Saint Lawrence Seaway Development Corporation, Transportation","069-8003","4","2018","2018-09-30",40000000,0
"Department of Transportation","Saint Lawrence Seaway Development Corporation","Saint Lawrence Seaway Development Corporation Fund, Transportation","069-4089","4","2018","2018-09-30",28126699.71,26693714.66
"Department of Transportation","Surface Transportation Board","Salaries and Expenses, Surface Transportation Board, Transportation","069-0301","4","2018","2018-09-30",9142.16,564488.6
"Department of Veterans Affairs","Benefits Programs","Compensation and Pensions, Veterans Benefits Administration, Veterans Affairs","036-0102","4","2018","2018-09-30",92356815649.45,2098251150.98
"Department of Veterans Affairs","Benefits Programs","Filipino Veterans Equity Compensation Fund, Benefits Programs, Veterans Affairs","036-1121","4","2018","2018-09-30",102000,55620755
"Department of Veterans Affairs","Benefits Programs","National Service Life Insurance Fund, Veterans Affairs","036-8132","4","2018","2018-09-30",751887175.92,0
"Department of Veterans Affairs","Benefits Programs","Native American Veteran Housing Loan Program Account, Veterans Benefits Administration, Veterans Affairs","036-1120","4","2018","2018-09-30",2773703.85,2276550.6
"Department of Veterans Affairs","Benefits Programs","Post-Vietnam Era, Veterans Education Account, Veterans Affairs","036-8133","4","2018","2018-09-30",156793.5,61697981.41
"Department of Veterans Affairs","Benefits Programs","Readjustment Benefits, Veterans Benefits Administration, Veterans Affairs","036-0137","4","2018","2018-09-30",13430218333.34,6824288139.56
"Department of Veterans Affairs","Benefits Programs","Service-Disabled Veterans Insurance Fund, Veterans Affairs","036-4012","4","2018","2018-09-30",165601606.28,21629134.47
"Department of Veterans Affairs","Benefits Programs","Servicemen's Group Life Insurance Fund, Veterans Affairs","036-4009","4","2018","2018-09-30",763492912.07,686305.81
"Department of Veterans Affairs","Benefits Programs","United States Government Life Insurance Fund, Veterans Affairs","036-8150","4","2018","2018-09-30",576465.24,0
"Department of Veterans Affairs","Benefits Programs","Veterans Housing Benefit Program Fund Liquidating Account, Veterans Affairs","036-4025","4","2018","2018-09-30",3660123.24,747862.8
"Department of Veterans Affairs","Benefits Programs","Veterans Housing Benefit Program Fund Program Account, Veterans Benefits Administration, Veterans Affairs","036-1119","4","2018","2018-09-30",1191372196.52,45306659.92
"Department of Veterans Affairs","Benefits Programs","Veterans Insurance and Indemnities, Veterans Benefits Administration, Veterans Affairs","036-0120","4","2018","2018-09-30",129522302.64,217083.4
"Department of Veterans Affairs","Benefits Programs","Veterans Reopened Insurance Fund, Veterans Affairs","036-4010","4","2018","2018-09-30",25428979.67,79236517.27
"Department of Veterans Affairs","Benefits Programs","Veterans Special Life Insurance Fund, Trust Revolving Fund, Veterans Affairs","036-8455","4","2018","2018-09-30",213553984.88,1101077483.13
"Department of Veterans Affairs","Benefits Programs","Vocational Rehabilitation Loans Program Account, Veterans Benefits Administration, Veterans Affairs","036-1114","4","2018","2018-09-30",418603.05,0
"Department of Veterans Affairs","Departmental Administration","Board of Veterans Appeals, Departmental Administration, Veterans Affairs","036-1122","4","2018","2018-09-30",152130126.05,23039393.07
"Department of Veterans Affairs","Departmental Administration","Construction, Major Projects, Departmental Administration, Veterans Affairs","036-0110","4","2018","2018-09-30",1329227648.72,1488570144.11
"Department of Veterans Affairs","Departmental Administration","Construction, Minor Projects, Departmental Administration, Veterans Affairs","036-0111","4","2018","2018-09-30",485755910.09,871158026.59
"Department of Veterans Affairs","Departmental Administration","Department of Veterans Affairs Cemetery Gift Fund, Veterans Affairs","036-8129","4","2018","2018-09-30",98023.72,1724083.81
"Department of Veterans Affairs","Departmental Administration","Franchise Fund, Veterans Affairs","036-4539","4","2018","2018-09-30",1062577262.92,23229854.36
"Department of Veterans Affairs","Departmental Administration","General Administration, Departmental Administration, Veterans Affairs","036-0142","4","2018","2018-09-30",707488012.22,58563137.14
"Department of Veterans Affairs","Departmental Administration","General Operating Expenses, Veterans Benefits Administration, Veterans Affairs","036-0151","4","2018","2018-09-30",3987315746.18,169765751.64
"Department of Veterans Affairs","Departmental Administration","Grants for Construction of State Extended Care Facilities, Departmental Administration, Veterans Affairs","036-0181","4","2018","2018-09-30",346188497.76,458522235.04
"Department of Veterans Affairs","Departmental Administration","Grants for the Construction of State Veterans Cemeteries, Departmental Administration, Veterans Affairs","036-0183","4","2018","2018-09-30",50096468,4169799.02
"Department of Veterans Affairs","Departmental Administration","Information Technology Systems, Departmental Administration, Veterans Affairs","036-0167","4","2018","2018-09-30",4143336637.7,499705766.96
"Department of Veterans Affairs","Departmental Administration","National Cemetery Administration Facilities Operation Fund, Veterans Affairs","036-5392","4","2018","2018-09-30",762875,542490.01
"Department of Veterans Affairs","Departmental Administration","National Cemetery Administration, Veterans Health Administration, Veterans Affairs","036-0129","4","2018","2018-09-30",314953950.71,14035699.8
"Department of Veterans Affairs","Departmental Administration","Office of Inspector General, Departmental Administration, Veterans Affairs","036-0170","4","2018","2018-09-30",171655261.3,16411357.12
"Department of Veterans Affairs","Departmental Administration","Pershing Hall Revolving Fund, Veterans Affairs","036-4018","4","2018","2018-09-30",98152.68,2538543.13
"Department of Veterans Affairs","Departmental Administration","Supply Fund, Veterans Affairs","036-4537","4","2018","2018-09-30",1531726570.48,199685655.56
"Department of Veterans Affairs","Departmental Administration","Veterans Electronic Health Care Record, Departmental Administration, Veterans Affairs","036-1123","4","2018","2018-09-30",577203298.99,204796701.01
"Department of Veterans Affairs","Veterans Health Administration","Canteen Service Revolving Fund, Veterans Affairs","036-4014","4","2018","2018-09-30",543646618.31,5028034.15
"Department of Veterans Affairs","Veterans Health Administration","DOD-VA Health Care Sharing Incentive Fund, Veterans Affairs","036-0165","4","2018","2018-09-30",24417276.19,91693245.67
"Department of Veterans Affairs","Veterans Health Administration","Expenses, Medical Facilities, Veterans Health Administration, Veterans Affairs","036-0162","4","2018","2018-09-30",6434159492.89,1234869009.83
"Department of Veterans Affairs","Veterans Health Administration","Expenses, Medical Services, Veterans Health Administration, Veterans Affairs","036-0160","4","2018","2018-09-30",50230251838.79,3445317194.78
"Department of Veterans Affairs","Veterans Health Administration","Expenses, Medical Support and Compliance, Veterans Health Administration, Veterans Affairs","036-0152","4","2018","2018-09-30",6801691261.78,441649918.02
