"Recipient","agency","subagency","product_or_service_code","product_or_service_description","obligation","parent","parent_name","icon"
"University of South Carolina-Beaufort","Environmental Protection Agency","Environmental Protection Agency","B533","WATER QUALITY STUDIES",63772,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of South Dakota","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",35411.5,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of South Dakota","Department of Veterans Affairs","Department of Veterans Affairs","AN11","R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH)",5000,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"University of South Dakota","Department of Veterans Affairs","Department of Veterans Affairs","AZ12","R&D- OTHER RESEARCH AND DEVELOPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",33973,"AZ","OTHER R&D","176-microscope.svg"
"University of South Dakota","Department of Veterans Affairs","Department of Veterans Affairs","Q515","PATHOLOGY SERVICES",315118.56,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of South Dakota","Department of Veterans Affairs","Department of Veterans Affairs","R605","SUPPORT- ADMINISTRATIVE: LIBRARY",91075,"R6","ADMINISTRATIVE SUPPORT SERVICES","074-meeting-2.svg"
"University of South Florida","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",905784.27,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of South Florida","Department of Health and Human Services","National Institutes of Health","AN12","R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",134987,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"University of South Florida","Department of Health and Human Services","National Institutes of Health","R499","OTHER PROFESSIONAL SERVICES",24000,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of South Florida","Department of Justice","Offices, Boards and Divisions","U099","OTHER ED & TRNG SVCS",53000,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of South Florida","Department of the Interior","U.S. Geological Survey","AJ52","R&D- GENERAL SCIENCE/TECHNOLOGY: LIFE SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",9759.27,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"University of South Florida","Department of the Interior","U.S. Geological Survey","B510","SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS",9988.73,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of South Florida","Department of the Interior","U.S. Geological Survey","D399","OTHER ADP & TELECOMMUNICATIONS SVCS",4800,"D3","IT & TELECOMMUNICATIONS","171-desktop-computer.svg"
"University of South Florida","Department of Transportation","National Highway Traffic Safety Administration","R410","SUPPORT- PROFESSIONAL: PROGRAM EVALUATION/REVIEW/DEVELOPMENT",114158,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of South Florida","Department of Veterans Affairs","Department of Veterans Affairs","6515","MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",16279.52,"65","MEDICAL, DENTAL, VETERINARY EQUIPMENT","127-stethoscope.svg"
"University of South Florida","Department of Veterans Affairs","Department of Veterans Affairs","AN91","OTHER MEDICAL (BASIC)",897123,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"University of South Florida","Department of Veterans Affairs","Department of Veterans Affairs","Q515","PATHOLOGY SERVICES",3320,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of South Florida","Department of Veterans Affairs","Department of Veterans Affairs","Q523","MEDICAL- SURGERY",1261967.87,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of South Florida","Department of Veterans Affairs","Department of Veterans Affairs","R405","SUPPORT- PROFESSIONAL: OPERATIONS RESEARCH/QUANTITATIVE ANALYSIS",43333.32,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of South Florida","Department of Veterans Affairs","Department of Veterans Affairs","U008","TRAINING/CURRICULUM DEVELOPMENT",52989,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of South Florida","Peace Corps","Peace Corps","U009","EDUCATION/TRAINING- GENERAL",14402.9,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Southern California","Department of Commerce","National Oceanic and Atmospheric Administration","N066","INSTALL OF INSTRUMENTS & LAB EQ",2608.9,"N0","INSTALLATION OF EQUIPMENT","217-nail.svg"
"University of Southern California","Department of Commerce","National Oceanic and Atmospheric Administration","V119","OTHER CARGO AND FREIGHT SERVICES",14794.49,"V1","TRANSPORTATION","004-international-logistics-delivery-truck-symbol-with-world-grid-behind.svg"
"University of Southern California","Department of Defense","Defense Advanced Research Projects Agency","AC62","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",1799308,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"University of Southern California","Department of Defense","Defense Advanced Research Projects Agency","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",17171364,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Southern California","Department of Defense","Defense Advanced Research Projects Agency","AZ11","R&D-OTHER R & D-B RES",200510,"AZ","OTHER R&D","176-microscope.svg"
"University of Southern California","Department of Defense","Defense Logistics Agency","5985","ANTENNAS, WAVEGUIDES, AND RELATED EQUIPMENT",480,"59","ELECTRICAL COMPONENTS & EQUIPMENT","117-usb.svg"
"University of Southern California","Department of Defense","Defense Threat Reduction Agency","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",545351,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Southern California","Department of Defense","Department of Defense","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",476333,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Southern California","Department of Defense","Department of the Air Force","AC21","R&D-MISSILE & SPACE SYS-B RES",180000,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"University of Southern California","Department of Defense","Department of the Air Force","AC62","R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",8640692,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"University of Southern California","Department of Defense","Department of the Air Force","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",631133,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Southern California","Department of Defense","Department of the Air Force","AJ22","R&D- GENERAL SCI/TECH: MATHEMATICAL/COMPUTER SCIENCES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",3050000,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"University of Southern California","Department of Defense","Department of the Army","AJ11","PHYSICAL SCIENCES (BASIC)",17777000,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"University of Southern California","Department of Defense","Department of the Army","AZ11","R&D-OTHER R & D-B RES",29851883.82,"AZ","OTHER R&D","176-microscope.svg"
"University of Southern California","Department of Defense","Department of the Navy","5925","CIRCUIT BREAKERS",100000,"59","ELECTRICAL COMPONENTS & EQUIPMENT","117-usb.svg"
"University of Southern California","Department of Defense","Department of the Navy","U003","RESERVE TRAINING (MILITARY)",36360,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Southern California","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",2842881.65,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Southern California","Department of Defense","Department of the Navy","U008","TRAINING/CURRICULUM DEVELOPMENT",10000,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Southern California","Department of Defense","Department of the Navy","U010","EDUCATION/TRAINING- CERTIFICATIONS/ACCREDITATIONS FOR EDUCATIONAL INSTITUTIONS",72000,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Southern California","Department of Defense","Department of the Navy","U099","OTHER ED & TRNG SVCS",193243.6,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Southern California","Department of Defense","National Security Agency/Central Security Service","AD92","R&D- DEFENSE OTHER: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",200000,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Southern California","Department of Health and Human Services","Food and Drug Administration","8820","LIVE ANIMALS, NOT RAISED FOR FOOD",8447.49,"88","LIVE ANIMALS","141-plain-dog.svg"
"University of Southern California","Department of Health and Human Services","Food and Drug Administration","AF11","R&D- EDUCATION: EDUCATIONAL (BASIC RESEARCH)",2221570,"AF","EDUCATION R & D","183-university-1.svg"
"University of Southern California","Department of Health and Human Services","Food and Drug Administration","AZ11","R&D-OTHER R & D-B RES",496024,"AZ","OTHER R&D","176-microscope.svg"
"University of Southern California","Department of Health and Human Services","National Institutes of Health","AN11","R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH)",3551754.21,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"University of Southern California","Department of Health and Human Services","National Institutes of Health","Q301","MEDICAL- LABORATORY TESTING",14341.48,"Q3","LABORATORY TESTING SERVICES","192-chemistry.svg"
"University of Southern California","Department of Health and Human Services","National Institutes of Health","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",30587.02,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Southern California","Department of Homeland Security","National Protection and Programs Directorate","AF11","R&D- EDUCATION: EDUCATIONAL (BASIC RESEARCH)",300000,"AF","EDUCATION R & D","183-university-1.svg"
"University of Southern California","Department of Homeland Security","Office of the Under Secretary for Science and Technology","AF11","R&D- EDUCATION: EDUCATIONAL (BASIC RESEARCH)",1800000,"AF","EDUCATION R & D","183-university-1.svg"
"University of Southern California","Department of Homeland Security","Office of the Under Secretary for Science and Technology","AZ11","R&D-OTHER R & D-B RES",3887517,"AZ","OTHER R&D","176-microscope.svg"
"University of Southern California","Department of Homeland Security","Office of the Under Secretary for Science and Technology","AZ17","R&D-OTHER R & D-COMERCLIZ",300000,"AZ","OTHER R&D","176-microscope.svg"
"University of Southern California","Department of Homeland Security","U.S. Customs and Border Protection","AF11","R&D- EDUCATION: EDUCATIONAL (BASIC RESEARCH)",550000,"AF","EDUCATION R & D","183-university-1.svg"
"University of Southern California","Department of Justice","Federal Bureau of Investigation","U006","EDUCATION/TRAINING- VOCATIONAL/TECHNICAL",34804,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Southern California","Department of Transportation","Federal Highway Administration","R699","OTHER ADMINISTRATIVE SUPPORT SVCS",65000,"R6","ADMINISTRATIVE SUPPORT SERVICES","074-meeting-2.svg"
"University of Southern California","National Aeronautics and Space Administration","National Aeronautics and Space Administration","6640","LABORATORY EQUIPMENT AND SUPPLIES",13400,"66","INSTRUMENTS & LABORATORY EQUIPMENT","192-chemistry.svg"
"University of Southern California","National Aeronautics and Space Administration","National Aeronautics and Space Administration","AR11","R&D- SPACE: AERONAUTICS/SPACE TECHNOLOGY (BASIC RESEARCH)",766827,"AR","SPACE R&D","187-satellite.svg"
"University of Southern California","National Aeronautics and Space Administration","National Aeronautics and Space Administration","U099","OTHER ED & TRNG SVCS",31449,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Southern Mississippi","Department of Commerce","National Oceanic and Atmospheric Administration","B529","SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA",10000,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Southern Mississippi","Department of Defense","Department of the Army","AD24","SERVICES (ENGINEERING)",232365.12,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Southern Mississippi","Department of Defense","Department of the Army","B521","SPECIAL STUDIES/ANALYSIS- HISTORICAL",55058,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Southern Mississippi","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",180000,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Southern Mississippi","Environmental Protection Agency","Environmental Protection Agency","B533","WATER QUALITY STUDIES",5000,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Southern Mississippi","National Aeronautics and Space Administration","National Aeronautics and Space Administration","R499","OTHER PROFESSIONAL SERVICES",890098.01,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of Southern Mississippi","Small Business Administration","Small Business Administration","R499","OTHER PROFESSIONAL SERVICES",425000,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of St Thomas","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",248583.25,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Texas Health Science Center at Tyler","Department of Veterans Affairs","Department of Veterans Affairs","Q301","MEDICAL- LABORATORY TESTING",6000,"Q3","LABORATORY TESTING SERVICES","192-chemistry.svg"
"University of Texas Southwestern Medical Center","Department of Defense","Department of the Army","6550","IN VITRO DIAGNOSTIC SUBSTANCES, REAGENTS, TEST KITS AND SETS",32966,"65","MEDICAL, DENTAL, VETERINARY EQUIPMENT","127-stethoscope.svg"
"University of Texas Southwestern Medical Center","Department of Defense","Department of the Army","6910","TRAINING AIDS",9280,"69","TRAINING AIDS & DEVICES","066-presentation-1.svg"
"University of Texas Southwestern Medical Center","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",55223.75,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Texas Southwestern Medical Center","Department of Health and Human Services","Food and Drug Administration","B504","STUDY/CHEMICAL-BIOLOGICAL",241480,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Texas Southwestern Medical Center","Department of Health and Human Services","National Institutes of Health","AN12","R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",156698,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"University of Texas Southwestern Medical Center","Department of Veterans Affairs","Department of Veterans Affairs","6515","MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",18175,"65","MEDICAL, DENTAL, VETERINARY EQUIPMENT","127-stethoscope.svg"
"University of Texas Southwestern Medical Center","Department of Veterans Affairs","Department of Veterans Affairs","J065","MAINT/REPAIR/REBUILD OF EQUIPMENT- MEDICAL, DENTAL, AND VETERINARY EQUIPMENT AND SUPPLIES",28778.04,"J0","MAINTENANCE & REPAIR OF EQUIPMENT","218-grinder.svg"
"University of Texas Southwestern Medical Center","Department of Veterans Affairs","Department of Veterans Affairs","Q301","MEDICAL- LABORATORY TESTING",315107.26,"Q3","LABORATORY TESTING SERVICES","192-chemistry.svg"
"University of Texas Southwestern Medical Center","Department of Veterans Affairs","Department of Veterans Affairs","Q501","ANESTHESIOLOGY SERVICES",2331976.7,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of Texas Southwestern Medical Center","Department of Veterans Affairs","Department of Veterans Affairs","Q502","CARDIO-VASCULAR SERVICES",1998611.04,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of Texas Southwestern Medical Center","Department of Veterans Affairs","Department of Veterans Affairs","Q510","MEDICAL- NEUROLOGY",1747385.08,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of Texas Southwestern Medical Center","Department of Veterans Affairs","Department of Veterans Affairs","Q511","MEDICAL- OPHTHALMOLOGY",999748.04,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of Texas Southwestern Medical Center","Department of Veterans Affairs","Department of Veterans Affairs","Q513","ORTHOPEDIC SERVICES",499647.58,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of Texas Southwestern Medical Center","Department of Veterans Affairs","Department of Veterans Affairs","Q514","MEDICAL- OTOLARYNGOLOGY",849026.06,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of Texas Southwestern Medical Center","Department of Veterans Affairs","Department of Veterans Affairs","Q523","MEDICAL- SURGERY",2018934.03,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of Texas Southwestern Medical Center","Department of Veterans Affairs","Department of Veterans Affairs","Q525","UROLOGY SERVICES",499895.63,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of Texas Southwestern Medical Center","Department of Veterans Affairs","Department of Veterans Affairs","R416","SUPPORT- PROFESSIONAL: VETERINARY/ANIMAL CARE",52983.51,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of the Incarnate Word","Department of Defense","Department of the Air Force","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",57334.24,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of the Incarnate Word","Department of Defense","Department of the Air Force","U009","EDUCATION/TRAINING- GENERAL",346469.9,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of the Incarnate Word","Department of Defense","Department of the Navy","B542","SPECIAL STUDIES/ANALYSIS- EDUCATIONAL",28250,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of the Incarnate Word","Department of Homeland Security","U.S. Coast Guard","U009","EDUCATION/TRAINING- GENERAL",12523,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of the Ozarks","Department of Health and Human Services","Health Resources and Services Administration","8820","LIVE ANIMALS, NOT RAISED FOR FOOD",10113,"88","LIVE ANIMALS","141-plain-dog.svg"
"University of the Pacific","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",2570200.88,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Toledo","Department of Defense","Department of the Air Force","AC22","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",4469907,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"University of Toledo","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",87547.67,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Toledo","Department of Health and Human Services","Food and Drug Administration","7030","ADP SOFTWARE",50000,"70","IT EQUIPMENT, SOFTWARE, SUPPLIES, & SUPPORT","099-browser.svg"
"University of Toledo","Department of the Interior","Bureau of Land Management","9430","MISC CRUDE ANIMAL PRODS - INEDIBLE",399211.75,"94","NONMETALLIC CRUDE MATERIALS","159-tree-silhouette.svg"
"University of Toledo","National Aeronautics and Space Administration","National Aeronautics and Space Administration","B510","SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS",15000,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Tulsa","Department of Defense","U.S. Army Corps of Engineers - Civil Program Financing Only","B542","SPECIAL STUDIES/ANALYSIS- EDUCATIONAL",16116,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Tulsa","Department of Homeland Security","U.S. Secret Service","D399","OTHER ADP & TELECOMMUNICATIONS SVCS",150000,"D3","IT & TELECOMMUNICATIONS","171-desktop-computer.svg"
"University of Tulsa","Department of Homeland Security","U.S. Secret Service","X1AZ","LEASE/RENTAL OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS",100000,"X1","LEASE & RENTAL OF BUILDINGS","013-buildings-group.svg"
"University of Utah","Department of Agriculture","Agricultural Research Service","H299","EQUIPMENT AND MATERIALS TESTING- MISCELLANEOUS",4477.46,"H2","EQUIPMENT & MATERIALS TESTING","006-line-chart.svg"
"University of Utah","Department of Commerce","National Oceanic and Atmospheric Administration","R425","ENGINEERING AND TECHNICAL SERVICES",34935,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of Utah","Department of Defense","Defense Advanced Research Projects Agency","AD91","OTHER DEFENSE (BASIC)",1000000,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Utah","Department of Defense","Department of the Air Force","AC12","R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",330000,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"University of Utah","Department of Defense","Department of the Air Force","AC22","R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",52000,"AC","DEFENSE SYSTEMS R&D","136-submarine.svg"
"University of Utah","Department of Defense","Department of the Army","AD91","OTHER DEFENSE (BASIC)",1421323,"AD","DEFENSE (OTHER) R&D","137-fighter-plane.svg"
"University of Utah","Department of Defense","Department of the Navy","U005","EDUCATION/TRAINING- TUITION/REGISTRATION/MEMBERSHIP FEES",447676.74,"U0","EDUCATION & TRAINING SERVICES","076-classroom.svg"
"University of Utah","Department of Energy","Department of Energy","R425","ENGINEERING AND TECHNICAL SERVICES",99969,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of Utah","Department of Energy","Department of Energy","W066","LEASE-RENT OF INSTRUMENTS & LAB EQ",4832,"W0","LEASE & RENTAL EQUIPMENT","198-real-estate.svg"
"University of Utah","Department of Health and Human Services","Centers for Disease Control and Prevention","AJ92","R&D-OTHER SCIENCES-A RES/EXPL DEV",1490871,"AJ","GEN. SCIENCE & TECHNOLOGY R&D","190-idea.svg"
"University of Utah","Department of Health and Human Services","Centers for Disease Control and Prevention","AV95","R&D- MINING: OTHER MINING ACTIVITIES (OPERATIONAL SYSTEMS DEVELOPMENT)",248754,"AV","MINING R&D","216-shovel.svg"
"University of Utah","Department of Health and Human Services","Centers for Disease Control and Prevention","AZ16","R&D-OTHER R & D-MGMT SUP",1102419.6,"AZ","OTHER R&D","176-microscope.svg"
"University of Utah","Department of Health and Human Services","Centers for Disease Control and Prevention","D399","OTHER ADP & TELECOMMUNICATIONS SVCS",11000,"D3","IT & TELECOMMUNICATIONS","171-desktop-computer.svg"
"University of Utah","Department of Health and Human Services","Centers for Disease Control and Prevention","R499","OTHER PROFESSIONAL SERVICES",1816.28,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of Utah","Department of Health and Human Services","Indian Health Service","Q516","PEDIATRIC SERVICES",223850,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of Utah","Department of Health and Human Services","National Institutes of Health","AN11","R&D- MEDICAL: BIOMEDICAL (BASIC RESEARCH)",2013681.34,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"University of Utah","Department of Health and Human Services","National Institutes of Health","AN12","R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",3377184.8,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"University of Utah","Department of Health and Human Services","National Institutes of Health","Q301","MEDICAL- LABORATORY TESTING",14574.84,"Q3","LABORATORY TESTING SERVICES","192-chemistry.svg"
"University of Utah","Department of Health and Human Services","National Institutes of Health","R499","OTHER PROFESSIONAL SERVICES",29987,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of Utah","Department of Justice","Offices, Boards and Divisions","R424","SUPPORT- PROFESSIONAL: EXPERT WITNESS",27300,"R4","PROFESSIONAL SERVICES","071-strategy.svg"
"University of Utah","Department of Labor","Occupational Safety and Health Administration","Q999","OTHER MEDICAL SERVICES",6400,"Q9","OTHER MEDICAL SERVICES","003-icu-monitor.svg"
"University of Utah","Department of the Interior","Bureau of Land Management","D307","AUTOMATED INFORMATION SYSTEM SVCS",8900,"D3","IT & TELECOMMUNICATIONS","171-desktop-computer.svg"
"University of Utah","Department of the Interior","Bureau of Land Management","X1AZ","LEASE/RENTAL OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS",8274,"X1","LEASE & RENTAL OF BUILDINGS","013-buildings-group.svg"
"University of Utah","Department of the Interior","National Park Service","B525","SPECIAL STUDIES/ANALYSIS- NATURAL RESOURCE",9980,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Utah","Department of Veterans Affairs","Department of Veterans Affairs","6505","DRUGS AND BIOLOGICALS",280466.5,"65","MEDICAL, DENTAL, VETERINARY EQUIPMENT","127-stethoscope.svg"
"University of Utah","Department of Veterans Affairs","Department of Veterans Affairs","6640","LABORATORY EQUIPMENT AND SUPPLIES",31125,"66","INSTRUMENTS & LABORATORY EQUIPMENT","192-chemistry.svg"
"University of Utah","Department of Veterans Affairs","Department of Veterans Affairs","AA93","OTHER AGRICULTURE (ADVANCED)",17280,"AA","AGRICULTURE R&D","160-corn.svg"
"University of Utah","Department of Veterans Affairs","Department of Veterans Affairs","AB91","R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (BASIC RESEARCH)",24600,"AB","COMMUNITY SERVICE R&D","083-teacher.svg"
"University of Utah","Department of Veterans Affairs","Department of Veterans Affairs","AN12","R&D- MEDICAL: BIOMEDICAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT)",63858.17,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"University of Utah","Department of Veterans Affairs","Department of Veterans Affairs","AN46","R&D- MEDICAL: HEALTH SERVICES (MANAGEMENT/SUPPORT)",50000,"AN","MEDICAL R&D","165-medical-stethoscope-variant.svg"
"University of Utah","Department of Veterans Affairs","Department of Veterans Affairs","AZ11","R&D-OTHER R & D-B RES",10030,"AZ","OTHER R&D","176-microscope.svg"
"University of Utah","Department of Veterans Affairs","Department of Veterans Affairs","B537","MEDICAL AND HEALTH STUDIES",20992,"B5","SPECIAL STUDIES - NOT R&D","182-books.svg"
"University of Utah","Department of Veterans Affairs","Department of Veterans Affairs","D319","IT AND TELECOM- ANNUAL SOFTWARE MAINTENANCE SERVICE PLANS",57450,"D3","IT & TELECOMMUNICATIONS","171-desktop-computer.svg"
"University of Utah","Department of Veterans Affairs","Department of Veterans Affairs","Q301","MEDICAL- LABORATORY TESTING",141564,"Q3","LABORATORY TESTING SERVICES","192-chemistry.svg"
"University of Utah","Department of Veterans Affairs","Department of Veterans Affairs","Q501","ANESTHESIOLOGY SERVICES",1490864.21,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of Utah","Department of Veterans Affairs","Department of Veterans Affairs","Q502","CARDIO-VASCULAR SERVICES",328487.05,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of Utah","Department of Veterans Affairs","Department of Veterans Affairs","Q522","MEDICAL- RADIOLOGY",2232176.33,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of Utah","Department of Veterans Affairs","Department of Veterans Affairs","Q523","MEDICAL- SURGERY",1558582.87,"Q5","MEDICAL, DENTAL, & SURGICAL SERVICES","001-transfusion.svg"
"University of Utah","Department of Veterans Affairs","Department of Veterans Affairs","V212","TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: MOTOR PASSENGER",72588,"V2","TRAVEL, LODGING, & RECRUITMENT SERVICES","087-bed.svg"
