"Agency","Subagency","accountID","Title","Obligation","Unobligated"
"Department of Veterans Affairs","Benefits Programs",1439,"Veterans Special Life Insurance Fund, Trust Revolving Fund, Veterans Affairs",44979011.57,1265648593
"Department of Veterans Affairs","Departmental Administration",1392,"Construction, Major Projects, Departmental Administration, Veterans Affairs",90465692.47,1979570946
"Department of Veterans Affairs","Departmental Administration",1393,"Construction, Minor Projects, Departmental Administration, Veterans Affairs",73025849.61,789578842.8
"Department of Veterans Affairs","Departmental Administration",1410,"Grants for Construction of State Extended Care Facilities, Departmental Administration, Veterans Affairs",61826849.53,107253202.3
"Department of Veterans Affairs","Departmental Administration",1411,"Grants for the Construction of State Veterans Cemeteries, Departmental Administration, Veterans Affairs",0,23895560.44
"Department of Veterans Affairs","Departmental Administration",1399,"General Administration, Departmental Administration, Veterans Affairs",131151538.1,472550887.1
"Department of Veterans Affairs","Departmental Administration",1421,"Pershing Hall Revolving Fund, Veterans Affairs",15625.86,2501733.7
"Department of Veterans Affairs","Departmental Administration",1416,"Board of Veterans Appeals, Departmental Administration, Veterans Affairs",33268525.16,34645373.95
"Department of Veterans Affairs","Departmental Administration",1400,"General Operating Expenses, Veterans Benefits Administration, Veterans Affairs",1126394617,932512793.2
"Department of Veterans Affairs","Departmental Administration",1408,"Office of Inspector General, Departmental Administration, Veterans Affairs",40431566.44,30832204.47
"Department of Veterans Affairs","Departmental Administration",1406,"Information Technology Systems, Departmental Administration, Veterans Affairs",863739128.5,1123266390
"Department of Veterans Affairs","Departmental Administration",1396,"National Cemetery Administration, Veterans Health Administration, Veterans Affairs",61715360.55,43089414.89
"Department of Veterans Affairs","Departmental Administration",1434,"Department of Veterans Affairs Cemetery Gift Fund, Veterans Affairs",21000.37,1685123.55
"Department of Veterans Affairs","Departmental Administration",1426,"National Cemetery Administration Facilities Operation Fund, Veterans Affairs",0,1347888.47
"Department of Veterans Affairs","Departmental Administration",1423,"Supply Fund, Veterans Affairs",590253364.2,2232464910
"Department of Veterans Affairs","Departmental Administration",1424,"Franchise Fund, Veterans Affairs",346541076.7,716720055.8
"Department of Defense","American Battle Monuments Commission",2070,"Salaries and Expenses, American Battle Monuments Commission",10988077.52,66453745.96
"Department of Defense","American Battle Monuments Commission",2071,"Foreign Currency Fluctuations Account, American Battle Monuments Commission",0,19555706.68
"Department of Defense","American Battle Monuments Commission",2074,"Contributions, American Battle Monuments Commission",296640.79,3271207.08
"Department of Defense","Armed Forces Retirement Home",2288,"General Fund Payment, Armed Forces Retirement Home, Defense-Civil",6644766,0
"Department of Defense","Armed Forces Retirement Home",2291,"Armed Forces Retirement Home",13793116.05,38741162.43
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1579,"Office of Inspector General, Environmental Protection Agency",11143991.09,11348945.23
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1580,"Office of Inspector General - Recovery Act, Environmental Protection Agency",0,1526836.59
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1575,"Science and Technology, Environmental Protection Agency",137449248.2,195247216.8
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1577,"Energy Research and Development, Environmental Protection Agency",0,5284.29
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1576,"Environmental Programs and Management, Environmental Protection Agency",556638553.1,770177707.6
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1589,"Exxon Valdez Settlement Fund, Environmental Protection Agency",0,1.23
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1578,"Buildings and Facilities, Environmental Protection Agency",1842408.12,25297162.84
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1574,"State and Tribal Assistance Grants, Environmental Protection Agency",76501880.33,1208302351
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1583,"Water Infrastructure Finance And Innovation Program Account, Environmental Protection Agency",324092.63,32898781.22
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1582,"Payment to the Hazardous Substances Superfund, Environmental Protection Agency",313551723.9,0
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1590,"Pesticide Registration Fund, Environmental Protection Agency",1755505.7,28977211.95
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1585,"Revolving Fund for Certification and Other Services, Environmental Protection Agency",0,0.11
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1586,"Hazardous Waste Electronic Manifest System Fund, Environmental Protection Agency",313372.41,2931881.18
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1588,"Working Capital Fund, Environmental Protection Agency",29874579.91,408204744.2
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1581,"Abatement, Control and Compliance Loan Program, Environmental Protection Agency",0,0.46
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1600,"Hazardous Substance Superfund, Environmental Protection Agency",185046094.6,3890517023
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1601,"Leaking Underground Storage Tank Trust Fund - Treasury Managed, Environmental Protection Agency",96954079.23,29333227.27
"Environmental Protection Agency","Environmental Protection Agency (no sub-agencies)",1604,"Inland Oil Spill Programs, Environmental Protection Agency",4797412.67,99970602.84
"US Agencies - Non-CFO Act","Executive Office of the President",198,"Salaries and Expenses, the White House, Executive Office of the President",15776129.92,7384369.81
"US Agencies - Non-CFO Act","Executive Office of the President",166,"Compensation of the President, Executive Office of the President",101595.55,266474.11
"US Agencies - Non-CFO Act","Executive Office of the President",226,"Salaries and Expenses, Special Assistance to the President, Executive Office of the President",1202433.58,1906466.04
"US Agencies - Non-CFO Act","Executive Office of the President",200,"Operating Expenses, Official Residence of the Vice President, Executive Office of the President",48154.42,364578.07
"US Agencies - Non-CFO Act","Executive Office of the President",232,"Salaries and Expenses, Council of Economic Advisers, Executive Office of the President",990277.24,787834.27
"US Agencies - Non-CFO Act","Executive Office of the President",225,"Council on Environmental Quality and Office of Environmental Quality, Executive",586458.73,801807.76
"US Agencies - Non-CFO Act","Executive Office of the President",236,"Office of Environmental Quality Management Fund, Council on Environmental Quality and Office of Environmental Quality, Executive Office of the President",0,67342.53
"US Agencies - Non-CFO Act","Executive Office of the President",233,"Salaries and Expenses, National Security Council, Executive Office of the President",2971920.73,2342685.35
"US Agencies - Non-CFO Act","Executive Office of the President",175,"Salaries and Expenses, Office of Administration, Executive",23962946.67,26201673.61
"US Agencies - Non-CFO Act","Executive Office of the President",196,"Presidential Transition Administrative Support, Executive Office of the President",10467.55,238364.71
"US Agencies - Non-CFO Act","Executive Office of the President",201,"Salaries and Expenses, Office of Management and Budget, Executive Office of the President",24063055.79,8855119.65
"US Agencies - Non-CFO Act","Executive Office of the President",227,"Salaries and Expenses, Office of National Drug Control Policy, Executive Office of the President",4508398.65,5407373.84
"US Agencies - Non-CFO Act","Executive Office of the President",253,"Gifts and Donations, the White House Conference on Drug Abuse and Control, Executive Office of the President",0,50302.15
"US Agencies - Non-CFO Act","Executive Office of the President",234,"Office of Science and Technology Policy, Executive Office of the President",856099.8,2801949.46
"US Agencies - Non-CFO Act","Executive Office of the President",202,"Salaries and Expenses, Office of the United States Trade Representative, Executive Office of the President",15543541.61,15601285.74
"US Agencies - Non-CFO Act","Executive Office of the President",231,"General Fund Payment to the Trade Enforcement Trust Fund, Office of the U.S. Trade and Respresentative, Executive Office of the President",0,15000000
"US Agencies - Non-CFO Act","Executive Office of the President",174,"Unanticipated Needs, Executive Office of the President",0,4524910.7
"US Agencies - Non-CFO Act","Executive Office of the President",170,"Data-Driven Innovation, Funds Appropriated to the President, Executive Office of the President",1323.76,955688.08
"US Agencies - Non-CFO Act","Executive Office of the President",172,"Partnership Fund for Program Integrity Innovation, Funds Appropriated to the President, Executive Office of the President",0,1205051.74
"US Agencies - Non-CFO Act","Executive Office of the President",173,"Information Technology Oversight and Reform, Funds Appropriated to the President, Executive Office of the President",7679710.54,17642648.67
"US Agencies - Non-CFO Act","Executive Office of the President",242,"Spectrum Relocation Fund, Executive Office of the President",0,142500
"General Services Administration","Real Property Activities",1458,"Federal Buildings Fund, General Services Administration",2434132128,7921988219
"General Services Administration","Real Property Activities",1459,"Federal Buildings Fund - Recovery Act, General Services Administration",0,2682297.29
"General Services Administration","Real Property Activities",1453,"Real Property Relocation, General Services Administration",0,11380887.14
"General Services Administration","Real Property Activities",1462,"Expenses, Disposal of Surplus Real and Related Personal Property, General Services Administration",161268.86,12189446.19
"General Services Administration","Real Property Activities",1469,"Unconditional Gifts of Real, Personal, or Other Property, General Services Administration",0,282147.49
"General Services Administration","Supply and Technology Activities",1461,"Expenses of Transportation Audit Contracts and Contract Administration, General Services Administration",5613580.33,12281450.32
"General Services Administration","Supply and Technology Activities",1456,"Acquisition Services Fund, General Services Administration",3278606201,9194859613
"General Services Administration","General Activities",1452,"Expenses, Government-Wide Policy, General Services Administration",16965353.54,34055404.21
"General Services Administration","General Activities",1450,"Operating Expenses, General Services Administration",13441826.25,36932893.88
"General Services Administration","General Activities",1449,"Office of Inspector General, General Services Administration",15125923.51,24395725.57
"General Services Administration","General Activities",1451,"Office of Inspector General - Recovery Act, General Services Administration",0,9238.55
"General Services Administration","General Activities",1454,"Expenses, Electronic Government (E-Gov) Fund, General Services Administration",0,0
"General Services Administration","General Activities",1447,"Allowances and Office Staff for Former Presidents, General Services Administration",1068059.94,2235647.75
"General Services Administration","General Activities",1448,"Expenses, Presidential Transition, General Services Administration",0,9449.87
"General Services Administration","General Activities",1455,"Pre-Election Presidential Transition, General Services Administration",0,5568873.35
"General Services Administration","General Activities",1463,"Acquisition Workforce Training Fund, General Services Administration",2935273.37,22636173.79
"General Services Administration","General Activities",1460,"Federal Citizen Services Fund, General Services Administration",9612245.99,35212985.26
"General Services Administration","General Activities",1457,"Working Capital Fund, General Services Administration",256440770.6,503827404.6
"US Agencies - Non-CFO Act","Millennium Challenge Corporation",2819,"Expenses, Millennium Challenge Corporation",61365314.11,2376203671
"US Agencies - Non-CFO Act","Other International Assistance Programs",2031,"Economic Support Fund, Funds Appropriated to the President",577106888.3,5437470171
"US Agencies - Non-CFO Act","Other International Assistance Programs",2036,"Central America and the Caribbean Emergency Disaster Recovery Fund, Agency for International Development",0,4545537.77
"US Agencies - Non-CFO Act","Other International Assistance Programs",218,"Foreign Military Financing Program, Funds Appropriated to the President",1416.28,298569.04
"US Agencies - Non-CFO Act","Other International Assistance Programs",219,"Pakistan Counterinsurgency Capability Fund, Funds Appropriated to the President",0,0.91
"US Agencies - Non-CFO Act","Other International Assistance Programs",208,"Peacekeeping Operations, Funds Appropriated to the President",31136720.96,602559541
"US Agencies - Non-CFO Act","Other International Assistance Programs",216,"Non-Proliferation, Anti-Terrorism, Demining and Related Programs, International Security Assistance, State",36587095.33,1439284923
"US Agencies - Non-CFO Act","Other International Assistance Programs",214,"Nonproliferation and Disarmament Fund, Funds Appropriated to the President",0,223436.77
"US Agencies - Non-CFO Act","Other International Assistance Programs",211,"Global Security Contingency Fund, State",10929.6,19411636.06
"US Agencies - Non-CFO Act","Other International Assistance Programs",188,"Contribution to the African Development Bank, Funds Appropriated to the President",0,9791365
"US Agencies - Non-CFO Act","Other International Assistance Programs",186,"Contribution to the African Development Fund, Funds Appropriated to the President",0,64735734
"US Agencies - Non-CFO Act","Other International Assistance Programs",230,"Global Agriculture and Food Security Program",0,15088668
"US Agencies - Non-CFO Act","Other International Assistance Programs",184,"Contribution to the International Bank for Reconstruction and Development, Funds Appropriated to the President",0,7663345500
"US Agencies - Non-CFO Act","Other International Assistance Programs",185,"Contribution to the International Finance Corporation, Funds Appropriated to the President",0,1367
"US Agencies - Non-CFO Act","Other International Assistance Programs",177,"Global Environment Facility, Funds Appropriated to the President",0,44267133
"US Agencies - Non-CFO Act","Other International Assistance Programs",181,"Contribution to the International Development Association, Funds Appropriated to the President",0,361574382
"US Agencies - Non-CFO Act","Other International Assistance Programs",189,"Contribution to the Multilateral Investment Guarantee Agency, Funds Appropriated to the President",0,0
"US Agencies - Non-CFO Act","Other International Assistance Programs",180,"Contribution to the Inter-American Development Bank, Funds Appropriated to the President",0,3797782687
"US Agencies - Non-CFO Act","Other International Assistance Programs",183,"Contribution to the Asian Development Bank, Funds Appropriated to the President",0,748095669.5
"US Agencies - Non-CFO Act","Other International Assistance Programs",178,"Contribution to the Asian Development Fund, Funds Appropriated to the President",0,29971823
"US Agencies - Non-CFO Act","Other International Assistance Programs",191,"Contribution to the European Bank for Reconstruction and Development, Funds Appropriated to the President",10500000,0
"US Agencies - Non-CFO Act","Other International Assistance Programs",206,"Contribution to the North American Development Bank, Funds Appropriated to the President",0,10000000
"US Agencies - Non-CFO Act","Other International Assistance Programs",209,"Contribution to the International Fund for Agricultural Development, Funds Appropriated to the President",0,9061044
"US Agencies - Non-CFO Act","Other International Assistance Programs",212,"International Affairs Technical Assistance",8867422.86,74810622.05
"US Agencies - Non-CFO Act","Other International Assistance Programs",1020,"International Organizations and Programs, Funds Appropriated to the Presidend, State",0,1436025
"US Agencies - Non-CFO Act","Other International Assistance Programs",205,"International Organizations and Programs, Economic Assistance, Funds Appropriated to the President",0,-1694744.51
"US Agencies - Non-CFO Act","Other International Assistance Programs",193,"Debt Restructuring, Funds Appropriated to the President",0,1128921.43
"Agency for International Development","Agency for International Development (no sub-agencies)",2023,"Development Assistance, Agency for International Development, Funds Appropriated to the President",95138535.2,3737641943
"Agency for International Development","Agency for International Development (no sub-agencies)",2024,"Food and Nutrition, Development Assistance, Economic Assistance, Funds Appropriated to the President",0,2767500.48
"Agency for International Development","Agency for International Development (no sub-agencies)",2025,"Population Planning and Health, Development Assistance, Economic Assistance, Funds Appropriated to the President",0,272441.82
"Agency for International Development","Agency for International Development (no sub-agencies)",2026,"Education and Human Resources Development, Development Assistance, Economic Assistance, Funds Appropriated to the President",0,2649022.09
"Agency for International Development","Agency for International Development (no sub-agencies)",2035,"Child Survival and Health Program Fund, Agency for International Development",0,34142204.12
"Agency for International Development","Agency for International Development (no sub-agencies)",2029,"HIV/AIDS Working Capital Fund, Agency for International Development",51384639,551167468.6
"Agency for International Development","Agency for International Development (no sub-agencies)",2021,"Sub-Saharan Africa, Development Assistance, Funds Appropriated to the President",0,12607896.67
"Agency for International Development","Agency for International Development (no sub-agencies)",2020,"Sahel Development Program, Funds Appropriated to the President",0,451458.43
"Agency for International Development","Agency for International Development (no sub-agencies)",2011,"Assistance for Europe, Eurasia, and Central Asia, Funds Appropriated to the President, US Agency for International Development",77333528.04,1087863574
"Agency for International Development","Agency for International Development (no sub-agencies)",2019,"Assistance for Eastern Europe and the Baltic States, Funds Appropriated to the President",7585.66,4473092.17
"Agency for International Development","Agency for International Development (no sub-agencies)",2034,"Assistance for the Independent States of the Former Soviet Union, Funds Appropriated to the President",0,9865584.74
"Agency for International Development","Agency for International Development (no sub-agencies)",2030,"International Disaster Assistance, Funds Appropriated to the President, US Agency for International Development",182118914.2,2191977848
"Agency for International Development","Agency for International Development (no sub-agencies)",2033,"Sub-Saharan Africa Disaster Assistance, Funds Appropriated to the President",0,81817.6
"Agency for International Development","Agency for International Development (no sub-agencies)",2016,"Operating Expenses of the United States Agency for International Development, Funds Appropriated to the President",195631925.1,409320449.5
"Agency for International Development","Agency for International Development (no sub-agencies)",2007,"Capital Investment Fund of the United States Agency for International Development, Funds Appropriated to the President",1957022.18,61737886.18
"Agency for International Development","Agency for International Development (no sub-agencies)",2027,"Transition Initiatives, Funds Appropriated to the President, US Agency for International Development",5061041.54,37470798.92
"Agency for International Development","Agency for International Development (no sub-agencies)",2014,"Assistance for the New Independent States of the Former Soviet Union:  Ukraine Export Credit Insurance Program Account",0,19778.82
"Agency for International Development","Agency for International Development (no sub-agencies)",2010,"Civilian Stabilization Initiative, Funds Appropriated to the President, Agency for International Development",114432.16,1808195.72
"Agency for International Development","Agency for International Development (no sub-agencies)",2018,"Operating Expenses of the United States Agency for International Development, Office of Inspector General, Funds Appropriated to the President",10423870.9,29956517.28
"Agency for International Development","Agency for International Development (no sub-agencies)",2040,"Property Management Fund, Agency for International Development",30555.6,26910877.82
"Agency for International Development","Agency for International Development (no sub-agencies)",2043,"Working Capital Fund, International Assistance Program",4133447.3,32083413.64
"Agency for International Development","Agency for International Development (no sub-agencies)",2044,"Acquisition of Property Revolving Fund, Agency for International Development",0,46299.08
"Agency for International Development","Agency for International Development (no sub-agencies)",2045,"Loan Guarantees to Israel Program, Reimbursements of Administrative Expenses, Agency for International Development",0,27000
"Agency for International Development","Agency for International Development (no sub-agencies)",2013,"Urban and Environmental Credit Program Account, Agency for International Development",0,2154255.07
"Agency for International Development","Agency for International Development (no sub-agencies)",2041,"Housing and Other Credit Guaranty Programs, Liquidating Account, Agency for International Development",1997918.42,13851429.87
"Agency for International Development","Agency for International Development (no sub-agencies)",2012,"Private Sector Loans Program Account, Agency for International Development",0,2658998.21
"Agency for International Development","Agency for International Development (no sub-agencies)",2042,"Private Sector Revolving Fund, Liquidating Account, Agency for  International Development",0,37575.11
"Agency for International Development","Agency for International Development (no sub-agencies)",2037,"Development Credit Authority, United States Agency for International Development",1391327,23216047.4
"Agency for International Development","Agency for International Development (no sub-agencies)",2039,"Development Loan Fund, Executive",0,40686070.77
"Agency for International Development","Agency for International Development (no sub-agencies)",2052,"Foreign National Employees Separation Liability Fund, Agency for International Development",5002521.67,12332805.78
"Agency for International Development","Agency for International Development (no sub-agencies)",2053,"Technical Assistance, United States Dollars Advanced from Foreign Governments, Agency for International Development",0,1848966
"Agency for International Development","Agency for International Development (no sub-agencies)",2054,"Gifts and Donations, Agency for International Development",17834464.93,51040607.25
"US Agencies - Non-CFO Act","Trade and Development Agency",204,"Trade and Development Agency, Funds Appropriated to the President",5529157.59,39327980.69
"US Agencies - Non-CFO Act","Peace Corps",194,"Peace Corps, Funds Appropriated to the President",94411931.75,83899471.24
"US Agencies - Non-CFO Act","Peace Corps",241,"Host Country Resident Contractors Separation Liability Fund, Peace Corps",13486.68,0
"US Agencies - Non-CFO Act","Peace Corps",259,"Foreign Service National Separation Liability Trust Fund, Peace Corps",0,1126365.25
"US Agencies - Non-CFO Act","Peace Corps",257,"Gifts and Contributions, Peace Corps",444254.4,2954076.92
"US Agencies - Non-CFO Act","Peace Corps",258,"Advances from Foreign Governments, Peace Corps",50677.36,0
"US Agencies - Non-CFO Act","Other International Assistance Programs",235,"Inter-American Foundation",3806889.73,19302963.57
"US Agencies - Non-CFO Act","Other International Assistance Programs",256,"Gifts, Donations and Contributions, Inter-American Foundation, Funds Appropriated to the President",25001.41,1296626.32
"US Agencies - Non-CFO Act","African Development Foundation",203,"African Development Foundation, Funds Appropriated to the President",3576539.82,9071190.52
"US Agencies - Non-CFO Act","African Development Foundation",252,"Gifts and Donations, African Development Foundation",217119.5,2079739.92
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2266,"Science, National Aeronautics and Space Administration",1030715234,1096024696
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2269,"Aeronautics, National Aeronautics and Space Administration",85601200.51,140140871.5
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2272,"Space Technology, National Aeronautics Space Administration",105373693.6,164513086.6
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2268,"Exploration, National Aeronautics and Space Administration",897226519.2,604302271.4
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2270,"Education, National Aeronautics and Space Administration",14496009.22,32768929.98
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2267,"Safety, Security and Mission Services, National Aeronautics and Space Administration",1098736313,2957188192
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2271,"Construction and Environmental Compliance and Restoration, National Aeronautics and Space Administration",56015627.05,400420001.4
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2264,"Space Flight Capabilities, National Aeronautics and Space Administration",1059125564,947043215.3
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2259,"Office of Inspector General, National Aeronautics and Space Administration",7856004.97,7553958.49
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2263,"Science, Aeronautics, and Exploration, National Aeronautics and Space Administration",0,1012398.18
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2261,"Human Space Flight, National Aeronautics and Space Administration",0,9942832.8
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2260,"Science, Aeronautics and Technology, National Aeronautics and Space Administration",0,915959.98
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2262,"Mission Support, National Aeronautics and Space Administration",48.73,1752442.01
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2273,"Working Capital Fund, National Aeronautics and Space Administration",88634663.02,432848622
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2281,"Science, Space and Technology Education Trust Fund, National Aeronautics and Space Administration",250000,426049.32
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2279,"Endeavor Teacher Fellowship Trust Fund, National Aeronautics and Space Administration",0,42849.4
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2282,"Gifts and Donations, National Aeronautics and Space Administration",0,90669.34
"National Aeronautics and Space Administration","National Aeronautics and Space Administration (no sub-agencies)",2280,"National Space Grant Program, National Aeronautics and Space Administration",0,66851.91
"National Science Foundation","National Science Foundation (no sub-agencies)",1470,"Research and Related Activities, National Science Foundation",359925253.6,1864451418
"National Science Foundation","National Science Foundation (no sub-agencies)",1476,"Major Research Equipment and Facilities Construction, National Science Foundation",44217656.04,50810898.7
"National Science Foundation","National Science Foundation (no sub-agencies)",1472,"Agency Operations and Award Management, National Science Foundation",62421538.33,57127886.98
"National Science Foundation","National Science Foundation (no sub-agencies)",1475,"Office of the National Science Board, National Science Foundation",960447.2,936872.3
"National Science Foundation","National Science Foundation (no sub-agencies)",1473,"Office of Inspector General, National Science Foundation",3245984.74,2568927.26
"National Science Foundation","National Science Foundation (no sub-agencies)",1474,"Office of Inspector General - Recovery Act, National Science Foundation",0,4168.73
"National Science Foundation","National Science Foundation (no sub-agencies)",1471,"Education and Human Resources, National Science Foundation",22853199.85,317333225.4
"National Science Foundation","National Science Foundation (no sub-agencies)",1477,"Salaries and Expenses, H-1B Funded, Education  and Human Resources, National Science Foundation",37486905.41,75508497.82
"National Science Foundation","National Science Foundation (no sub-agencies)",1479,"Donations, National Science Foundation",8035961.66,33083853.06
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1315,"Salaries and Expenses, Office of Personnel Management",78242121.76,243995676.7
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1320,"OPM Building Delegation Fund, Office of Personnel Management",1727619.98,9452638.99
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1318,"Salaries and Expenses, Office of Inspector General, Office of Personnel Management",6600675.85,5839406.93
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1317,"Government Payment for Annuitants, Employees' Health Benefits, Office of Personnel Management",3202075522,10228924478
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1319,"Government Payment for Annuitants, Employee Life Insurance     Benefits, Office of Personnel Management",10493937.81,35506062.19
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1316,"Payment to Civil Service Retirement and Disability Fund, Office of Personnel Management",9364500000,28093500000
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1321,"Flexible Benefits Plan Reserve, Office of Personnel Management",3939280.45,65701906.97
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1323,"Postal Service Contributions for Retiree Health Benefits, Office of Personnel Management",876447529.9,2874552470
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1322,"Revolving Fund, Undistributed SIBAC Chargebacks for Washington, DC, Office of Personnel Management",439683939.7,2546170751
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1327,"Civil Service Retirement and Disability Fund, Office of Personnel Management",21187724305,65013935677
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1328,"Employees' Life Insurance Fund, Office of Personnel Management",702320435.6,48481273795
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1330,"Retired Employees' Health Benefits Fund, Office of Personnel Management",82793.55,2437675.8
"Office of Personnel Management","Office of Personnel Management (no sub-agencies)",1329,"Employees' Health Benefits Fund, Office of Personnel Management",12923782326,53751871384
"Small Business Administration","Small Business Administration (no sub-agencies)",2055,"Salaries and Expenses, Small Business Administration",285942578,322611292.9
"Small Business Administration","Small Business Administration (no sub-agencies)",2069,"Business Assistance Trust Fund, Small Business Administration",104032,368427.77
"Small Business Administration","Small Business Administration (no sub-agencies)",2056,"Office of Inspector General, Small Business Administration",4624941.59,13416738.73
"Small Business Administration","Small Business Administration (no sub-agencies)",2057,"Office of Inspector General - Recovery Act, Small Business Administration",0,900862.74
"Small Business Administration","Small Business Administration (no sub-agencies)",2058,"Office of Advocacy, Small Business Administration",2021931.7,2762907.81
"Small Business Administration","Small Business Administration (no sub-agencies)",2059,"Entrepreneurial Development Programs, Small Business Administration",6745128.56,113153598.8
"Small Business Administration","Small Business Administration (no sub-agencies)",2066,"Surety Bond Guarantees Revolving Fund, Small Business Administration",2737906.96,101152823.6
"Small Business Administration","Small Business Administration (no sub-agencies)",2067,"Surety Bond Guarantees Revolving Fund - Recovery Act, Small Business Administration",3180.49,17553299.88
"Small Business Administration","Small Business Administration (no sub-agencies)",2061,"Business Loans Program Account, Small Business Administration",35402272.12,81704624.56
"Small Business Administration","Small Business Administration (no sub-agencies)",2065,"Business Loan and Investment Fund, Liquidating Account, Small Business Administration",140813.2,5359186.8
"Small Business Administration","Small Business Administration (no sub-agencies)",2060,"Disaster Loans Program Account, Small Business Administration",492703547.2,278378545.7
"Small Business Administration","Small Business Administration (no sub-agencies)",2064,"Disaster Loan Fund, Liquidating Account, Small Business Administration",24841.18,3175158.82
"Social Security Administration","Social Security Administration (no sub-agencies)",1351,"Payments to Social Security Trust Funds, Social Security Administration",9362733672,72238591.67
"Social Security Administration","Social Security Administration (no sub-agencies)",1356,"Payments for Credits Against Social Security Contributions, Social Security Administration",5330.05,0
"Social Security Administration","Social Security Administration (no sub-agencies)",1353,"Administrative Costs, The Medicare Improvements for Patients and Providers Act, Social Security Administration",0,14895521.53
"Social Security Administration","Social Security Administration (no sub-agencies)",1354,"Administrative Expenses, Children's Health Insurance Program, Social Security Administration",3814.52,2011185.56
"Social Security Administration","Social Security Administration (no sub-agencies)",1352,"Supplemental Security Income Program, Social Security Administration",15840636679,18036911714
"Social Security Administration","Social Security Administration (no sub-agencies)",1349,"Special Benefits for Certain World War II Veterans, Social Security Administration",555077.49,0
"Social Security Administration","Social Security Administration (no sub-agencies)",1348,"Office of the Inspector General, Social Security Administration",24431520.79,11317175.44
"Social Security Administration","Social Security Administration (no sub-agencies)",1355,"Limitation on Administrative Expenses - Recovery Act, Social Security Administration",0,0
"Social Security Administration","Social Security Administration (no sub-agencies)",1357,"State Supplemental Fees, Social Security Administration",31139882.58,0
"Social Security Administration","Social Security Administration (no sub-agencies)",1361,"Federal Old-Age and Survivors Insurance Trust Fund - Treasury Managed, Social Security Administration",205400000000,6526943.06
"Social Security Administration","Social Security Administration (no sub-agencies)",1362,"Federal Disability Insurance Trust Fund - Treasury Managed, Social Security Administration",36513926402,1482815205
"Social Security Administration","Social Security Administration (no sub-agencies)",1363,"Salaries and Expenses, Social Security Administration",3029296339,1663124611
"US Agencies - Non-CFO Act","Access Board",2669,"Salaries and Expenses, Access Board",1876414.74,1708549.96
